id,actions,up_rate,min_time,time_weight,move_speed,interact_point,interact_point_offset
224,"122401,122401,122401,122402,122403,122404,3,43508,18,43104,41919,43105,42023,459044,42032,122400,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
225,"122501,122501,122501,122502,122503,122504,3,18,450102,43104,41919,43105,42023,459044,42032,122500,420472,472182,42070,47225","12,12,12,30,30,20,20,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,20,45,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,20,0,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
226,"122601,122601,122601,122602,122603,122604,3,43508,18,43104,41919,43105,42023,459044,42032,122600,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
227,"122701,122701,122701,122702,122703,122704,3,43508,18,450102,43104,41919,43105,420231,459044,42032,122700,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
228,"122801,122801,122801,122802,122803,122804,3,43508,18,43104,41919,43105,122805,42032,122800,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,25,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,8.667,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0",0.0,,
229,"122901,122901,122901,122902,122903,122904,3,18,43104,41919,43105,42023,459044,42032,122900,420472,472182,42070,47225","25,25,25,100,40,10,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
230,"123001,123001,123001,123002,123003,123004,3,18,43104,41919,43105,42023,459044,42032,123000,420472,472182,42070,47225","12,12,12,12,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
231,"123101,123101,123101,123102,123103,123104,3,43508,18,43104,41919,43105,42023,459044,42032,123100,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
232,"123201,123201,123201,123202,123203,123204,3,43508,18,450102,43104,41919,43105,42023,459044,42032,123200,420472,472182,42070,47225","13,13,13,25,45,30,50,50,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
233,"123301,123301,123301,123302,123303,123304,3,18,43104,41919,43105,42023,459044,42032,123300,420472,472182,42070,47225","25,25,25,100,40,10,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
234,"123401,123401,123401,123402,123403,123404,3,43508,18,450102,43104,41919,43105,42023,459044,42032,123400,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
235,"123501,123501,123501,123502,123503,123504,3,43508,18,43104,41919,43105,42023,459044,42032,123500,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
236,"123601,123601,123601,123602,123603,123604,3,43508,18,43104,41919,43105,42023,459044,42032,123600,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
237,"123701,123701,123701,123702,123703,123704,3,18,43104,41919,43105,42023,459044,42032,123700,420472,472182,42070,47225","12,12,12,12,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
238,"123801,123801,123801,123802,123803,123804,3,43508,18,43104,41919,43105,42023,459044,42032,123800,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
239,"123901,123901,123901,123902,123903,110704,3,43508,18,450102,43104,41919,43105,42023,459044,42032,123900,420472,472182,42070,47225","13,13,13,10,40,20,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
240,"124001,124001,124001,124002,124003,124004,3,43508,18,43104,41919,43105,42023,459044,42032,124000,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
241,"124101,124101,124101,124102,124103,124104,3,43508,18,43104,41919,43105,42023,459044,42032,124100,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
242,"124201,124201,124201,124202,124203,124204,3,43508,18,43104,41919,43105,42023,459044,42032,124200,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
243,"124301,124301,124301,124302,124303,124304,3,18,43104,41919,43105,42023,459044,42032,124300,420472,472182,42070,47225","12,12,12,12,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
244,"124401,124401,124401,124402,124403,124404,3,18,450102,43104,41919,43105,42023,459044,42032,124400,420472,472182,42070,47225","13,13,13,25,45,30,50,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
245,"124501,124501,124501,124502,124503,124504,3,43508,18,450102,43104,41919,43105,42023,459044,42032,124500,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
247,"124701,124701,124701,124702,124703,124704,3,43508,18,43104,41919,43105,42023,459044,42032,124700,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
248,"124801,124801,124801,124802,124803,124804,3,43508,18,43104,41919,43105,42023,459044,42032,124800,420472,472182,42070,47225","10,10,10,20,40,40,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,60,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
249,"124901,124901,124901,124902,124903,124904,3,43508,18,43104,41919,43105,42023,459044,42032,124900,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
250,"125001,125001,125001,125002,125003,125004,3,43508,18,43104,41919,43105,42023,459044,42032,125000,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
251,"125101,125101,125101,125102,125103,125104,3,43508,18,450102,43104,41919,43105,42023,459044,42032,125100,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
252,"125201,125201,125201,125202,125203,125204,3,43508,18,450102,43104,41919,43105,42023,459044,125200,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,100,101,102,100,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0",0.0,,
253,"125301,125301,125301,125302,125303,125304,3,43508,18,43104,41919,43105,42023,459044,42032,125300,472023,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,3,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
254,"125401,125401,125401,125402,125403,125404,3,43508,18,43104,41919,43105,42023,459044,42032,125400,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
255,"125501,125501,125501,125502,125503,125504,3,43508,18,43104,41919,43105,42023,459044,42032,125500,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
256,"125601,125601,125601,125602,125603,125604,3,43508,18,43104,41919,43105,42023,459044,42032,125600,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
257,"125701,125701,125701,125702,125703,125704,3,43508,18,43104,41919,43105,42023,459044,42032,125700,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
258,"125801,125801,125801,125802,125803,110704,3,43508,18,450102,43104,41919,43105,42023,459044,42032,125800,420472,472182,42070,47225","13,13,13,10,40,20,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
259,"125901,125901,125901,125902,125903,125904,3,43508,18,43104,41919,43105,42023,459044,42032,125900,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
260,"126001,126001,126001,126002,126003,126004,3,43508,18,43104,41919,43105,42023,459044,42032,126000,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
261,"126101,126101,126101,126102,126103,126104,3,43508,18,43104,41919,43105,42023,459044,42032,126100,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
262,"126201,126201,126201,126202,126203,126204,3,18,43104,41919,43105,42023,459044,42032,126200,420472,472182,42070,47225","12,12,12,12,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
263,"126301,126301,126301,126302,126303,126304,3,43508,18,43104,41919,43105,42023,459044,42032,126300,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
264,"126401,126401,126401,126402,126403,126404,3,43508,18,43104,41919,43105,42023,459044,42032,126400,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
265,"126501,126501,126501,126502,126503,126504,3,43508,18,450102,43104,41919,43105,42023,459044,42032,126500,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
266,"126601,126601,126601,126602,126603,126604,3,43508,18,450102,43104,41919,43105,42023,459044,126600,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,100,101,102,100,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0",0.0,,
267,"126701,126701,126701,126702,126703,126704,3,43508,18,43104,41919,43105,42023,459044,42032,126700,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
268,"126801,126801,126801,126802,126803,126804,3,43508,18,43104,41919,43105,42023,459044,42032,126800,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
269,"126901,126901,126901,126902,126903,126904,3,43508,18,43104,41919,43105,42023,459044,42032,126900,420472,472182,42070,47225","10,10,10,20,40,40,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,60,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
270,"127001,127001,127001,127002,127003,127004,3,43508,18,43104,41919,43105,42023,459044,42032,127000,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
271,"127101,127101,127101,127102,127103,127104,3,18,43104,41919,43105,42023,459044,42032,127100,420472,472182,42070,47225","12,12,12,30,30,20,20,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,20,45,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,20,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
272,"127201,127201,127201,127202,127203,127204,3,43508,18,43104,41919,43105,42023,459044,42032,127200,420471,472182,42070,47225","10,10,10,20,40,40,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,60,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
273,"127301,127301,127301,127302,127303,127304,3,43508,18,43104,41919,43105,42023,459044,42032,127300,420471,472182,42070,47225","12,12,12,35,60,25,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
274,"127401,127401,127401,127402,127403,127404,3,43508,18,43104,41919,43105,42023,459044,42032,127400,420471,472182,42070,47225","13,13,13,10,40,20,50,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
275,"127501,127501,127501,127502,127503,127504,3,43508,18,43104,41919,43105,42023,459044,42032,127500,420471,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
276,"127601,127601,127601,127602,127603,127604,3,43508,18,43104,41919,43105,42023,459044,42032,127600,420471,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1001,"1100101,1100101,1100101,1100102,1100103,1100104,1100105,1100106,3,18,43104,41919,43105,42023,459044,42032,1100100,420472,472182,42070,47225","12,12,12,35,60,25,99,99,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,20,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1002,"1100201,1100201,1100201,1100202,1100203,1100204,1100205,1100206,3,18,43104,41919,43105,42023,459044,42032,1100200,420472,472182,42070,47225","12,12,12,35,60,25,99,99,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,20,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1003,"1100301,1100301,1100301,1100302,1100303,1100304,3,43508,18,43104,41919,43105,42023,459044,42032,1100300,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1004,"1100401,1100401,1100401,1100402,1100403,1100404,3,43508,18,43104,41919,43105,42023,459044,42032,1100400,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1005,"1100501,1100501,1100501,1100502,1100503,1100504,3,43508,18,43104,41919,43105,42023,459044,42032,1100500,420472,472182,42070,47225,42068","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,118,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
1006,"1100601,1100601,1100601,1100602,1100603,1100604,3,43508,18,43104,41919,43105,42023,459044,42032,1100600,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1007,"1100701,1100701,1100701,1100702,1100703,1100704,3,43508,18,43104,41919,43105,42023,459044,42032,1100700,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1008,"1100801,1100801,1100801,1100802,1100803,1100804,3,43508,18,43104,41919,43105,42023,459044,42032,1100800,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1009,"1100901,1100901,1100901,1100902,1100903,1100904,3,43508,18,43104,41919,43105,42023,459044,42032,1100900,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1010,"1101001,1101001,1101001,1101002,1101003,1101004,3,18,43104,41919,43105,42023,459044,42032,1101000,420472,472182,42070,47225","12,12,12,12,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1017,"1101701,1101701,1101701,1101702,1101703,1101704,3,43508,18,43104,41919,43105,42023,459044,42032,1101700,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1018,"1101801,1101801,1101801,1101802,1101803,1101804,3,43508,18,43104,41919,43105,42023,459044,42032,1101800,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1019,"1101901,1101901,1101901,1101902,1101903,1101904,3,43508,18,43104,41919,43105,42023,459044,42032,1101900,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1020,"1102001,1102001,1102001,1102002,1102003,1102004,3,43508,18,43104,41919,43105,42023,459044,42032,1102000,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1021,"1102101,1102101,1102101,1102102,1102103,1102104,3,43508,18,43104,41919,43105,42023,459044,42032,1102100,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1022,"1102201,1102201,1102201,1102202,1102203,1102204,3,43508,18,43104,41919,43105,42023,459044,42032,1102200,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
1026,"123801,123801,123801,123802,123803,123804,3,43508,18,43104,41919,43105,42023,459044,42032,123800,420472,472182,42070,47225,42067","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,10,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
1027,"122401,122401,122401,122402,122403,122404,3,43508,18,43104,41919,43105,42023,459044,42032,122400,420472,472182,42070,47225,42068","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,118,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
1028,"102001,102001,102001,102002,102003,102004,3,43508,18,43104,41919,43105,42023,459044,42032,102000,420472,472182,42070,47225,42087","13,13,13,10,40,20,50,0,100,101,102,100,30,30,30,30,30,20,10,10,10","5,5,5,10,30,45,10,11,10,9,45,10,10,30,30,10,10,10,5,3.867,5","0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
1029,"106501,106501,106501,106502,106503,106504,106505,106506,106507,3,43508,18,43104,41919,106508,43105,42023,106509,459044,42032,106500,420472,472182,42070,47225,42087","12,12,12,35,60,25,99,99,99,50,50,0,101,102,103,100,30,50,30,30,30,30,20,10,10,10","5,5,5,10,30,45,5,10,5,5,10,11,9,45,32,10,10,30,30,30,10,10,10,5,3.867,5","0,0,0,0,0,2,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0",0.0,,
2100,"21001,21002,21003,21004","50,100,50,50","5,8,5,6","0,0,0,0",0.0,,
2200,"22001,22002,22003,22004","50,100,50,50","5,8,5,6","0,0,0,0",0.0,,
2201,"22011,22011,22011,22012,22013,22014","12,12,12,25,60,60","10,10,10,10,5,6","0,0,0,0,0,0",0.0,,
2205,"22051,22051,22051,22052,22053,22054","12,12,12,25,60,60","10,10,10,10,5,6","0,0,0,0,0,0",0.0,,
