identity,type,count,user_exp,mp,ammo,mre,part,core,gem,gun_id,item_ids,equip_ids,furniture,gift,title,content,type_sort,sort,icon_code,prize_id,mission_id,condition,commander_title,unlock_function
552,different_fairy,25,4000,1000,1000,1000,1000,15,150,0,2-15,,,,精英级收藏：妖精,获得25个不同的妖精。,3,202,获得妖精,0,,,,1
553,different_fairy,30,5000,1500,1500,1500,1500,20,200,0,2-20,,,,大师级收藏：妖精,获得30个不同的妖精。,3,202,获得妖精,0,,,,1
554,adjust_fairy,1,30,30,30,30,30,0,0,0,44-10,,,,枕下乳牙,累计进行1次妖精校准。,9,221,妖精校准,0,,,,1
555,adjust_fairy,10,50,50,50,50,50,0,0,0,44-20,,,,一坛金币,累计进行10次妖精校准。,9,221,妖精校准,0,,,,1
556,adjust_fairy,50,100,100,100,100,100,0,0,0,44-50,,,,飞行仙粉,累计进行50次妖精校准。,9,221,妖精校准,0,,,,1
557,adjust_fairy,100,300,200,200,200,200,0,0,0,44-80,,,,格里芬神灯,累计进行100次妖精校准。,9,221,妖精校准,0,,,,1
558,adjust_fairy,500,500,300,300,300,300,0,0,0,44-100,,,,精岩碎片,累计进行500次妖精校准。,9,221,妖精校准,0,,,,1
559,adjust_fairy,1000,1000,500,500,500,500,0,0,0,44-150,,,,头盔，飞鞋，羊皮口袋。,累计进行1000次妖精校准。,9,221,妖精校准,0,,,,1
560,adjust_fairy,2000,2000,1000,1000,1000,1000,0,0,0,44-200,,,,湖中剑,累计进行2000次妖精校准。,9,221,妖精校准,0,,,,1
561,adjust_fairy,5000,3000,1500,1500,1500,1500,0,0,0,44-300,,,,咕噜的宝贝,累计进行5000次妖精校准。,9,221,妖精校准,0,,,,1
562,retire_fairy,1,30,30,30,30,30,0,0,0,3-1,,,,一只袜子！,累计进行1次妖精回收。,9,222,妖精拆解,0,,,,1
563,retire_fairy,10,50,50,50,50,50,0,0,0,3-3,,,,驱魔人,累计进行10次妖精回收。,9,222,妖精拆解,0,,,,1
564,retire_fairy,50,100,100,100,100,100,0,0,0,3-5,,,,恶灵退散,累计进行50次妖精回收。,9,222,妖精拆解,0,,,,1
565,retire_fairy,100,300,200,200,200,200,0,0,0,3-8,,,,嫁给鼹鼠,累计进行100次妖精回收。,9,222,妖精拆解,0,,,,1
566,retire_fairy,500,500,300,300,300,300,0,0,0,3-10,,,,仲夏夜之梦,累计进行500次妖精回收。,9,222,妖精拆解,0,,,,1
567,retire_fairy,1000,1000,500,500,500,500,0,0,0,3-12,,,,奥尔良的妖精,累计进行1000次妖精回收。,9,222,妖精拆解,0,,,,1
568,retire_fairy,2000,2000,1000,1000,1000,1000,0,0,0,3-15,,,,妖精之锤,累计进行2000次妖精回收。,9,222,妖精拆解,0,,,,1
569,retire_fairy,5000,3000,1500,1500,1500,1500,0,0,0,3-20,,,,家养小精灵权益促进会,累计进行5000次妖精回收。,9,222,妖精拆解,0,,,,1
570,eat_fairy,1,30,30,30,30,30,0,0,0,"2-1,3-1",,,,公共休息室,累计进行1次妖精强化。,9,223,妖精强化,0,,,,1
571,eat_fairy,10,50,50,50,50,50,0,0,0,"2-2,3-2",,,,石环阵,累计进行10次妖精强化。,9,223,妖精强化,0,,,,1
572,eat_fairy,50,100,100,100,100,100,0,0,0,"2-5,3-5",,,,格里芬的吹笛人,累计进行50次妖精强化。,9,223,妖精强化,0,,,,1
573,eat_fairy,100,300,200,200,200,200,0,0,0,"2-8,3-8",,,,百鬼夜行,累计进行100次妖精强化。,9,223,妖精强化,0,,,,1
574,eat_fairy,500,500,300,300,300,300,0,0,0,"2-10,3-10",,,,阿瓦隆的守护者,累计进行500次妖精强化。,9,223,妖精强化,0,,,,1
575,eat_fairy,1000,1000,500,500,500,500,0,0,0,"2-12,3-12",,,,一千零一夜,累计进行1000次妖精强化。,9,223,妖精强化,0,,,,1
576,eat_fairy,2000,2000,1000,1000,1000,1000,0,0,0,"2-15,3-15",,,,梦幻岛,累计进行2000次妖精强化。,9,223,妖精强化,0,,,,1
577,eat_fairy,5000,3000,1500,1500,1500,1500,0,0,0,"2-20,3-20",,,,彩虹尽头,累计进行5000次妖精强化。,9,223,妖精强化,0,,,,1
578,upgrade_fairy,1,30,30,30,30,10,0,0,0,8-1,,,,林间花仙,累计进行1次妖精技能升级。,9,224,妖精技能升级,0,,,,1
579,upgrade_fairy,10,60,60,60,60,20,0,0,0,8-2,,,,山谷妖精,累计进行10次妖精技能升级。,9,224,妖精技能升级,0,,,,1
580,upgrade_fairy,20,100,100,100,100,30,0,0,0,8-3,,,,洞穴哥布林,累计进行20次妖精技能升级。,9,224,妖精技能升级,0,,,,1
581,upgrade_fairy,50,200,200,200,200,60,0,0,0,8-4,,,,溫蒂妮之泉,累计进行50次妖精技能升级。,9,224,妖精技能升级,0,,,,1
582,upgrade_fairy,100,500,500,500,500,200,0,0,0,8-5,,,,礁上塞壬,累计进行100次妖精技能升级。,9,224,妖精技能升级,0,,,,1
583,upgrade_fairy,200,1000,1000,1000,1000,300,0,0,0,8-6,,,,报丧女妖,累计进行200次妖精技能升级。,9,224,妖精技能升级,0,,,,1
584,upgrade_fairy,500,2000,2000,2000,2000,600,0,0,0,8-7,,,,戈尔工姐妹,累计进行500次妖精技能升级。,9,224,妖精技能升级,0,,,,1
585,mind_update,1,30,30,30,30,10,5,0,0,,,,,心智升级,首次进行心智升级。,8,128,心智升级,0,,,,10
586,mind_update,5,60,60,60,60,20,10,0,0,,,,,这个女人来自IOP,累计进行5次心智升级。,8,128,心智升级,0,,,,10
587,mind_update,10,100,100,100,100,30,15,0,0,,,,,她的回忆,累计进行10次心智升级。,8,128,心智升级,0,,,,10
588,mind_update,20,200,200,200,200,60,20,0,0,,,,,人形星球,累计进行20次心智升级。,8,128,心智升级,0,,,,10
589,mind_update,50,500,500,500,500,200,25,0,0,,,,,大都会,累计进行50次心智升级。,8,128,心智升级,0,,,,10
590,mind_update,100,1000,1000,1000,1000,300,30,0,0,,,,,发条巧克力,累计进行100次心智升级。,8,128,心智升级,0,,,,10
591,mind_update,200,2000,2000,2000,2000,600,35,0,0,,,,,十二可乐,累计进行200次心智升级。,8,128,心智升级,0,,,,10
592,mind_update,300,3000,3000,3000,3000,1000,40,0,0,,,,,格里芬漫游指南,累计进行300次心智升级。,8,128,心智升级,0,,,,10
593,mind_update,400,4000,4000,4000,4000,1300,45,0,0,,,,,银翼枪手2064,累计进行400次心智升级。,8,128,心智升级,0,,,,10
594,mind_update,500,5000,5000,5000,5000,1600,50,0,0,,,,,2064天空漫游,累计进行500次心智升级。,8,128,心智升级,0,,,,10
595,get_skill2,1,30,30,30,30,10,0,0,0,8-1,,,,心之技,首个战术少女解锁技能2。,8,129,技能2,0,,,,0
596,get_skill2,5,0,0,0,0,0,0,0,0,,,,,墓碑钉头,5个战术少女解锁技能2。,8,129,技能2,131,,,,0
597,get_skill2,10,0,0,0,0,0,0,0,0,,,,,人形之肘,10个战术少女解锁技能2。,8,129,技能2,132,,,,0
598,get_skill2,20,0,0,0,0,0,0,0,0,,,,,暴雨式背摔,20个战术少女解锁技能2。,8,129,技能2,133,,,,0
599,get_skill2,50,0,0,0,0,0,0,0,0,,,,,巴蕾斯塔炸弹,50个战术少女解锁技能2。,8,129,技能2,134,,,,0
600,get_skill2,100,0,0,0,0,0,0,0,0,,,,,薇尔德大脚,100个战术少女解锁技能2。,8,129,技能2,135,,,,0
601,get_skill2,150,0,0,0,0,0,0,0,0,,,,,杰丽柯长城,150个战术少女解锁技能2。,8,129,技能2,136,,,,0
602,get_skill2,200,0,0,0,0,0,0,0,0,,,,,烙印十字架,200个战术少女解锁技能2。,8,129,技能2,137,,,,0
603,mission_win_no_battle,1,1000,1000,1000,1000,1000,5,0,0,,,,,完美潜入,塌缩点-信使：战役胜利情况下不进行任何一场战斗。,100,1001,完美潜入,0,10088,,,0
604,12_enemy_kill_by_hostage,1,1000,1000,1000,1000,1000,5,0,0,,,,,最佳配角,塌缩点-底线升变Ⅲ：战役胜利情况下利用人质梯队消灭12支敌人梯队。,100,1002,最佳配角,0,10076,,,0
605,s_win_2_team,1,1000,1000,1000,1000,1000,5,0,0,,,,,冲锋队,塌缩点-弱子死局Ⅲ：只部署2支梯队获得S胜。,100,1003,敢死队,0,10080,,,0
606,night_all_spots_belong1,1,1000,1000,1000,1000,1000,5,0,0,,,,,黑暗虚空,塌缩点-底线升变Ⅰ：战役胜利时占领所有据点。,100,1004,黑暗虚空,0,10074,,,0
607,all_team_without_ammo,1,1000,1000,1000,1000,1000,5,0,0,,,,,败于徒手,塌缩点-最终手段Ⅰ：战役胜利时场上所有梯队弹药为0。,100,1005,徒手,0,10082,,,0
608,no_skip_winter_activity,1,1000,1000,1000,1000,1000,5,0,0,,,,,就是这个人,完整浏览塌缩点制作人员名单。,100,1006,就是这个人,0,,,,0
609,download_success,1,0,0,0,0,0,0,30,0,,,,,四方天元,首次下载完整资源包。,100,1007,首次下载,0,,,,0
610,coffeeshop_comic,5,0,0,0,0,0,0,0,221,,,,,新的漫画！！,在宿舍咖啡厅解锁5本漫画。,6,94,漫画,0,,,,0
611,squad_get_secret_data,1,30,0,0,0,0,0,0,0,15-10,,,,工作许可证,首次获得中枢数据。,13,241,机密资料,0,,,,0
612,squad_get_secret_data,10,60,0,0,0,0,0,0,0,15-20,,,,鬼牌游戏,累计获得10个中枢数据。,13,241,机密资料,0,,,,15
613,squad_get_secret_data,20,100,0,0,0,0,0,0,0,15-40,,,,锅匠、裁缝、士兵、间谍,累计获得20个中枢数据。,13,241,机密资料,0,,,,15
614,squad_get_secret_data,50,200,0,0,0,0,0,0,0,15-60,,,,剑桥五人帮,累计获得50个中枢数据。,13,241,机密资料,0,,,,15
615,squad_get_secret_data,100,500,0,0,0,0,0,0,0,15-80,,,,潘多拉计划,累计获得100个中枢数据。,13,241,机密资料,0,,,,15
616,squad_get_secret_data,200,1000,0,0,0,0,0,0,0,15-100,,,,混沌法则,累计获得200个中枢数据。,13,241,机密资料,0,,,,15
617,squad_get_secret_data,500,2000,0,0,0,0,0,0,0,15-150,,,,爱国者之枪,累计获得500个中枢数据。,13,241,机密资料,0,,,,15
618,squad_get_secret_data,1000,3000,0,0,0,0,0,0,0,15-200,,,,食蛇者行动,累计获得1000个中枢数据。,13,241,机密资料,0,,,,15
619,squad_get_secret_data,2000,4000,0,0,0,0,0,0,0,15-250,,,,自由之子,累计获得2000个中枢数据。,13,241,机密资料,0,,,,15
620,squad_get_secret_data,5000,5000,0,0,0,0,0,0,0,15-300,,,,黑途,累计获得5000个中枢数据。,13,241,机密资料,0,,,,15
621,squad_get_type1_unit,1,30,0,0,0,0,0,10,0,"14-20,15-20",,,,战争就是火力,首次解锁火力单位。,13,242,解锁火力小组,0,,,,15
622,squad_get_type1_unit,3,60,0,0,0,0,0,30,0,"14-40,15-40",,,,战争就是数量,累计解锁3个火力单位。,13,242,解锁火力小组,0,,,,15
623,squad_get_type1_unit,5,100,0,0,0,0,0,50,0,"14-60,15-60",,,,战争就是比谁管子粗,累计解锁5个火力单位。,13,242,解锁火力小组,0,,,,15
624,squad_get_type1_unit,10,200,0,0,0,0,0,100,0,"14-100,15-100",,,,战争就是钱、钱、钱,累计解锁10个火力单位。,13,242,解锁火力小组,0,,,,15
625,squad_get_chip,1,30,0,0,0,0,0,0,0,14-10,,,,黑色石碑,首次获得芯片。,13,245,芯片,0,,,,15
626,squad_get_chip,10,60,0,0,0,0,0,0,0,14-20,,,,帕斯卡计算器,累计获得10个芯片。,13,245,芯片,0,,,,15
627,squad_get_chip,100,100,0,0,0,0,0,0,0,14-40,,,,巴贝奇差分机,累计获得100个芯片。,13,245,芯片,0,,,,15
628,squad_get_chip,500,200,0,0,0,0,0,0,0,14-60,,,,亚卡尔织布机,累计获得500个芯片。,13,245,芯片,0,,,,15
629,squad_get_chip,1000,500,0,0,0,0,0,0,0,14-80,,,,何乐礼打孔机,累计获得1000个芯片。,13,245,芯片,0,,,,15
630,squad_get_chip,2000,1000,0,0,0,0,0,0,0,14-100,,,,诺顿瞄准器,累计获得2000个芯片。,13,245,芯片,0,,,,15
631,squad_get_chip,5000,2000,0,0,0,0,0,0,0,14-150,,,,楚泽导引装置,累计获得5000个芯片。,13,245,芯片,0,,,,15
632,squad_get_chip,10000,3000,0,0,0,0,0,0,0,14-200,,,,费曼的铅笔,累计获得10000个芯片。,13,245,芯片,0,,,,15
633,squad_get_chip,20000,4000,0,0,0,0,0,0,0,14-250,,,,费米的计算尺,累计获得20000个芯片。,13,245,芯片,0,,,,15
634,squad_get_chip,30000,5000,0,0,0,0,0,0,0,14-300,,,,诺伊曼的大脑,累计获得30000个芯片。,13,245,芯片,0,,,,15
635,squad_change_data_times,1,30,0,0,0,0,0,0,0,15-10,,,,结绳记事,首次进行数据重构。,13,246,机密资料,0,,,,15
636,squad_change_data_times,10,60,0,0,0,0,0,0,0,15-20,,,,罚抄作业,累计通过数据重构获得10个数据补丁。,13,246,机密资料,0,,,,15
637,squad_change_data_times,20,100,0,0,0,0,0,0,0,15-40,,,,代书写手,累计通过数据重构获得20个数据补丁。,13,246,机密资料,0,,,,15
638,squad_change_data_times,50,200,0,0,0,0,0,0,0,15-60,,,,抄书修士,累计通过数据重构获得50个数据补丁。,13,246,机密资料,0,,,,15
639,squad_change_data_times,100,500,0,0,0,0,0,0,0,15-80,,,,传经圣僧,累计通过数据重构获得100个数据补丁。,13,246,机密资料,0,,,,15
640,squad_change_data_times,200,1000,0,0,0,0,0,0,0,15-100,,,,纸带打孔,累计通过数据重构获得200个数据补丁。,13,246,机密资料,0,,,,15
641,squad_change_data_times,500,2000,0,0,0,0,0,0,0,15-150,,,,磁带录音,累计通过数据重构获得500个数据补丁。,13,246,机密资料,0,,,,15
642,squad_change_data_times,1000,3000,0,0,0,0,0,0,0,15-200,,,,软盘写入,累计通过数据重构获得1000个数据补丁。,13,246,机密资料,0,,,,15
643,squad_change_data_times,2000,4000,0,0,0,0,0,0,0,15-250,,,,光盘拷贝,累计通过数据重构获得2000个数据补丁。,13,246,机密资料,0,,,,15
644,squad_change_data_times,5000,5000,0,0,0,0,0,0,0,15-300,,,,云图备份,累计通过数据重构获得5000个数据补丁。,13,246,机密资料,0,,,,15
645,squad_base_data_analyse,1,0,0,0,0,0,0,0,0,301-5,,,,普罗米修斯之火,首次使用原始样本进行情报解析。,14,261,数据分析,0,,,,15
646,squad_base_data_analyse,10,60,0,0,0,0,0,10,0,14-20,,,,阿基米德之池,累计使用原始数据样本进行10次情报解析。,14,261,数据分析,0,,,,15
647,squad_base_data_analyse,100,100,0,0,0,0,0,20,0,14-40,,,,毕达哥拉斯学派,累计使用原始数据样本进行100次情报解析。,14,261,数据分析,0,,,,15
648,squad_base_data_analyse,200,200,0,0,0,0,0,30,0,14-60,,,,欧几里德几何,累计使用原始数据样本进行200次情报解析。,14,261,数据分析,0,,,,15
649,squad_base_data_analyse,500,500,0,0,0,0,0,50,0,14-80,,,,托勒密观天,累计使用原始数据样本进行500次情报解析。,14,261,数据分析,0,,,,15
650,squad_base_data_analyse,1000,1000,0,0,0,0,0,70,0,14-100,,,,笛卡尔坐标,累计使用原始数据样本进行1000次情报解析。,14,261,数据分析,0,,,,15
651,squad_base_data_analyse,2000,2000,0,0,0,0,0,90,0,14-150,,,,莱布尼兹符号,累计使用原始数据样本进行2000次情报解析。,14,261,数据分析,0,,,,15
652,squad_base_data_analyse,5000,3000,0,0,0,0,0,120,0,14-200,,,,牛顿的苹果,累计使用原始数据样本进行5000次情报解析。,14,261,数据分析,0,,,,15
653,squad_base_data_analyse,10000,4000,0,0,0,0,0,160,0,14-250,,,,拉格朗日之月,累计使用原始数据样本进行10000次情报解析。,14,261,数据分析,0,,,,15
654,squad_base_data_analyse,20000,5000,0,0,0,0,0,200,0,14-300,,,,拉普拉斯的恶魔,累计使用原始数据样本进行20000次情报解析。,14,261,数据分析,0,,,,15
655,squad_senior_data_analyse,1,30,0,0,0,0,0,5,0,,,,,高斯曲线,首次使用纯净数据样本进行情报解析。,14,262,数据分析,0,,,,15
656,squad_senior_data_analyse,10,60,0,0,0,0,0,10,0,15-20,,,,祖冲之密率,累计使用纯净数据样本进行10次情报解析。,14,262,数据分析,0,,,,15
657,squad_senior_data_analyse,50,100,0,0,0,0,0,20,0,15-40,,,,柏拉图最优,累计使用纯净数据样本进行50次情报解析。,14,262,数据分析,0,,,,15
658,squad_senior_data_analyse,100,200,0,0,0,0,0,30,0,15-60,,,,黎曼函数,累计使用纯净数据样本进行100次情报解析。,14,262,数据分析,0,,,,15
659,squad_senior_data_analyse,200,500,0,0,0,0,0,50,0,15-80,,,,开普勒猜想,累计使用纯净数据样本进行200次情报解析。,14,262,数据分析,0,,,,15
660,squad_senior_data_analyse,500,1000,0,0,0,0,0,70,0,15-100,,,,布尔代数,累计使用纯净数据样本进行500次情报解析。,14,262,数据分析,0,,,,15
661,squad_senior_data_analyse,1000,2000,0,0,0,0,0,90,0,15-150,,,,阿贝尔方程式,累计使用纯净数据样本进行1000次情报解析。,14,262,数据分析,0,,,,15
662,squad_senior_data_analyse,2000,3000,0,0,0,0,0,120,0,15-200,,,,香农信号,累计使用纯净数据样本进行2000次情报解析。,14,262,数据分析,0,,,,15
663,squad_senior_data_analyse,5000,4000,0,0,0,0,0,160,0,15-250,,,,图灵逻辑,累计使用纯净数据样本进行5000次情报解析。,14,262,数据分析,0,,,,15
664,squad_senior_data_analyse,10000,5000,0,0,0,0,0,200,0,15-300,,,,纳什均衡,累计使用纯净数据样本进行10000次情报解析。,14,262,数据分析,0,,,,15
665,squad_up_rank,1,30,0,0,0,0,0,0,0,"14-20,15-20",,,,星星是友情的魔法,首次进行重装部队晋升。,14,263,支援小队升星,0,,,,15
666,squad_up_rank,5,60,0,0,0,0,0,0,0,"14-40,15-40",,,,星星是美好的祝福,累计进行5次重装部队晋升。,14,263,支援小队升星,0,,,,15
667,squad_up_rank,10,100,0,0,0,0,0,0,0,"14-60,15-60",,,,星星是无尽的冒险,累计进行10次重装部队晋升。,14,263,支援小队升星,0,,,,15
668,squad_up_rank,20,200,0,0,0,0,0,0,0,"14-80,15-80",,,,星星是神秘的世界,累计进行20次重装部队晋升。,14,263,支援小队升星,0,,,,15
669,squad_up_rank,50,500,0,0,0,0,0,0,0,"14-100,15-100",,,,星星是纯爱的诗篇,累计进行50次重装部队晋升。,14,263,支援小队升星,0,,,,15
670,squad_up_rank,100,1000,0,0,0,0,0,0,0,"14-150,15-150",,,,星星是进击的人形,累计进行100次重装部队晋升。,14,263,支援小队升星,0,,,,15
671,squad_up_rank,150,2000,0,0,0,0,0,0,0,"14-200,15-200",,,,星星是地狱的赞歌,累计进行150次重装部队晋升。,14,263,支援小队升星,0,,,,15
672,squad_rank_max,1,30,0,0,0,0,0,0,0,17-2,,,,格里芬之心勋章,首次将重装部队升至满星。,14,264,支援小队升星,0,,,,15
673,squad_rank_max,3,60,0,0,0,0,0,0,0,17-4,,,,格里芬荣誉授带,累计将3个重装部队升至满星。,14,264,支援小队升星,0,,,,15
674,squad_rank_max,5,100,0,0,0,0,0,0,0,17-6,,,,格里芬十字徽,累计将5个重装部队升至满星。,14,264,支援小队升星,0,,,,15
675,squad_rank_max,10,200,0,0,0,0,0,0,0,17-8,,,,格里芬英雄奖,累计将10个重装部队升至满星。,14,264,支援小队升星,0,,,,15
676,squad_rank_max,20,500,0,0,0,0,0,0,0,17-10,,,,格里芬名人堂,累计将20个重装部队升至满星。,14,264,支援小队升星,0,,,,15
677,squad_rank_max,30,1000,0,0,0,0,0,0,0,17-20,,,,格里芬英灵殿,累计将30个重装部队升至满星。,14,264,支援小队升星,0,,,,15
678,squad_level_max,1,30,0,0,0,0,0,0,0,17-2,,,,坦克猎手,首次将重装部队升至满级。,14,265,升级,0,,,,15
679,squad_level_max,3,60,0,0,0,0,0,0,0,17-4,,,,装甲克星,累计将3个重装部队升至满级。,14,265,升级,0,,,,15
680,squad_level_max,5,100,0,0,0,0,0,0,0,17-6,,,,敌军清道夫,累计将5个重装部队升至满级。,14,265,升级,0,,,,15
681,squad_level_max,10,200,0,0,0,0,0,0,0,17-8,,,,战地割草机,累计将10个重装部队升至满级。,14,265,升级,0,,,,15
682,squad_level_max,20,500,0,0,0,0,0,0,0,17-10,,,,自走式天灾,累计将20个重装部队升至满级。,14,265,升级,0,,,,15
683,squad_level_max,30,1000,0,0,0,0,0,0,0,17-20,,,,大规模毁灭性武器,累计将30个重装部队升至满级。,14,265,升级,0,,,,15
684,squad_train_time,1,30,0,0,0,0,0,0,0,46-10,,,,练习从不嫌多,首次完成重装部队经验训练。,14,266,支援小队经验训练,0,,,,15
685,squad_train_time,10,60,0,0,0,0,0,0,0,46-20,,,,好好学习，天天向上,累计完成10小时重装部队经验训练。,14,266,支援小队经验训练,0,,,,15
686,squad_train_time,100,100,0,0,0,0,0,0,0,46-30,,,,恭喜，你们刚从蛆虫毕业了,累计完成100小时重装部队经验训练。,14,266,支援小队经验训练,0,,,,15
687,squad_train_time,200,200,0,0,0,0,0,0,0,46-50,,,,流一桶汗好过流一桶泪,累计完成200小时重装部队经验训练。,14,266,支援小队经验训练,0,,,,15
688,squad_train_time,500,500,0,0,0,0,0,0,0,46-80,,,,合理的要求是训练,累计完成500小时重装部队经验训练。,14,266,支援小队经验训练,0,,,,15
689,squad_train_time,1000,1000,0,0,0,0,0,0,0,46-100,,,,不合理的要求是磨练,累计完成1000小时重装部队经验训练。,14,266,支援小队经验训练,0,,,,15
690,squad_train_time,2000,2000,0,0,0,0,0,0,0,46-150,,,,轻松的日子只限昨天,累计完成2000小时重装部队经验训练。,14,266,支援小队经验训练,0,,,,15
691,squad_train_time,5000,3000,0,0,0,0,0,0,0,46-200,,,,是故胜兵先胜而后求战,累计完成5000小时重装部队经验训练。,14,266,支援小队经验训练,0,,,,15
692,squad_train_time,10000,4000,0,0,0,0,0,0,0,46-250,,,,和平只是中场休息,累计完成10000小时重装部队经验训练。,14,266,支援小队经验训练,0,,,,15
693,squad_train_time,20000,5000,0,0,0,0,0,0,0,46-300,,,,我变强了,累计完成20000小时重装部队经验训练。,14,266,支援小队经验训练,0,,,,15
694,squad_up_skill_times,1,30,0,0,0,0,0,0,0,,,,,精密射击训练,首次完成重装部队技能训练。,14,267,支援小队技能训练,250,,,,15
695,squad_up_skill_times,10,60,0,0,0,0,0,0,0,,,,,压制火力训练,累计完成10次重装部队技能训练。,14,267,支援小队技能训练,251,,,,15
696,squad_up_skill_times,20,100,0,0,0,0,0,0,0,,,,,阵地转移训练,累计完成20次重装部队技能训练。,14,267,支援小队技能训练,252,,,,15
697,squad_up_skill_times,50,200,0,0,0,0,0,0,0,,,,,快速开火训练,累计完成50次重装部队技能训练。,14,267,支援小队技能训练,253,,,,15
698,squad_up_skill_times,100,500,0,0,0,0,0,0,0,,,,,伪装隐蔽训练,累计完成100次重装部队技能训练。,14,267,支援小队技能训练,254,,,,15
699,squad_up_skill_times,200,1000,0,0,0,0,0,0,0,,,,,目标选定训练,累计完成200次重装部队技能训练。,14,267,支援小队技能训练,255,,,,15
700,squad_up_skill_times,500,2000,0,0,0,0,0,0,0,,,,,地图改写训练,累计完成500次重装部队技能训练。,14,267,支援小队技能训练,256,,,,15
701,squad_up_advanced_times,1,30,0,0,0,0,0,0,0,17-2,,,,初试啼声,首次进行重装部队迭代。,14,268,强化,0,,,,15
702,squad_up_advanced_times,5,60,0,0,0,0,0,0,0,17-4,,,,战地轰鸣,累计进行5次重装部队迭代。,14,268,强化,0,,,,15
703,squad_up_advanced_times,10,100,0,0,0,0,0,0,0,17-6,,,,报时钟响,累计进行10次重装部队迭代。,14,268,强化,0,,,,15
704,squad_up_advanced_times,20,200,0,0,0,0,0,0,0,17-8,,,,滚进弹幕,累计进行20次重装部队迭代。,14,268,强化,0,,,,15
705,squad_up_advanced_times,50,500,0,0,0,0,0,0,0,17-10,,,,交叉火网,累计进行50次重装部队迭代。,14,268,强化,0,,,,15
706,squad_up_advanced_times,100,1000,0,0,0,0,0,0,0,17-15,,,,战斗区域,累计进行100次重装部队迭代。,14,268,强化,0,,,,15
707,squad_up_advanced_times,200,2000,0,0,0,0,0,0,0,17-20,,,,导弹管弦乐,累计进行200次重装部队迭代。,14,268,强化,0,,,,15
708,squad_up_advanced_times,300,3000,0,0,0,0,0,0,0,17-30,,,,炮火华尔兹,累计进行300次重装部队迭代。,14,268,强化,0,,,,15
709,squad_chip_retire_times,1,30,0,0,0,0,0,0,0,14-10,,,,芯片回收,首次进行芯片回收。,14,269,芯片,0,,,,15
710,squad_chip_retire_times,10,60,0,0,0,0,0,0,0,14-20,,,,怒砸键盘,累计回收10个芯片。,14,269,芯片,0,,,,15
711,squad_chip_retire_times,100,100,0,0,0,0,0,0,0,14-40,,,,愤拆显卡,累计回收100个芯片。,14,269,芯片,0,,,,15
712,squad_chip_retire_times,200,200,0,0,0,0,0,0,0,14-60,,,,手撕主机板,累计回收200个芯片。,14,269,芯片,0,,,,15
713,squad_chip_retire_times,500,500,0,0,0,0,0,0,0,14-80,,,,脚踢处理器,累计回收500个芯片。,14,269,芯片,0,,,,15
714,squad_chip_retire_times,1000,1000,0,0,0,0,0,0,0,14-100,,,,火烤主电源,累计回收1000个芯片。,14,269,芯片,0,,,,15
715,squad_chip_retire_times,2000,2000,0,0,0,0,0,0,0,14-150,,,,水洗硬盘,累计回收2000个芯片。,14,269,芯片,0,,,,15
716,squad_chip_retire_times,5000,3000,0,0,0,0,0,0,0,14-200,,,,泪溅内存,累计回收5000个芯片。,14,269,芯片,0,,,,15
717,squad_chip_retire_times,10000,4000,0,0,0,0,0,0,0,14-250,,,,魂断显示器,累计回收10000个芯片。,14,269,芯片,0,,,,15
718,squad_eat_chip_num,1,30,0,0,0,0,0,0,0,14-10,,,,芯片强化,首次进行芯片强化。,14,270,芯片,0,,,,15
719,squad_eat_chip_num,10,60,0,0,0,0,0,0,0,14-20,,,,超频入门者,累计通过强化消耗10个芯片。,14,270,芯片,0,,,,15
720,squad_eat_chip_num,100,100,0,0,0,0,0,0,0,14-40,,,,超频练习者,累计通过强化消耗100个芯片。,14,270,芯片,0,,,,15
721,squad_eat_chip_num,200,200,0,0,0,0,0,0,0,14-60,,,,超频修行者,累计通过强化消耗200个芯片。,14,270,芯片,0,,,,15
722,squad_eat_chip_num,500,500,0,0,0,0,0,0,0,14-80,,,,超频挑战者,累计通过强化消耗500个芯片。,14,270,芯片,0,,,,15
723,squad_eat_chip_num,1000,1000,0,0,0,0,0,0,0,14-100,,,,超频幻想者,累计通过强化消耗1000个芯片。,14,270,芯片,0,,,,15
724,squad_eat_chip_num,2000,2000,0,0,0,0,0,0,0,14-150,,,,超频悟道者,累计通过强化消耗2000个芯片。,14,270,芯片,0,,,,15
725,squad_eat_chip_num,5000,3000,0,0,0,0,0,0,0,14-200,,,,超频飞升者,累计通过强化消耗5000个芯片。,14,270,芯片,0,,,,15
726,squad_eat_chip_num,10000,4000,0,0,0,0,0,0,0,14-250,,,,超频君临者,累计通过强化消耗10000个芯片。,14,270,芯片,0,,,,15
727,squad_eat_chip_num,20000,5000,0,0,0,0,0,0,0,14-300,,,,超频天外客,累计通过强化消耗20000个芯片。,14,270,芯片,0,,,,15
728,squad_break_building,1,30,50,50,50,50,0,0,0,,,,,摧毁建筑,首次摧毁建筑。,1,8,摧毁建筑,0,,,,0
729,squad_break_building,10,60,100,100,100,100,0,0,0,,,,,有问题时找C4,累计摧毁10个建筑。,1,8,摧毁建筑,0,,,,0
730,squad_break_building,100,100,200,200,200,200,0,0,0,,,,,拆迁办事处,累计摧毁100个建筑。,1,8,摧毁建筑,0,,,,0
