id,description,damage_ratio,extra_damage,buff_id,harm_delay,target_move,is_critical_hit,critical_hit_rate,float_wide,trigger_creation_id,trigger_creation_delay,is_form_hurt,is_miss,is_armor,beat_back_percent,buff_id_target,buff_id_self,hurt_buff_trigger_type,buff_rate,target_move_percent,target_skill,trigger_summoner,defbreak_rate,extra_defbreak,hit_type,is_ricochet,is_shield,fix_damage,ui_control
2486,鹗伤害大,0,*102,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2487,显示消buff2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3302:-10,3304:-5,3305:-5,3306:-5,3308:1",0,100,0,0,0,0,0,1,0,0,0,0
2494,霰弹枪普通攻击,*101,0,0,0,2,1,100,15,0,0,0,1,1,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2495,霰弹枪蓄力伤害,*101,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2496,斯金攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,1000003248:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2497,423效果,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,576:1,0,100,0,0,0,0,0,1,0,0,0,0
2498,普通攻击,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,3477:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2499,debuff判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000003270:1,1000003271:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2500,debuff判定7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000003272:1,1000003273:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2501,debuff判定6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000003274:1,1000003275:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2502,debuff判定5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000003276:1,1000003277:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2503,debuff判定4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000003278:1,1000003279:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2504,debuff判定3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000003280:1,1000003281:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2506,coeus5段,30,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2507,coeus瞄准,100,0,0,0,0,1,100,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2508,coeus瞄准二段,40,0,0,0,0,1,100,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2509,换色鹿必中,100,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2510,心智冲击伤害,*103,0,0,0,0,0,100,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2511,稻草人子弹-all,40,0,0,0,0,1,100,15,0,0,0,1,1,0,"1000013310:1,1000013311:1",3600:1,0,100,0,0,0,0,0,1,0,0,0,0
2512,ak15ex攻击40,40,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2513,持续空袭,*101,0,0,0,0,0,100,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2514,kratosEX伤害,60,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2515,kratos普通,50,0,0,0,0,1,100,15,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2516,89攻击,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,3577:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2517,干扰者子弹-all,100,0,0,0,0,1,100,15,0,0,0,1,1,0,"3616:1,1000003329:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2518,猎手攻击,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,"3732:-1,3620:-99",1,100,0,0,0,0,0,1,0,0,1000003374,0
2519,猎手暴击增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000003390:1,3732:1",0,100,0,0,0,0,0,1,0,0,0,0
2520,稻草人大招子弹-all,*102,0,0,0,0,1,100,15,0,0,0,0,1,0,"1000013310:1,1000013311:1",3600:1,0,100,0,0,0,0,0,1,0,0,0,0
2521,m16对眩晕,50,0,0,0,0,1,100,15,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2522,榴弹,*101,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2523,燃烧伤害,*101,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2524,残兽普攻,*102,0,0,0,0,1,100,15,0,0,0,1,1,0,0,"3712:-20,3714:-20",0,100,0,0,0,0,0,1,0,0,1000003351,0
2525,建筑师核爆中心,*102,0,0,0,0,0,100,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2526,普通攻击101版本,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2527,钢狮伤害,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,1000003356,0
2528,钢狮标记,0,0,0,0,0,2,0,0,0,0,0,0,0,0,372301:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2530,ksvk常驻范围伤害,*201,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2531,强无敌扫射伤害,*101,0,0,0,0,1,100,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2532,qwd普通攻击,50,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2533,TBK普通攻击,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2535,兵蚁冲撞攻击,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2536,干扰者召唤专精,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000003507:1,1000003508:1,1000003522:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2539,****,*202,0,0,0,0,1,100,15,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2548,破坏者单发榴弹伤害,*201,0,0,0,0,1,100,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2549,精英破坏者导弹,*201,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2550,劫豹普攻_爆炸伤害,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2551,护卫必中,*201,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2552,破坏者支援,*201,0,0,0,0,0,100,15,0,0,1,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2553,护卫者P护盾前判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000003537:1,1000003538:1,3806:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2554,****,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2555,额外,*101,0,0,0,0,0,100,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2556,建筑师单发攻击,25,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2557,建筑师支援伤害,*201,0,0,0,0,0,100,15,0,0,1,1,1,0,0,0,0,100,0,0,0,0,*202,1,100,0,0,0
2558,建筑师中心伤害,*201,0,0,0,0,0,100,15,0,0,1,0,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2559,建筑师广域伤害,*202,0,0,0,0,0,100,15,0,0,1,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,1000003551,0
2560,建筑ex爆额外,*101,0,0,0,0,0,100,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003551,0
2561,Boss狙击,150,0,0,0,0,0,100,15,0,0,1,0,0,0,3825:-1,0,0,100,0,0,0,0,0,1,0,0,0,0
2565,Tra刀伤害,200,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2570,SACR攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003564,0
2571,队长队员判断,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000003566:1,1000003567:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2575,***,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003570,0
2576,衔尾蛇攻击_暴击易伤,50,0,0,0,0,1,100,15,0,0,0,1,1,0,3850:1,0,1,100,0,0,0,0,0,1,0,0,0,0
2577,xws大招伤害,*102,0,0,0,0,1,100,15,0,0,1,1,1,0,3850:1,0,1,100,0,0,0,0,0,1,0,0,0,0
2578,***,100,0,0,0,0,1,100,15,0,0,0,1,1,0,"385503:1,385504:1,386505:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2579,***,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3869:1,3870:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2580,***,50,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2581,ss技能狙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3885:1000003658,0,0,100,0,0,0,0,0,1,0,0,0,0
2582,ss改普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003643,0
2583,ss技能狙击,*201,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003643,0
2584,97减速伤害,100,0,0,0,2,1,100,15,0,0,0,1,1,10,1000003642:1,0,0,100,100,500101,0,0,0,1,0,0,0,0
2585,G11_逻辑,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1000003646:1,1000003645:1,1000003644:1000003662",0,0,100,0,0,0,0,0,1,0,100,1000003647,0
2586,G11_爆炸,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3882:-1,3881:-1,3880:-1","3882:-1,3881:-1,3880:-1",0,100,0,0,0,0,0,1,0,0,0,0
2587,ss改EX攻击,100,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003643,0
2588,沙漠_队长位判断,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000366301:1,1000366302:1,1000003663:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2589,显示消buff2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3892:-10,3308:1",0,100,0,0,0,0,0,1,0,0,0,0
2590,炼金术士大招必中,*101,0,0,0,0,1,100,15,0,0,0,0,1,0,3893:1,0,1,100,0,0,0,0,0,1,0,0,1000003681,0
2591,炼金术士SP范围必中,*101,0,0,0,0,1,100,15,0,0,0,0,1,0,3893:1,0,1,100,0,0,0,0,0,1,0,0,1000003681,0
2592,炼金普攻_近战必中,50,0,0,0,0,1,100,15,0,0,0,0,1,0,3893:1,0,1,100,0,0,0,0,0,1,0,0,1000003681,0
2593,炼金术士盾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2594,毒池伤害,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003684,0
2596,安洁拳击,100,0,0,0,2,1,100,15,0,0,1,0,1,100,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2597,安洁拳击2,200,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2600,弹道枪弹,*102,0,0,0,0,0,100,15,0,0,0,1,1,0,0,3911:1,0,100,0,0,0,0,0,1,0,0,0,0
2601,弹道枪已发射,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3912:1,0,100,0,0,0,0,0,1,0,0,0,0
2602,SMAW中心,150,0,0,0,0,0,100,15,0,0,0,0,1,0,0,0,0,100,0,0,0,100,0,2,100,0,0,0
2603,SMAW范围,*201,0,0,0,0,0,100,15,0,0,1,1,1,0,0,0,0,100,0,0,0,100,0,2,100,0,0,0
2604,SMAW范围_必中,*201,0,0,0,0,0,100,15,0,0,1,0,1,0,0,0,0,100,0,0,0,100,0,2,100,0,0,0
2605,后置逻辑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3916:-1,0,100,0,0,0,0,0,1,0,0,0,0
2606,SMAW附加中心,*204,0,0,0,0,0,100,15,0,0,0,0,1,0,0,0,0,100,0,0,0,*201,0,2,100,0,0,0
2607,力场盾判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000003694:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2608,无力场盾眩晕,*203,0,0,0,0,1,100,15,0,0,1,0,0,0,"1000003695:1,1000003696:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2609,梦想家子弹_必中,*101,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2610,梦想家子弹,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2611,梦想家大招伤害,*101,0,0,0,0,1,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2612,梦想家狙击支援,*101,0,0,0,0,1,100,15,0,0,0,0,0,0,3932:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2613,特工H粘弹技能,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3951:1,395106:1,395108:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2614,弹爆炸,*201,0,0,0,0,0,100,15,0,0,1,0,1,0,0,0,0,100,0,0,0,100,0,1,0,0,0,0
2615,计量官伤害,60,0,0,0,0,1,100,15,0,0,0,1,1,0,"3983:1,398301:1,398302:1,398303:1",0,0,30,0,0,0,0,0,1,0,0,0,0
2616,计量官大招一段,*102,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2617,计量官大招二段,*103,0,0,0,0,0,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0
2618,计量官引爆伤害,*101,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,1000003725,0
2619,自爆爆炸,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2620,自爆自伤,0,99999,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2621,流血,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2622,流血伤害,10,0,0,0,0,1,100,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2623,小刀近战伤害,*101,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2624,小刀大招,*101,0,0,0,0,0,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0
2625,跑者霰弹伤害,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2626,警卫中心伤害,*101,0,0,0,0,1,100,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2627,M6步枪伤害,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2628,火炮台1段,50,0,0,0,0,1,100,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2629,电炮台1段,150,0,0,0,0,1,100,15,0,0,0,1,1,0,"7116:1,711601:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2630,叛变中心,90,0,0,0,0,1,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2631,子弹伤害,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2632,爆炸物伤害,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0
2635,416粘弹,*101,0,0,0,0,1,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2636,法官大招伤害,*201,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003790,0
2637,法官普攻伤害,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2638,法官判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7145:1,1000003796:1,1000003797:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2639,痛击者额外,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003804,0
2640,普通攻击Jia,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2642,判定19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000003812:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2643,97二技能,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003815,0
2644,普通攻击,25,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2645,亡语加成逻辑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000003831:1,1000383101:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2646,SV普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2648,普通攻击,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2649,80攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003851,0
2650,板砖伤害,200,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2651,白刀伤害1,200,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2652,白飞机伤害,100,0,0,0,0,1,100,15,0,0,0,1,0,0,7189:1,0,0,100,0,0,0,0,0,1,0,0,1000003934,0
2653,ZXL攻击1,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,719101:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2654,ZXL攻击1,*101,0,0,0,0,1,100,15,0,0,0,0,1,0,719101:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2655,猎枪判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719202:1,7195:1000003944,0,100,0,0,0,0,0,1,0,0,0,0
2656,A:扫射,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,719601:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2657,B:对单体,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,719701:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2658,蜘蛛分摊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740602:-1,0,0,100,0,0,0,0,0,1,0,0,1000003950,0
2659,飞刃伤害,50,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2660,肉鸽普攻,*101,0,0,0,0,1,100,0,0,0,0,0,1,0,"1000387705:1,1000387804:1","72008:1,1000003871:1,1000387714:1",0,100,0,0,0,0,0,1,0,0,1000003861,0
2661,肉鸽投掷,*101,0,0,0,0,1,100,0,0,0,0,0,1,0,0,1000387301:1,1,100,0,0,0,0,0,1,0,0,1000003865,0
2662,燃烧结算,*101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2663,电子结算,*101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,1,0,0,1000003879,0
2664,肉鸽敌方普攻,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2670,NXS999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,99999,0
2671,黑涅托普攻,100,0,0,0,0,1,100,15,0,0,1,1,1,0,7409:1,740908:1,3,100,0,0,0,0,0,1,0,0,1000003960,0
2672,黑白爆炸,*101,0,0,0,0,0,0,15,0,0,1,0,0,0,"7413:-1,7409:1000003958",0,0,100,0,0,0,0,0,1,0,0,1000003959,0
2673,狙击伤害,*201,0,0,0,0,0,0,15,0,0,1,0,0,0,7409:1,0,0,100,0,0,0,0,0,1,0,0,1000003959,0
2675,大力攻击,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2676,单体判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000397401:1,1000397402:1,1000397403:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2677,普通攻击,200,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2678,普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,742803:1,0,1,100,0,0,0,0,0,1,0,0,0,0
2679,普通攻击,*201,0,0,0,0,1,100,15,0,0,1,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,1000003351,0
2680,白涅托支援,*201,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003959,0
12509,掷弹兵燃烧持续,5,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26571,B:对单体,*201,0,0,0,0,1,100,15,0,0,0,0,1,0,719701:1,0,0,100,0,0,0,0,0,1,0,0,0,0
26791,白大招12段,*201,0,0,0,0,1,100,15,0,0,1,1,1,0,7413:1,0,0,100,0,0,0,0,0,1,0,0,1000003351,0
26792,白大招3段,*201,0,0,0,0,1,100,15,0,0,1,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,1000397606,0
26793,黑白爆炸_白,*101,0,0,0,0,0,0,15,0,0,1,0,0,0,"7413:-1,7409:-1",0,0,100,0,0,0,0,0,1,0,0,1000003959,0
34901,掷弹兵普攻,60,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45801,沙漠之鹰,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,50,0,0
52001,柯尔特防卫者击退,*201,0,0,0,2,1,100,15,0,0,0,0,1,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
52101,柯尔特防卫者2,*201,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60000,普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,6002:-15,1,100,0,0,0,0,0,1,0,0,1000006000,0
60001,铁血爆炸伤害,*201,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000006001,0
60002,建筑师支援,*201,0,0,0,0,0,100,15,0,0,1,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
60003,刽子手枪攻击,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,1000006002,0
60004,刽子手刀攻击,*201,0,0,0,0,1,100,15,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,1,0,0,1000006003,0
60005,建筑师中心伤害,*202,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,1000006001,0
60006,刽子手中心伤害1,*202,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,1000006004,0
60007,刽子手中心伤害2,*203,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,1000006004,0
60008,刽子手中心伤害3,*204,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,1000006004,0
217601,狙击妖精-改1,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,7966:1,0,0,100,0,0,0,0,0,1,0,0,1000004384,0
251001,心智冲击伤害,*103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
251801,拘束弹攻击,100,0,0,0,0,1,100,15,0,0,0,0,1,0,"3619:1,361901:1,361902:1,361903:1,361904:1",0,0,100,0,0,0,0,0,1,0,0,1000003374,0
251802,猎手大招攻击,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,"3732:-1,3620:-99",1,100,0,0,0,0,0,1,0,0,1000003374,0
251901,猎手大招增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362101:1,"1000003390:1,3732:1",0,100,0,0,0,0,0,1,0,0,0,0
252901,强无敌击退1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,100,0,901619,0,0,0,1,0,0,0,0
252902,强无敌击退2,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,100,0,902619,0,0,0,1,0,0,0,0
252903,强无敌击退3,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,100,0,903619,0,0,0,1,0,0,0,0
252904,强无敌击退4,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,100,0,904619,0,0,0,1,0,0,0,0
252905,强无敌击退5,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,100,0,905619,0,0,0,1,0,0,0,0
252906,强无敌击退_非坚守,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,100,0,906619,0,0,0,1,0,0,0,0
252907,强无敌击退_非坚守,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,100,0,907619,0,0,0,1,0,0,0,0
252908,强无敌击退_非坚守,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,100,0,908619,0,0,0,1,0,0,0,0
252909,强无敌击退_非坚守,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,100,0,909619,0,0,0,1,0,0,0,0
252910,强无敌击退_非坚守,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,100,0,910619,0,0,0,1,0,0,0,0
259201,炼金术士远程攻击,50,0,0,0,0,1,100,15,0,0,0,1,1,0,3893:1,0,1,100,0,0,0,0,0,1,0,0,1000368101,0
260601,SMAW附加范围,*102,0,0,0,0,0,100,15,0,0,1,1,1,0,0,0,0,100,0,0,0,*201,0,2,100,0,0,0
261301,特工H粘弹技能_debuff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"395101:1,395107:1,395108:1",0,0,100,0,0,0,0,0,1,0,0,0,0
261302,特工H粘弹技能_LX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395108:-3,0,0,100,0,0,0,0,0,1,0,0,0,0
