id,name,description,conflict_type,max_tier,type,duration_type,duration,delay,probability,boss_available,armor_reduce_number,pow_number,dodge_number,hit_number,rate_number,critical_number,critical_damage_number,damage_reduce_number,damage_return_number,move_number,shield_number,arp_number,trigger_creation_id,trigger_creation_delay,is_form_play,buff_animation,buff_description,available_gun_type,available_gun_type2,def_number,defbreak_number,maxdef_number,cdr_number,forced_skill,fix_damage,night_view_percent,range_number
371505,残兽近战加深5,2技能5级,381,21,601,1,*103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
371601,冲锋屏蔽,,484,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
371602,压制屏蔽,,485,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
371603,痛击者屏蔽,,486,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
371604,咒符屏蔽,,485,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
371605,鬼步屏蔽,,486,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
371606,痛击者ex触发,,487,1,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
372101,易碎屏蔽标记,,722,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
372102,暴击率数值,,744,5,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
372201,崩毁屏蔽标记,,724,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
372301,易碎标记,在敌方身上进行标记,726,10,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
372501,强无敌击退触发器,,732,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
372801,猎手普攻伤害EX,,921,30,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
372901,射速下降,射速下降,912,1,204,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,208,0,1,,,,,0,0,0,0,0,0,0,0
375101,勃朗宁我方N,,261,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003411,0,0
375102,勃朗宁我方N,,261,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003412,0,0
375103,勃朗宁我方N,,261,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003413,0,0
375104,勃朗宁我方N,,261,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003414,0,0
375105,勃朗宁我方N,,261,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003415,0,0
375106,勃朗宁我方N,,261,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003416,0,0
375107,勃朗宁我方N,,261,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003417,0,0
375108,勃朗宁我方N,,261,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003418,0,0
375109,勃朗宁我方N,,261,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003419,0,0
375110,勃朗宁我方N,,261,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003420,0,0
375201,勃朗宁我方,,262,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003421,0,0
375202,勃朗宁我方,,262,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003422,0,0
375203,勃朗宁我方,,262,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003423,0,0
375204,勃朗宁我方,,262,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003424,0,0
375205,勃朗宁我方,,262,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003425,0,0
375206,勃朗宁我方,,262,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003426,0,0
375207,勃朗宁我方,,262,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003427,0,0
375208,勃朗宁我方,,262,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003428,0,0
375209,勃朗宁我方,,262,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003429,0,0
375210,勃朗宁我方,,262,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003430,0,0
375301,勃朗宁敌方N,,263,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003432,0,0
375302,勃朗宁敌方N,,263,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003432,0,0
375303,勃朗宁敌方N,,263,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003433,0,0
375304,勃朗宁敌方N,,263,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003433,0,0
375305,勃朗宁敌方N,,263,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003434,0,0
375306,勃朗宁敌方N,,263,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003434,0,0
375307,勃朗宁敌方N,,263,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003435,0,0
375308,勃朗宁敌方N,,263,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003435,0,0
375309,勃朗宁敌方N,,263,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003436,0,0
375310,勃朗宁敌方N,,263,1,402,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003436,0,0
375401,勃朗宁敌方,,264,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003437,0,0
375402,勃朗宁敌方,,264,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003437,0,0
375403,勃朗宁敌方,,264,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003438,0,0
375404,勃朗宁敌方,,264,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003438,0,0
375405,勃朗宁敌方,,264,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003439,0,0
375406,勃朗宁敌方,,264,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003439,0,0
375407,勃朗宁敌方,,264,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003440,0,0
375408,勃朗宁敌方,,264,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003440,0,0
375409,勃朗宁敌方,,264,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003441,0,0
375410,勃朗宁敌方,,264,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000003441,0,0
377501,Henri2秒计数_盾,,933,2,500,1,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
377502,Henri2秒计数_无,,934,2,500,1,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
377601,Henri主动射速,射速上升,959,3,104,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,,,0,0,0,0,0,0,0,0
377602,Henri火力标记,,961,3,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
377603,Henri火一,头顶浮标1层,921,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5610,0,0,,,,,0,0,0,0,0,0,0,0
377604,Henri火二,头顶浮标2层,922,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5609,0,0,,,,,0,0,0,0,0,0,0,0
377605,Henri火三,头顶浮标3层,923,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5608,0,0,,,,,0,0,0,0,0,0,0,0
377701,Henri主动盾,,960,3,109,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,*201,0,220,0,0,,,,,0,0,0,0,0,0,0,0
377702,Henri闪避标记,,962,3,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
377703,Henri闪一,头顶浮标1层,924,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5613,0,0,,,,,0,0,0,0,0,0,0,0
377704,Henri闪二,头顶浮标2层,925,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5612,0,0,,,,,0,0,0,0,0,0,0,0
377705,Henri闪三,头顶浮标3层,926,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5611,0,0,,,,,0,0,0,0,0,0,0,0
377901,已用技能,,963,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
378101,塔罗牌_显示,,399,3,500,1,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5606,0,0,,,,,0,0,0,0,0,0,0,0
379301,Ang_显示,,399,1,500,1,240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5607,0,0,,,,,0,0,0,0,0,0,0,0
379701,Cla阅读累计2,BuffB2,959,7,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
381101,wpk自我标记2,,965,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
381601,切割者2技能触发,,899,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
381801,建筑师射速触发,,967,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
382201,爆炸算子,,971,8,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
382501,Boss卡序列1,,826,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
382502,Boss卡序列2,,827,1,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
382503,Boss卡序列3,,828,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
383001,射速下降,射速下降,383,1,204,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,208,0,1,,,,,0,0,0,0,0,0,0,0
383002,移速下降,移速下降,383,1,205,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,*202,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
383003,闪避下降,闪避下降,383,1,202,1,*101,0,0,1,0,0,*203,0,0,0,0,0,0,0,0,0,206,0,1,,,,,0,0,0,0,0,0,0,0
383004,火力上升,火力上升,383,1,101,1,*101,0,0,1,0,*204,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
383005,命中上升,命中上升,383,1,103,1,*101,0,0,1,0,0,0,*205,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,,,0,0,0,0,0,0,0,0
383006,暴击伤害上升,暴击伤害上升,383,1,112,1,*101,0,0,1,0,0,0,0,0,0,*206,0,0,0,0,0,201,0,0,YellowFlash,,,,0,0,0,0,0,0,0,0
383601,LS护盾触发,,953,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
384801,VHS主动触发2,,384,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
384802,VHS主动触发3,,385,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
384901,VHS射速加法,,387,1,804,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
384902,VHS命中加法,,388,1,803,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
385101,衔尾蛇技能1算子2,,399,3,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
385401,胡蜂2技能初始,,392,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
385501,胡峰ex射速,,393,1,104,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,106,,0,0,0,0,0,0,0,0
385502,胡峰ex命中,,394,1,103,1,*101,0,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,106,,0,0,0,0,0,0,0,0
385503,胡蜂ex火力下降,火力下降,395,1,201,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0
385504,胡蜂ex射速下降,射速下降,396,1,204,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,208,0,1,,,,,0,0,0,0,0,0,0,0
386001,刘语音触发器,,449,2,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
386401,PM1910发标记,,455,12,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
386501,火力上升,liu火力上升,455,1,101,1,99999,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
386502,射速下降,liu射速下降,456,1,204,1,99999,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
386503,火力下降,liu火力下降,457,1,201,1,99999,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
386504,射速上升,liu射速上升,458,1,104,1,99999,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
386505,移速下降,,397,1,205,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,*201,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
386506,暴击概率上升,,398,1,106,1,99999,0,0,1,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
386601,射速下降,M射速下降,459,1,204,1,99999,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
386602,步枪暴击概率,M暴击概率上升,460,1,106,1,99999,0,0,1,0,0,0,0,0,*202,0,0,0,0,0,0,0,0,0,,,3,,0,0,0,0,0,0,0,0
386603,步枪暴击伤害,M暴击伤害提升,461,1,112,1,99999,0,0,1,0,0,0,0,0,0,*203,0,0,0,0,0,0,0,0,,,3,,0,0,0,0,0,0,0,0
386604,蒙格火Up,M火力上升,462,1,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
386605,蒙格射Up,M射速上升,463,1,104,1,*101,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,,,0,0,0,0,0,0,0,0
386701,刘撤退协助,,457,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
388801,沙尘妖精算子1,,418,12,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
388802,沙尘妖精算子2,,419,51,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
388901,沙尘移速下降,移速下降,417,1,205,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,*201,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
388902,沙尘射速下降,射速下降,421,1,204,1,99999,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,208,0,1,,,,,0,0,0,0,0,0,0,0
388903,沙尘命中下降,命中下降_5层,422,5,203,1,99999,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,207,0,1,,,,,0,0,0,0,0,0,0,0
388904,沙尘队长减伤,,423,1,110,1,99999,0,0,1,0,0,0,0,0,0,0,*203,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
388905,沙尘移速下降2,移速下降,420,1,205,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,*204,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
388906,沙尘射速下降2,射速下降,421,1,204,1,99999,0,0,1,0,0,0,0,*205,0,0,0,0,0,0,0,208,0,1,,,,,0,0,0,0,0,0,0,0
389301,炼金术士普攻触发,,525,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
389302,炼金坚守额外攻距,,526,1,830,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,40
389303,炼金非坚守暴击率,暴击概率上升,527,1,106,1,99999,0,0,1,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
389304,火力上升,火力上升,528,1,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,,PowBuffText,,,0,0,0,0,0,0,0,0
389305,爆伤增益,,529,1,112,1,*101,0,0,1,0,0,0,0,0,0,*202,0,0,0,0,0,201,0,1,,PowBuffText,,,0,0,0,0,0,0,0,0
389306,闪避上升,闪避上升,530,1,102,1,*101,0,0,1,0,0,*203,0,0,0,0,0,0,0,0,0,202,0,1,,DodgeBuffText,,,0,0,0,0,0,0,0,0
389401,炼金护盾_坚守,,426,99,109,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,*201,0,0,0,0,,,,,0,0,0,0,0,0,0,0
389601,炼金被动1算子,,429,6,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
390101,炼金被动2算子,,431,4,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
390501,近战盾自加,,435,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,910937,0,0,0
390502,近战盾自加,,436,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,920937,0,0,0
390503,近战盾自加,,437,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,930937,0,0,0
390504,近战盾自加,,438,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,940937,0,0,0
390505,近战盾自加,,439,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,950937,0,0,0
392801,梦想家_暴击伤害,暴击伤害上升,519,1,112,1,99999,0,0,1,0,0,0,0,0,0,*201,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
392802,梦想家_暴击率,暴击概率上升,520,1,106,1,99999,0,0,1,0,0,0,0,0,*202,0,0,0,0,0,0,201,0,0,YellowFlash,,,,0,0,0,0,0,0,0,0
392803,梦想家_远程火力,火力上升,521,1,101,1,99999,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,106,,0,0,0,0,0,0,0,0
392804,梦想家_远程射速,射速上升,522,1,104,1,99999,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,106,,0,0,0,0,0,0,0,0
392805,梦想家_近战减伤,,523,1,110,1,99999,0,0,1,0,0,0,0,0,0,0,*202,0,0,0,0,0,0,0,BlueFlash,,105,,0,0,0,0,0,0,0,0
393701,龙骑护盾间隔,,809,1,109,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,*201,0,220,0,0,,,,,0,0,0,0,0,0,0,0
393702,龙骑减伤,,908,2,110,1,99999,0,0,1,0,0,0,0,0,0,0,*202,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
393801,射速上升,射速上升,811,1,104,1,99999,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,,,0,0,0,0,0,0,0,0
393802,移速上升,移速上升,812,1,105,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,*201,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
393803,闪避上升,闪避上升,813,1,102,1,99999,0,0,1,0,0,*201,0,0,0,0,0,0,0,0,0,202,0,1,YellowFlash,DodgeBuffText,,,0,0,0,0,0,0,0,0
394701,同排召唤掩体,,305,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,902002,0,0,0
394702,同排召唤掩体,,305,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,903002,0,0,0
394703,同排召唤掩体,,305,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,904002,0,0,0
394704,同排召唤掩体,,305,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,905002,0,0,0
394705,同排召唤掩体,,305,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,906002,0,0,0
394706,同排召唤掩体,,305,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,907002,0,0,0
394707,同排召唤掩体,,305,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,908002,0,0,0
394708,同排召唤掩体,,305,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,909002,0,0,0
394709,同排召唤掩体,,305,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,910002,0,0,0
394801,掩体技能标记1,,406,99,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
394802,掩体技能标记2,,506,199,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
394803,掩体技能标记3,,606,99,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
394901,特工V身后火力,火力上升,307,1,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
394902,特工V身后命中,命中上升,307,1,103,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,,,0,0,0,0,0,0,0,0
394903,特工VA,,407,1,500,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
394904,特工VB,,507,1,500,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
394905,特工VC,,607,1,500,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
394906,特工VD,,707,1,500,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
395101,H粘弹存在_debuff,,409,3,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5680,0,0,,,,,0,0,0,0,0,0,0,0
395102,H粘弹存在_LX,,410,3,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5680,0,0,,,,,0,0,0,0,0,0,0,0
395103,H粘弹叠加2,,611,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,568001,0,0,,,,,0,0,0,0,0,0,0,0
395104,H粘弹叠加3,,612,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,568002,0,0,,,,,0,0,0,0,0,0,0,0
395105,H粘弹技能添加逻辑,,613,99,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,"901137,901138",0,0,0
395106,H粘弹技能添加逻辑,,614,99,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,901135,0,0,0
