level,maxlife,pow,dodge,hit,armor_piercing,armor,shield,def,def_break
50158,2702.78,31.75,27.86,43.34,66.0,117.32,1.0,1336.0,1.0
50159,2723.1,31.85,27.97,43.51,66.0,117.32,1.0,1336.0,1.0
50160,2743.42,31.94,28.08,43.68,67.0,117.32,1.0,1336.0,1.0
50161,2763.74,32.03,28.19,43.85,67.0,117.32,1.0,1336.0,1.0
50162,2784.06,32.13,28.3,44.02,67.0,117.32,1.0,1336.0,1.0
50163,2804.39,32.22,28.4,44.18,67.0,117.32,1.0,1336.0,1.0
50164,2824.71,32.32,28.51,44.35,68.0,117.32,1.0,1336.0,1.0
50165,2845.03,32.41,28.62,44.52,68.0,117.32,1.0,1336.0,1.0
50166,2865.35,32.5,28.73,44.69,68.0,117.32,1.0,1336.0,1.0
50167,2885.67,32.6,28.84,44.86,68.0,117.32,1.0,1336.0,1.0
50168,2906.0,32.69,28.94,45.02,69.0,117.32,1.0,1336.0,1.0
50169,2926.32,32.79,29.05,45.19,69.0,117.32,1.0,1336.0,1.0
50170,2946.64,32.88,29.16,45.36,69.0,117.32,1.0,1336.0,1.0
50171,2966.96,32.97,29.27,45.53,69.0,117.32,1.0,1336.0,1.0
50172,2987.28,33.07,29.38,45.7,70.0,117.32,1.0,1336.0,1.0
50173,3007.61,33.16,29.48,45.86,70.0,117.32,1.0,1336.0,1.0
50174,3027.93,33.26,29.59,46.03,70.0,117.32,1.0,1336.0,1.0
50175,3048.25,33.35,29.7,46.2,71.0,117.32,1.0,1336.0,1.0
50176,3068.57,33.44,29.81,46.37,71.0,117.32,1.0,1336.0,1.0
50177,3088.89,33.54,29.92,46.54,71.0,117.32,1.0,1336.0,1.0
50178,3109.22,33.63,30.02,46.7,71.0,117.32,1.0,1336.0,1.0
50179,3129.54,33.73,30.13,46.87,72.0,117.32,1.0,1336.0,1.0
50180,3149.86,33.82,30.24,47.04,72.0,117.32,1.0,1336.0,1.0
50181,3170.18,33.91,30.35,47.21,72.0,117.32,1.0,1336.0,1.0
50182,3190.5,34.01,30.46,47.38,72.0,117.32,1.0,1336.0,1.0
50183,3210.83,34.1,30.56,47.54,73.0,117.32,1.0,1336.0,1.0
50184,3231.15,34.2,30.67,47.71,73.0,117.32,1.0,1336.0,1.0
50185,3251.47,34.29,30.78,47.88,73.0,117.32,1.0,1336.0,1.0
50186,3271.79,34.38,30.89,48.05,73.0,117.32,1.0,1336.0,1.0
50187,3292.11,34.48,31.0,48.22,74.0,117.32,1.0,1336.0,1.0
50188,3312.44,34.57,31.1,48.38,74.0,117.32,1.0,1336.0,1.0
50189,3332.76,34.67,31.21,48.55,74.0,117.32,1.0,1336.0,1.0
50190,3353.08,34.76,31.32,48.72,74.0,117.32,1.0,1336.0,1.0
50191,3373.4,34.85,31.43,48.89,75.0,117.32,1.0,1336.0,1.0
50192,3393.72,34.95,31.54,49.06,75.0,117.32,1.0,1336.0,1.0
50193,3414.05,35.04,31.64,49.22,75.0,117.32,1.0,1336.0,1.0
50194,3434.37,35.14,31.75,49.39,75.0,117.32,1.0,1336.0,1.0
50195,3454.69,35.23,31.86,49.56,76.0,117.32,1.0,1336.0,1.0
50196,3475.01,35.32,31.97,49.73,76.0,117.32,1.0,1336.0,1.0
50197,3495.33,35.42,32.08,49.9,76.0,117.32,1.0,1336.0,1.0
50198,3515.66,35.51,32.18,50.06,76.0,117.32,1.0,1336.0,1.0
50199,3535.98,35.61,32.29,50.23,77.0,117.32,1.0,1336.0,1.0
50200,3556.3,35.7,32.4,50.4,77.0,117.32,1.0,1336.0,1.0
50201,3574.08,35.77,32.46,50.5,77.0,117.32,1.0,1336.0,1.0
50202,3591.86,35.84,32.53,50.6,77.0,117.32,1.0,1336.0,1.0
50203,3609.65,35.92,32.59,50.7,77.0,117.32,1.0,1336.0,1.0
50204,3627.43,35.99,32.66,50.8,78.0,117.32,1.0,1336.0,1.0
50205,3645.21,36.06,32.72,50.9,78.0,117.32,1.0,1336.0,1.0
50206,3662.99,36.13,32.78,51.0,78.0,117.32,1.0,1336.0,1.0
50207,3680.77,36.2,32.85,51.1,78.0,117.32,1.0,1336.0,1.0
50208,3698.56,36.28,32.91,51.2,78.0,117.32,1.0,1336.0,1.0
50209,3716.34,36.35,32.98,51.3,78.0,117.32,1.0,1336.0,1.0
50210,3734.12,36.42,33.04,51.4,79.0,117.32,1.0,1336.0,1.0
50211,3751.9,36.49,33.1,51.5,79.0,117.32,1.0,1336.0,1.0
50212,3769.68,36.56,33.17,51.6,79.0,117.32,1.0,1336.0,1.0
50213,3787.47,36.64,33.23,51.7,79.0,117.32,1.0,1336.0,1.0
50214,3805.25,36.71,33.3,51.8,79.0,117.32,1.0,1336.0,1.0
50215,3823.03,36.78,33.36,51.9,79.0,117.32,1.0,1336.0,1.0
50216,3840.81,36.85,33.42,52.0,80.0,117.32,1.0,1336.0,1.0
50217,3858.59,36.92,33.49,52.1,80.0,117.32,1.0,1336.0,1.0
50218,3876.38,37.0,33.55,52.2,80.0,117.32,1.0,1336.0,1.0
50219,3894.16,37.07,33.62,52.3,80.0,117.32,1.0,1336.0,1.0
50220,3911.94,37.14,33.68,52.4,80.0,117.32,1.0,1336.0,1.0
50221,3929.72,37.21,33.74,52.5,80.0,117.32,1.0,1336.0,1.0
50222,3947.5,37.28,33.81,52.6,81.0,117.32,1.0,1336.0,1.0
50223,3965.29,37.36,33.87,52.7,81.0,117.32,1.0,1336.0,1.0
50224,3983.07,37.43,33.94,52.8,81.0,117.32,1.0,1336.0,1.0
50225,4000.85,37.5,34.0,52.9,81.0,117.32,1.0,1336.0,1.0
50226,4018.63,37.57,34.06,53.0,81.0,117.32,1.0,1336.0,1.0
50227,4036.41,37.64,34.13,53.1,81.0,117.32,1.0,1336.0,1.0
50228,4054.2,37.72,34.19,53.2,81.0,117.32,1.0,1336.0,1.0
50229,4071.98,37.79,34.26,53.3,82.0,117.32,1.0,1336.0,1.0
50230,4089.76,37.86,34.32,53.4,82.0,117.32,1.0,1336.0,1.0
50231,4107.54,37.93,34.38,53.5,82.0,117.32,1.0,1336.0,1.0
50232,4125.32,38.0,34.45,53.6,82.0,117.32,1.0,1336.0,1.0
50233,4143.11,38.08,34.51,53.7,82.0,117.32,1.0,1336.0,1.0
50234,4160.89,38.15,34.58,53.8,82.0,117.32,1.0,1336.0,1.0
50235,4178.67,38.22,34.64,53.9,83.0,117.32,1.0,1336.0,1.0
50236,4196.45,38.29,34.7,54.0,83.0,117.32,1.0,1336.0,1.0
50237,4214.23,38.36,34.77,54.1,83.0,117.32,1.0,1336.0,1.0
50238,4232.02,38.44,34.83,54.2,83.0,117.32,1.0,1336.0,1.0
50239,4249.8,38.51,34.9,54.3,83.0,117.32,1.0,1336.0,1.0
50240,4267.58,38.58,34.96,54.4,83.0,117.32,1.0,1336.0,1.0
50241,4285.36,38.65,35.02,54.5,84.0,117.32,1.0,1336.0,1.0
50242,4303.14,38.72,35.09,54.6,84.0,117.32,1.0,1336.0,1.0
50243,4320.93,38.8,35.15,54.7,84.0,117.32,1.0,1336.0,1.0
50244,4338.71,38.87,35.22,54.8,84.0,117.32,1.0,1336.0,1.0
50245,4356.49,38.94,35.28,54.9,84.0,117.32,1.0,1336.0,1.0
50246,4374.27,39.01,35.34,55.0,84.0,117.32,1.0,1336.0,1.0
50247,4392.05,39.08,35.41,55.1,85.0,117.32,1.0,1336.0,1.0
50248,4409.84,39.16,35.47,55.2,85.0,117.32,1.0,1336.0,1.0
50249,4427.62,39.23,35.54,55.3,85.0,117.32,1.0,1336.0,1.0
50250,4445.4,39.3,35.6,55.4,85.0,117.32,1.0,1336.0,1.0
50251,4463.18,39.34,35.64,55.46,85.0,117.32,1.0,1336.0,1.0
50252,4480.96,39.38,35.67,55.51,85.0,117.32,1.0,1336.0,1.0
50253,4498.75,39.42,35.71,55.57,85.0,117.32,1.0,1336.0,1.0
50254,4516.53,39.46,35.74,55.62,85.0,117.32,1.0,1336.0,1.0
50255,4534.31,39.5,35.78,55.68,85.0,117.32,1.0,1336.0,1.0
50256,4552.09,39.54,35.82,55.74,85.0,117.32,1.0,1336.0,1.0
50257,4569.87,39.58,35.85,55.79,85.0,117.32,1.0,1336.0,1.0
50258,4587.66,39.62,35.89,55.85,85.0,117.32,1.0,1336.0,1.0
50259,4605.44,39.66,35.92,55.9,85.0,117.32,1.0,1336.0,1.0
50260,4623.22,39.7,35.96,55.96,85.0,117.32,1.0,1336.0,1.0
50261,4641.0,39.74,36.0,56.02,85.0,117.32,1.0,1336.0,1.0
50262,4658.78,39.78,36.03,56.07,85.0,117.32,1.0,1336.0,1.0
50263,4676.57,39.82,36.07,56.13,85.0,117.32,1.0,1336.0,1.0
50264,4694.35,39.86,36.1,56.18,85.0,117.32,1.0,1336.0,1.0
50265,4712.13,39.9,36.14,56.24,85.0,117.32,1.0,1336.0,1.0
50266,4729.91,39.94,36.18,56.3,85.0,117.32,1.0,1336.0,1.0
50267,4747.69,39.98,36.21,56.35,85.0,117.32,1.0,1336.0,1.0
50268,4765.48,40.02,36.25,56.41,85.0,117.32,1.0,1336.0,1.0
50269,4783.26,40.06,36.28,56.46,85.0,117.32,1.0,1336.0,1.0
50270,4801.04,40.1,36.32,56.52,85.0,117.32,1.0,1336.0,1.0
50271,4818.82,40.14,36.36,56.58,85.0,117.32,1.0,1336.0,1.0
50272,4836.6,40.18,36.39,56.63,85.0,117.32,1.0,1336.0,1.0
50273,4854.39,40.22,36.43,56.69,85.0,117.32,1.0,1336.0,1.0
50274,4872.17,40.26,36.46,56.74,85.0,117.32,1.0,1336.0,1.0
50275,4889.95,40.3,36.5,56.8,85.0,117.32,1.0,1336.0,1.0
50276,4907.73,40.34,36.54,56.86,85.0,117.32,1.0,1336.0,1.0
50277,4925.51,40.38,36.57,56.91,85.0,117.32,1.0,1336.0,1.0
50278,4943.3,40.42,36.61,56.97,85.0,117.32,1.0,1336.0,1.0
50279,4961.08,40.46,36.64,57.02,85.0,117.32,1.0,1336.0,1.0
50280,4978.86,40.5,36.68,57.08,85.0,117.32,1.0,1336.0,1.0
50281,4996.64,40.54,36.72,57.14,85.0,117.32,1.0,1336.0,1.0
50282,5014.42,40.58,36.75,57.19,85.0,117.32,1.0,1336.0,1.0
50283,5032.21,40.62,36.79,57.25,85.0,117.32,1.0,1336.0,1.0
50284,5049.99,40.66,36.82,57.3,85.0,117.32,1.0,1336.0,1.0
50285,5067.77,40.7,36.86,57.36,85.0,117.32,1.0,1336.0,1.0
50286,5085.55,40.74,36.9,57.42,85.0,117.32,1.0,1336.0,1.0
50287,5103.33,40.78,36.93,57.47,85.0,117.32,1.0,1336.0,1.0
50288,5121.12,40.82,36.97,57.53,85.0,117.32,1.0,1336.0,1.0
50289,5138.9,40.86,37.0,57.58,85.0,117.32,1.0,1336.0,1.0
50290,5156.68,40.9,37.04,57.64,85.0,117.32,1.0,1336.0,1.0
50291,5174.46,40.94,37.08,57.7,85.0,117.32,1.0,1336.0,1.0
50292,5192.24,40.98,37.11,57.75,85.0,117.32,1.0,1336.0,1.0
50293,5210.03,41.02,37.15,57.81,85.0,117.32,1.0,1336.0,1.0
50294,5227.81,41.06,37.18,57.86,85.0,117.32,1.0,1336.0,1.0
50295,5245.59,41.1,37.22,57.92,85.0,117.32,1.0,1336.0,1.0
50296,5263.37,41.14,37.26,57.98,85.0,117.32,1.0,1336.0,1.0
50297,5281.15,41.18,37.29,58.03,85.0,117.32,1.0,1336.0,1.0
50298,5298.94,41.22,37.33,58.09,85.0,117.32,1.0,1336.0,1.0
50299,5316.72,41.26,37.36,58.14,85.0,117.32,1.0,1336.0,1.0
50300,5334.5,41.3,37.4,58.2,85.0,117.32,1.0,1336.0,1.0
60001,226.8,6.94,2.14,3.33,3.0,7.68,1.0,336.0,1.0
60002,246.33,7.14,2.57,4.0,4.0,7.99,1.0,343.0,1.0
60003,246.33,7.34,2.57,4.0,4.0,8.29,1.0,349.0,1.0
60004,246.33,7.41,2.57,4.0,5.0,8.6,1.0,356.0,1.0
60005,246.33,7.61,3.0,4.67,5.0,8.91,1.0,363.0,1.0
60006,260.82,7.68,3.0,4.67,5.0,9.22,1.0,370.0,1.0
60007,266.49,7.89,3.0,4.67,6.0,9.52,1.0,376.0,1.0
60008,266.49,7.97,3.43,5.33,6.0,9.83,1.0,383.0,1.0
60009,266.49,8.18,3.43,5.33,7.0,10.14,1.0,390.0,1.0
60010,281.29,8.25,3.43,5.33,7.0,10.44,1.0,396.0,1.0
60011,281.29,8.46,3.86,6.0,7.0,10.75,1.0,403.0,1.0
60012,281.29,8.68,3.86,6.0,8.0,11.06,1.0,410.0,1.0
60013,287.28,8.76,3.86,6.0,8.0,11.37,1.0,417.0,1.0
60014,302.4,8.98,3.86,6.0,8.0,11.67,1.0,423.0,1.0
60015,302.4,9.06,4.29,6.67,9.0,11.98,1.0,430.0,1.0
60016,302.4,9.28,4.29,6.67,9.0,12.29,1.0,437.0,1.0
60017,302.4,9.36,4.29,6.67,10.0,12.6,1.0,443.0,1.0
60018,324.14,9.59,4.71,7.33,10.0,12.9,1.0,450.0,1.0
60019,324.14,9.67,4.71,7.33,10.0,13.21,1.0,457.0,1.0
60020,324.14,9.9,4.71,7.33,11.0,13.52,1.0,464.0,1.0
60021,324.14,10.13,5.14,8.0,11.0,13.82,1.0,470.0,1.0
60022,339.57,10.22,5.14,8.0,12.0,14.13,1.0,477.0,1.0
60023,339.57,10.46,5.14,8.0,12.0,14.44,1.0,484.0,1.0
60024,346.5,10.54,5.14,8.0,12.0,14.75,1.0,490.0,1.0
60025,346.5,10.78,5.57,8.67,13.0,15.36,1.0,497.0,1.0
60026,362.25,10.87,5.57,8.67,13.0,15.67,1.0,504.0,1.0
60027,362.25,11.11,5.57,8.67,13.0,15.97,1.0,511.0,1.0
60028,362.25,11.2,6.0,9.33,14.0,16.28,1.0,517.0,1.0
60029,369.5,11.45,6.0,9.33,14.0,16.59,1.0,524.0,1.0
60030,385.56,11.7,6.0,9.33,15.0,16.9,1.0,531.0,1.0
60031,385.56,11.79,6.43,10.0,15.0,17.2,1.0,537.0,1.0
60032,385.56,12.05,6.43,10.0,15.0,17.51,1.0,544.0,1.0
60033,385.56,12.14,6.43,10.0,16.0,17.82,1.0,551.0,1.0
60034,385.56,12.39,6.43,10.0,16.0,18.12,1.0,558.0,1.0
60035,409.5,12.49,6.86,10.67,17.0,18.43,1.0,564.0,1.0
60036,409.5,12.75,6.86,10.67,17.0,18.74,1.0,571.0,1.0
60037,409.5,12.84,6.86,10.67,17.0,19.05,1.0,578.0,1.0
60038,409.5,13.11,7.29,11.33,18.0,19.35,1.0,584.0,1.0
60039,425.88,13.38,7.29,11.33,18.0,19.66,1.0,591.0,1.0
60040,434.07,13.47,7.29,11.33,18.0,19.97,1.0,598.0,1.0
60041,434.07,13.75,7.71,12.0,19.0,20.28,1.0,605.0,1.0
60042,434.07,13.84,7.71,12.0,19.0,20.58,1.0,611.0,1.0
60043,450.77,14.12,7.71,12.0,20.0,20.89,1.0,618.0,1.0
60044,450.77,14.22,8.14,12.67,20.0,21.2,1.0,625.0,1.0
60045,450.77,14.5,8.14,12.67,20.0,21.5,1.0,631.0,1.0
60046,459.27,14.6,8.14,12.67,21.0,21.81,1.0,638.0,1.0
60047,476.28,14.88,8.14,12.67,21.0,22.12,1.0,645.0,1.0
60048,476.28,15.17,8.57,13.33,22.0,22.43,1.0,652.0,1.0
60049,476.28,15.27,8.57,13.33,22.0,22.73,1.0,658.0,1.0
60050,476.28,15.56,8.57,13.33,22.0,23.04,1.0,665.0,1.0
60051,502.42,15.56,9.0,14.0,23.0,24.12,1.0,672.0,1.0
60052,502.42,15.75,9.0,14.0,23.0,25.19,1.0,678.0,1.0
60053,502.42,15.75,9.0,14.0,23.0,26.27,1.0,685.0,1.0
60054,502.42,15.94,9.43,14.67,24.0,27.34,1.0,692.0,1.0
60055,519.75,15.94,9.43,14.67,24.0,28.42,1.0,698.0,1.0
60056,519.75,16.13,9.43,14.67,25.0,29.49,1.0,705.0,1.0
60057,529.2,16.31,9.43,14.67,25.0,30.57,1.0,712.0,1.0
60058,529.2,16.31,9.86,15.33,25.0,31.64,1.0,719.0,1.0
60059,546.84,16.5,9.86,15.33,26.0,32.72,1.0,725.0,1.0
60060,546.84,16.5,9.86,15.33,26.0,33.79,1.0,732.0,1.0
60061,546.84,16.69,10.29,16.0,26.0,34.87,1.0,739.0,1.0
60062,556.61,16.69,10.29,16.0,27.0,35.94,1.0,745.0,1.0
60063,574.56,16.88,10.29,16.0,27.0,37.02,1.0,752.0,1.0
60064,574.56,16.88,10.71,16.67,28.0,38.09,1.0,759.0,1.0
60065,574.56,17.06,10.71,16.67,28.0,39.17,1.0,766.0,1.0
60066,574.56,17.25,10.71,16.67,28.0,40.24,1.0,772.0,1.0
60067,574.56,17.25,10.71,16.67,29.0,41.32,1.0,779.0,1.0
60068,602.91,17.44,11.14,17.33,29.0,42.39,1.0,786.0,1.0
60069,602.91,17.44,11.14,17.33,30.0,43.47,1.0,792.0,1.0
60070,602.91,17.63,11.14,17.33,30.0,44.54,1.0,799.0,1.0
60071,602.91,17.63,11.57,18.0,30.0,45.62,1.0,806.0,1.0
60072,621.18,17.81,11.57,18.0,31.0,46.69,1.0,813.0,1.0
60073,631.89,17.81,11.57,18.0,31.0,47.77,1.0,819.0,1.0
60074,631.89,18.0,12.0,18.67,31.0,48.84,1.0,826.0,1.0
60075,631.89,18.19,12.0,18.67,32.0,49.92,1.0,833.0,1.0
60076,650.47,18.19,12.0,18.67,32.0,51.0,1.0,839.0,1.0
60077,650.47,18.38,12.43,19.33,33.0,52.07,1.0,846.0,1.0
60078,650.47,18.38,12.43,19.33,33.0,53.15,1.0,853.0,1.0
60079,661.5,18.56,12.43,19.33,33.0,54.22,1.0,860.0,1.0
60080,680.4,18.56,12.43,19.33,34.0,55.3,1.0,866.0,1.0
60081,680.4,18.75,12.86,20.0,34.0,56.37,1.0,873.0,1.0
60082,680.4,18.75,12.86,20.0,35.0,57.45,1.0,880.0,1.0
60083,680.4,18.94,12.86,20.0,35.0,58.52,1.0,886.0,1.0
60084,710.95,19.12,13.29,20.67,35.0,59.6,1.0,893.0,1.0
60085,710.95,19.12,13.29,20.67,36.0,60.67,1.0,900.0,1.0
60086,710.95,19.31,13.29,20.67,36.0,61.75,1.0,907.0,1.0
60087,710.95,19.31,13.71,21.33,36.0,62.82,1.0,913.0,1.0
60088,730.17,19.5,13.71,21.33,37.0,63.9,1.0,920.0,1.0
60089,730.17,19.5,13.71,21.33,37.0,64.97,1.0,927.0,1.0
60090,742.14,19.69,13.71,21.33,38.0,66.05,1.0,933.0,1.0
60091,742.14,19.69,14.14,22.0,38.0,67.12,1.0,940.0,1.0
60092,761.67,19.88,14.14,22.0,38.0,68.2,1.0,947.0,1.0
60093,761.67,20.06,14.14,22.0,39.0,69.27,1.0,954.0,1.0
60094,761.67,20.06,14.57,22.67,39.0,70.35,1.0,960.0,1.0
60095,773.96,20.25,14.57,22.67,40.0,71.42,1.0,967.0,1.0
60096,773.96,20.25,14.57,22.67,40.0,72.5,1.0,974.0,1.0
60097,793.8,20.44,15.0,23.33,40.0,73.57,1.0,980.0,1.0
60098,793.8,20.44,15.0,23.33,41.0,74.65,1.0,987.0,1.0
60099,793.8,20.63,15.0,23.33,41.0,75.72,1.0,994.0,1.0
60100,793.8,20.63,15.0,23.33,41.0,76.8,1.0,1000.0,1.0
60101,817.62,20.84,15.12,23.52,41.0,77.52,1.0,1007.0,1.0
60102,841.43,21.05,15.24,23.71,42.0,78.25,1.0,1014.0,1.0
60103,865.25,21.26,15.36,23.9,42.0,78.98,1.0,1021.0,1.0
60104,889.06,21.46,15.48,24.08,43.0,79.73,1.0,1027.0,1.0
60105,912.88,21.67,15.6,24.27,43.0,80.47,1.0,1034.0,1.0
60106,936.69,21.88,15.72,24.46,43.0,81.23,1.0,1041.0,1.0
60107,960.51,22.09,15.84,24.65,44.0,81.99,1.0,1047.0,1.0
60108,984.32,22.3,15.96,24.84,44.0,82.76,1.0,1054.0,1.0
60109,1008.14,22.51,16.08,25.03,45.0,83.54,1.0,1061.0,1.0
60110,1031.95,22.72,16.2,25.22,45.0,84.33,1.0,1068.0,1.0
60111,1055.77,22.92,16.32,25.4,45.0,85.12,1.0,1074.0,1.0
60112,1079.58,23.13,16.44,25.59,46.0,85.92,1.0,1081.0,1.0
60113,1103.4,23.34,16.56,25.78,46.0,86.72,1.0,1088.0,1.0
60114,1127.21,23.55,16.68,25.97,47.0,87.54,1.0,1094.0,1.0
60115,1151.03,23.76,16.8,26.16,47.0,88.36,1.0,1101.0,1.0
60116,1174.84,23.97,16.92,26.35,47.0,89.19,1.0,1108.0,1.0
60117,1198.66,24.17,17.04,26.53,48.0,90.03,1.0,1115.0,1.0
60118,1222.47,24.38,17.16,26.72,48.0,90.87,1.0,1121.0,1.0
60119,1246.29,24.59,17.28,26.91,49.0,91.73,1.0,1128.0,1.0
60120,1270.1,24.8,17.4,27.1,49.0,92.59,1.0,1135.0,1.0
60121,1312.44,25.01,17.63,27.46,50.0,93.46,1.0,1141.0,1.0
60122,1354.77,25.21,17.87,27.82,50.0,94.33,1.0,1148.0,1.0
60123,1397.11,25.42,18.1,28.18,51.0,95.22,1.0,1155.0,1.0
60124,1439.45,25.63,18.33,28.54,51.0,96.11,1.0,1162.0,1.0
60125,1481.78,25.83,18.57,28.9,52.0,97.02,1.0,1168.0,1.0
60126,1524.12,26.04,18.8,29.26,52.0,97.93,1.0,1175.0,1.0
60127,1566.46,26.25,19.03,29.62,53.0,98.85,1.0,1182.0,1.0
60128,1608.79,26.45,19.27,29.98,53.0,99.77,1.0,1188.0,1.0
60129,1651.13,26.66,19.5,30.34,54.0,100.71,1.0,1195.0,1.0
60130,1693.47,26.87,19.73,30.7,54.0,101.66,1.0,1202.0,1.0
60131,1735.8,27.07,19.97,31.06,55.0,102.61,1.0,1209.0,1.0
60132,1778.14,27.28,20.2,31.42,55.0,103.57,1.0,1215.0,1.0
60133,1820.48,27.49,20.43,31.78,56.0,104.55,1.0,1222.0,1.0
60134,1862.81,27.69,20.67,32.14,56.0,105.53,1.0,1229.0,1.0
60135,1905.15,27.9,20.9,32.5,57.0,106.52,1.0,1235.0,1.0
60136,1947.49,28.11,21.13,32.86,57.0,107.52,1.0,1242.0,1.0
60137,1989.82,28.31,21.37,33.22,58.0,108.53,1.0,1249.0,1.0
60138,2032.16,28.52,21.6,33.58,58.0,109.55,1.0,1256.0,1.0
60139,2074.5,28.73,21.83,33.94,59.0,110.57,1.0,1262.0,1.0
60140,2116.83,28.93,22.07,34.3,59.0,111.61,1.0,1269.0,1.0
60141,2159.17,29.14,22.3,34.66,60.0,112.17,1.0,1276.0,1.0
60142,2201.51,29.35,22.53,35.02,60.0,112.73,1.0,1282.0,1.0
60143,2243.84,29.55,22.77,35.38,61.0,113.29,1.0,1289.0,1.0
60144,2286.18,29.76,23.0,35.74,61.0,113.86,1.0,1296.0,1.0
60145,2328.52,29.97,23.23,36.1,62.0,114.43,1.0,1303.0,1.0
60146,2370.85,30.17,23.47,36.46,62.0,115.0,1.0,1309.0,1.0
60147,2413.19,30.38,23.7,36.82,63.0,115.58,1.0,1316.0,1.0
60148,2455.53,30.59,23.93,37.18,63.0,116.16,1.0,1323.0,1.0
60149,2497.86,30.79,24.17,37.54,64.0,116.74,1.0,1329.0,1.0
60150,2540.2,31.0,24.4,37.9,64.0,117.32,1.0,1336.0,1.0
60151,2555.44,31.06,24.47,38.01,64.0,117.32,1.0,1336.0,1.0
60152,2570.68,31.12,24.55,38.13,65.0,117.32,1.0,1336.0,1.0
60153,2585.93,31.19,24.62,38.24,65.0,117.32,1.0,1336.0,1.0
60154,2601.17,31.25,24.7,38.36,65.0,117.32,1.0,1336.0,1.0
60155,2616.41,31.31,24.77,38.47,65.0,117.32,1.0,1336.0,1.0
60156,2631.65,31.37,24.84,38.58,66.0,117.32,1.0,1336.0,1.0
60157,2646.89,31.43,24.92,38.7,66.0,117.32,1.0,1336.0,1.0
60158,2662.14,31.5,24.99,38.81,66.0,117.32,1.0,1336.0,1.0
60159,2677.38,31.56,25.07,38.93,66.0,117.32,1.0,1336.0,1.0
60160,2692.62,31.62,25.14,39.04,67.0,117.32,1.0,1336.0,1.0
60161,2707.86,31.68,25.21,39.15,67.0,117.32,1.0,1336.0,1.0
60162,2723.1,31.74,25.29,39.27,67.0,117.32,1.0,1336.0,1.0
60163,2738.35,31.81,25.36,39.38,67.0,117.32,1.0,1336.0,1.0
60164,2753.59,31.87,25.44,39.5,68.0,117.32,1.0,1336.0,1.0
60165,2768.83,31.93,25.51,39.61,68.0,117.32,1.0,1336.0,1.0
60166,2784.07,31.99,25.58,39.72,68.0,117.32,1.0,1336.0,1.0
60167,2799.31,32.05,25.66,39.84,68.0,117.32,1.0,1336.0,1.0
60168,2814.56,32.12,25.73,39.95,69.0,117.32,1.0,1336.0,1.0
60169,2829.8,32.18,25.81,40.07,69.0,117.32,1.0,1336.0,1.0
60170,2845.04,32.24,25.88,40.18,69.0,117.32,1.0,1336.0,1.0
60171,2860.28,32.3,25.95,40.29,69.0,117.32,1.0,1336.0,1.0
60172,2875.52,32.36,26.03,40.41,70.0,117.32,1.0,1336.0,1.0
60173,2890.77,32.43,26.1,40.52,70.0,117.32,1.0,1336.0,1.0
60174,2906.01,32.49,26.18,40.64,70.0,117.32,1.0,1336.0,1.0
60175,2921.25,32.55,26.25,40.75,71.0,117.32,1.0,1336.0,1.0
60176,2936.49,32.61,26.32,40.86,71.0,117.32,1.0,1336.0,1.0
60177,2951.73,32.67,26.4,40.98,71.0,117.32,1.0,1336.0,1.0
60178,2966.98,32.74,26.47,41.09,71.0,117.32,1.0,1336.0,1.0
60179,2982.22,32.8,26.55,41.21,72.0,117.32,1.0,1336.0,1.0
60180,2997.46,32.86,26.62,41.32,72.0,117.32,1.0,1336.0,1.0
60181,3012.7,32.92,26.69,41.43,72.0,117.32,1.0,1336.0,1.0
60182,3027.94,32.98,26.77,41.55,72.0,117.32,1.0,1336.0,1.0
60183,3043.19,33.05,26.84,41.66,73.0,117.32,1.0,1336.0,1.0
60184,3058.43,33.11,26.92,41.78,73.0,117.32,1.0,1336.0,1.0
60185,3073.67,33.17,26.99,41.89,73.0,117.32,1.0,1336.0,1.0
60186,3088.91,33.23,27.06,42.0,73.0,117.32,1.0,1336.0,1.0
60187,3104.15,33.29,27.14,42.12,74.0,117.32,1.0,1336.0,1.0
60188,3119.4,33.36,27.21,42.23,74.0,117.32,1.0,1336.0,1.0
60189,3134.64,33.42,27.29,42.35,74.0,117.32,1.0,1336.0,1.0
60190,3149.88,33.48,27.36,42.46,74.0,117.32,1.0,1336.0,1.0
60191,3165.12,33.54,27.43,42.57,75.0,117.32,1.0,1336.0,1.0
60192,3180.36,33.6,27.51,42.69,75.0,117.32,1.0,1336.0,1.0
60193,3195.61,33.67,27.58,42.8,75.0,117.32,1.0,1336.0,1.0
60194,3210.85,33.73,27.66,42.92,75.0,117.32,1.0,1336.0,1.0
60195,3226.09,33.79,27.73,43.03,76.0,117.32,1.0,1336.0,1.0
60196,3241.33,33.85,27.8,43.14,76.0,117.32,1.0,1336.0,1.0
60197,3256.57,33.91,27.88,43.26,76.0,117.32,1.0,1336.0,1.0
60198,3271.82,33.98,27.95,43.37,76.0,117.32,1.0,1336.0,1.0
60199,3287.06,34.04,28.03,43.49,77.0,117.32,1.0,1336.0,1.0
60200,3302.3,34.1,28.1,43.6,77.0,117.32,1.0,1336.0,1.0
60201,3315.51,34.13,28.13,43.64,77.0,117.32,1.0,1336.0,1.0
60202,3328.72,34.17,28.16,43.69,77.0,117.32,1.0,1336.0,1.0
