id,name,description,rank,category,type,pow,hit,dodge,speed,rate,critical_harm_rate,critical_percent,armor_piercing,armor,shield,damage_amplify,damage_reduction,night_view_percent,bullet_number_up,skill_effect_per,skill_effect,slow_down_percent,slow_down_rate,slow_down_time,dot_percent,dot_damage,dot_time,retire_mp,retire_ammo,retire_mre,retire_part,code,develop_duration,company,skill_level_up,fit_guns,equip_introduction,powerup_mp,powerup_ammo,powerup_mre,powerup_part,exclusive_rate,bonus_type,skill,passive_skill,max_level,auto_select_id,equip_group_id,is_addition,is_show,obtain_ids
188,天外陨石,暴击概率+<critical_percent><%>//n伤害+<pow> 命中+<hit>$库拉耶丝专用,5,1,18,"3,5","1,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_陨石_库拉耶丝,2700,IOP,0,1026,无论施加多少血火磨难，都不能使这颗真心磨灭。,0.45,0.15,0.3,0.15,3.0,"critical_percent:1000,hit:700,pow:1000",0,900717,10,18055,0,1,1,3057
189,计时腕表,暴击概率+<critical_percent><%>//n伤害+<pow> 命中+<hit>$库拉耶丝专用,5,1,18,"3,5","1,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_手表_库拉耶丝,2700,IOP,0,1026,按部就班地生活也是一种平稳的幸福。,0.45,0.15,0.3,0.15,3.0,"critical_percent:1000,hit:700,pow:1000",0,900718,10,18056,0,1,1,3057
190,G-box,伤害+<pow> 命中+<hit>//n暴击伤害+<critical_harm_rate><%>$G11专用,5,3,20,"10,10","3,5",,,,"10,10",,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_Gbox_G11,3120,404后勤部,0,"122,20122",由IOP专为g11开发的神秘工具箱，据说设计之初只是一个便携人形能源备用机。最终版本的Gbox还能储存g11的日用品，彻底成为了她的移动生活终端。同时据g11所说此箱子对她有着相当之高的战术价值。,0.3,0.25,0.12,0.38,3.0,"pow:1000,hit:1000,critical_harm_rate:1500",0,0,10,20026,0,0,1,3016
191,ACS-L,暴击概率+<critical_percent><%>//n伤害+<pow>$S-SASS专用,5,1,18,"3,5",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_枪托_Super SASS,2700,MGP,0,"124,20124",MGP设计的聚合物后托，后部设有小型储物仓可以放置工具。宽大的托腮增加了使用者的舒适度。,0.45,0.15,0.3,0.15,3.0,"critical_percent:1000,pow:1000",0,0,10,18057,0,0,1,3016
192,爱宠挂饰,伤害<pow>//n回避+<dodge>$RO635专用,5,3,20,"-8,-6",,"20,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_RO635,3120,IOP,0,"143,20143",专为RO635设计的多功能挂饰，集解压、警报、承重等多项功能为一体。据说在设计过程中，某位人形曾强行闯入现场，胁迫设计师采用自己的形象进行设计。,0.3,0.25,0.12,0.38,3.0,dodge:800,0,0,10,20027,0,0,1,3016
193,战术机动盾,护甲+<armor> 回避+<dodge>//n$97式霰专用,5,3,20,,,"1,2",,,,,,"6,8",,,,,,0,0,0,0,0,0,0,0,2,2,3,3,人形装备_插板_97霰,3060,IOP,0,"161,20161",IOP为97霰设计的高机动防弹盾牌，简练的结构和朴素的外表使其可靠性相当之高。,0.23,0.23,0.33,0.38,3.0,armor:400,0,0,10,20028,0,0,1,3016
194,战术导轨,暴击概率+<critical_percent><%>//n回避+<dodge>$谢尔久科夫专用,5,1,18,,,"8,11",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_谢尔久科夫,2820,IOP,0,113,专为谢尔久科夫手枪设计的战术导轨，使得手枪能更换外部配件以应对不同的环境。,0.55,0.23,0.23,0.23,3.0,"dodge:1000,critical_percent:350",0,0,10,18058,0,0,1,3003
195,.357被甲空尖弹,伤害+<pow> 穿甲<armor_piercing>//n$阿斯特拉左轮专用,5,2,19,"8,10",,,,,,,"-10,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_子弹_阿斯特拉,3600,ILM,0,14,180gr装药的.357口径被甲空尖弹，铜制被甲能够防止枪管挂铅 ，同时还能起到扩大空腔的作用。,0.48,0.48,0.08,0.25,3.0,pow:1000,0,0,10,19020,0,0,1,3003
196,战术折叠后托,伤害+<pow>//n回避+<dodge>$幽灵M4专用,5,1,18,"1,2",,"7,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_幽灵,2820,IOP,0,92,专为幽灵M4设计的折叠后托，让枪械使用起来更加得心应手了。,0.55,0.23,0.23,0.23,3.0,"dodge:1000,pow:1000",0,0,10,18059,0,0,1,3003
197,MK31多功能骨骼,伤害<pow>//n回避+<dodge>$索米专用,5,3,20,"-6,-6",,"25,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_索米,3120,IOP,0,"115,20115",IOP专为索米设计的高性能腿用外骨骼，外部附加了一个小型机械臂可供使用者进行操作。是集操作性和机动性为一体的最新锐外骨骼。,0.3,0.25,0.12,0.38,3.0,dodge:900,0,0,10,20029,0,0,1,3031
198,木制握把片,暴击概率+<critical_percent><%>//n回避+<dodge>$NZ75专用,5,1,18,,,"7,10",,,,"16,20",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_枪托_NZ75,2820,IOP,0,126,专为NZ75设计的木制握把片，大大地提升了握持手感。,0.55,0.23,0.23,0.23,3.0,"dodge:1000,critical_percent:500",0,0,10,18060,0,0,1,3058
199,Osprey45消音,暴击概率+<critical_percent><%>//n回避+<dodge>$特工维克托专用,5,1,18,,,"8,8",,,,"15,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音器_特工Vector,2820,SC,0,1028,在SHD大规模装备的消音器，主要使用在维克托.45ACP上，出色的性能和干练的外观让其颇受欢迎。,0.55,0.23,0.23,0.23,1.0,"dodge:300,critical_percent:350",0,900992,10,18061,1,1,1,3059
200,.45空尖弹（燃烧）,伤害+<pow> 穿甲<armor_piercing>//n$特工维克托专用,5,2,19,"10,10",,,,,,,"-7,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_状态弹_空尖弹_特工Vector,3180,SHD,0,1028,在普通的空尖弹上改装而成，概率性将敌人点燃从而增加了整体输出。,0.48,0.48,0.08,0.25,1.0,pow:500,0,900993,10,19021,1,1,1,3060
201,"go bag ""V""",回避+<dodge> 伤害<pow>//n$特工维克托专用,5,3,20,"-6,-6",,"25,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_特工Vector,3120,SHD,0,1028,专为特工维克托设计的go bag，小巧的收纳包兼顾了功能性同时也不会拖慢维克托的行动节奏。,0.3,0.23,0.15,0.38,1.0,dodge:400,0,900994,10,20030,1,1,1,3032
202,Acog-(4X),暴击概率+<critical_percent><%>//n$特工416专用,5,1,18,,,,,,,"24,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_特工416,3600,TC,0,1029,根据SHD需求特别改装的光学倍镜，安装在步枪上有效增加了在中远距离作战时的效率。,0.45,0.15,0.3,0.15,1.0,critical_percent:1000,0,901014,10,18062,2,1,1,3059
203,556高速弹（爆破）,伤害+<pow>//n$特工416专用,5,2,19,"12,12",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,3,2,弹匣_高速弹_特工416,3480,SHD,0,1029,在普通的5.56mm高速弹上改装而成，命中敌人时会产生爆炸从而提升输出，据说同时还有吸引目标注意力的功能。,0.15,0.6,0.38,0.23,1.0,pow:700,0,901015,10,19022,2,1,1,3060
204,416's go bag,回避+<dodge>//n$特工416专用,5,3,20,,,"12,12",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_X_特工416,3120,SHD,0,1029,在基础的SHD go bag上根据特工416个人需求专属定制的背包。,0.3,0.25,0.12,0.38,1.0,dodge:700,0,901016,10,20031,2,1,1,3033
205,加利尔专用护木,伤害+<pow> 命中+<hit>//n回避<dodge>$加利尔专用,5,3,20,"10,10","3,5","-10,-5",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_护木_加利尔,3120,MI,0,"71,20071",专为加利尔步枪设计的模块化护木，全新的mlok系统带来了更多的可能性。,0.3,0.25,0.12,0.38,3.0,"pow:500,hit:1000",0,0,10,20032,0,0,1,3016
206,12ga飞镖弹,伤害+<pow> 命中+<hit>//n$M1897专用,5,2,19,"8,12","4,6",,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,弹匣_霰弹_鹿弹_M1897,3600,IOP,0,"152,20152",过去战争中使用的特殊飞镖弹，每发弹药中装有20个小型飞镖，据说主要用来处理叶林中的敌人。,0.08,0.53,0.08,0.45,3.0,"pow:500,hit:1000",0,0,10,19023,0,0,1,3016
207,pt-3后托,伤害+<pow>//n回避+<dodge>$PP-19专用,5,1,18,"1,2",,"7,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_PP19,2820,ZNT,0,"136,20136",大名鼎鼎的ZNT设计的后托，从设计和做工都透露出了浓厚的俄味。,0.55,0.23,0.23,0.23,3.0,"dodge:1000,pow:1000",0,902133,10,18063,0,0,1,3016
208,SPP,暴击概率+<critical_percent><%>//n暴击伤害+<critical_harm_rate><%>$Ots-44专用,5,1,18,,,,,,"3,5","17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光瞄_Ots-44,2700,IOP,0,145,原本是为NSV-12.7设计的3倍可变焦瞄准镜，稍加调整后成为了OTs-44的专属瞄具。,0.45,0.15,0.3,0.15,3.0,"critical_percent:1000,critical_harm_rate:1000",0,0,10,18064,0,0,1,3003
209,三棱刺,暴击概率+<critical_percent><%>//n伤害+<pow>$63式专用,5,1,18,"3,4",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_63式,2820,IOP,0,133,在过去的战争中活跃的特殊刺刀，如今被IOP加工后拥有了更强的杀伤力和穿透性。,0.55,0.23,0.23,0.23,3.0,"critical_percent:1000,pow:1000",0,0,10,18065,0,0,1,3003
210,SCW后托,暴击概率+<critical_percent><%>//n回避+<dodge>$SCW专用,5,1,18,,,"6,8",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_SCW,2820,CT,0,169,既可将托垫部分收起又可以将整体折叠至侧面，将SCW的超紧凑概念发挥到极致的独特后托。,0.55,0.23,0.23,0.23,3.0,"dodge:900,critical_percent:1000",0,0,10,18066,0,0,1,3003
211,有坂穿甲弹,伤害+<pow> 穿甲+<armor_piercing>//n强化被动技能$四式专用,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_四式,3300,IOP,0,270,7.7毫米口径的有坂子弹，弹头上用不同颜色的环来代表不同的弹种，其中黑色是为了应对装甲目标设计的穿甲弹。,0.08,0.5,0.3,0.3,3.0,"armor_piercing:500,pow:1000",0,902239,10,19024,0,0,1,3004
212,特制曳光弹,伤害+<pow> 穿甲+<armor_piercing>//n$56式半专用,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_56式半,3300,IOP,0,"49,20049",为56式半设计的曳光弹，在标识敌方目标的同时还能起到点燃的效果，可以说是一举两得。,0.08,0.5,0.3,0.3,3.0,"armor_piercing:500,pow:1000",0,0,10,19025,0,0,1,3016
213,特种行动包,回避+<dodge> 护甲+<armor>//n强化被动技能$维尔德专用,5,3,20,,,"12,15",,,,,,"3,5",,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_行动包_维尔德,3120,IOP,0,"114,20114",专为维尔德设计的多功能战斗包具，表面上看是一般的公文包，实质上内部收纳了大量火力和一块机动盾牌以备不时之需。,0.3,0.25,0.12,0.38,3.0,dodge:700,902257,902256,10,20033,0,0,1,3016
214,生存专家,回避+<dodge> 伤害+<pow>//n$F1专用,5,3,20,"3,5",,"20,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_求生刀_F1,3600,IOP,0,"20178,178",专为在F1制作的砍刀，在丛林环境下作战的必需品。,0.3,0.25,0.12,0.38,3.0,"dodge:450,pow:1000",0,0,10,20034,0,0,1,3016
215,特制穿甲燃烧弹,伤害+<pow> 穿甲+<armor_piercing>//n$80式专用,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_80式,3300,IOP,0,"199,20199",为应对装甲目标而设计的穿甲燃烧弹，80式大量使用的特殊弹种。,0.08,0.5,0.3,0.3,3.0,"armor_piercing:500,pow:1000",0,0,10,19026,0,0,1,3016
216,20G特制独头弹,目标-2 暴击概率+<critical_percent><%>//n伤害+<pow> 技能增强$防卫者专用,5,2,19,"6,8",,,,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,1,3,1,4,弹匣_独头弹_防卫者,3240,IOP,0,302,为20G口径制作的特殊独头弹，配合防卫者的8管连射可以对敌方造成毁灭性的打击。,0.08,0.39,0.08,0.48,3.0,"critical_percent:1000,pow:900",0,115807,10,19027,0,0,1,3005
217,SB 2.5-10x56,暴击概率+<critical_percent><%>//n伤害+<pow>$WA2000专用,5,1,18,"3,3",,,,,,"25,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光瞄_WA2000,3600,SB,0,48,由SB生产的高倍镜，是WA2000最常使用且最喜爱的专用倍镜。,0.45,0.15,0.3,0.15,3.0,"pow:700,critical_percent:1000",0,0,10,18067,0,0,1,3034
218,高性能迷彩骨骼,回避+<dodge>//n技能增强$64式专用,5,3,20,,,"16,20",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_64式,3120,IOP,0,"94,20094",为64式量身定做的特制外骨骼，大幅提升了运动性能的同时还附带了迷彩装甲，是一套专注于实用性的外骨骼。,0.3,0.25,0.12,0.38,3.0,dodge:500,0,902391,10,20035,0,0,1,3006
219,试验弯曲枪管,伤害+<pow>//n回避+<dodge>$PPSh-41专用,5,1,18,"1,2",,"7,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_ppsh41,2820,IOP,0,"21,20021",据说是过去战争中的试验品，蓝图被发现后由IOP重新制作，虽然可靠性和实用性都成问题，但是能够躲在掩体后面进行射击的概念似乎一直有着很大的市场。,0.55,0.23,0.23,0.23,3.0,"dodge:1000,pow:1000",0,0,10,18068,0,0,1,3003
220,专用钢制后托,命中+<hit> 暴击概率+<critical_percent><%>//n暴击伤害+<critical_harm_rate><%>$M1919A4专用,5,1,18,,"14,16",,,,"3,5","15,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_1919,2820,IOP,0,80,古老的钢制后托，坚固耐用，表面遍布的刮痕诉说着它经历过的数不清的战场。,0.55,0.23,0.23,0.23,3.0,"hit:1000,critical_harm_rate:1000,critical_percent:1000",0,0,10,18069,0,0,1,3003
221,磁轨加速弹,穿甲+<armor_piercing>//n伤害+<pow>$汉阳造88式专用,5,2,19,"2,3",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹闸_子弹_汉阳造,3300,16Lab,0,"95,20095",16Lab专为88式的加速线圈开发的新式特殊弹药，大大提升了子弹的初速。,0.08,0.5,0.3,0.3,3.0,"armor_piercing:500,pow:700",0,0,10,19028,0,0,1,3003
222,RMR红点,命中+<hit>//n暴击概率+<critical_percent><%>$HG//cMG专用,3,1,16,,"3,5",,,,,"5,8",,,,,,,,0,0,0,0,0,0,0,0,3,0,0,0,配件_备用瞄具_N,2040,TJC,0,,著名的配件生产商TJC设计的红点瞄具，兼顾极高的可靠性和实用性，手枪和机枪均可装备。,0.45,0.15,0.3,0.15,1.0,"hit:600,critical_percent:900",0,0,10,16001,0,0,1,"3001,3002,3028"
223,RMR T2红点,命中+<hit>//n暴击概率+<critical_percent><%>$HG//cMG专用,4,1,16,,"6,9",,,,,"9,12",,,,,,,,0,0,0,0,0,0,0,0,3,1,1,1,配件_备用瞄具_N,2940,TJC,0,,著名的配件生产商TJC设计的红点瞄具，在基础款RMR上改进了断电问题以及改进电路逻辑，手枪和机枪均可装备。,0.45,0.15,0.3,0.15,1.0,"hit:700,critical_percent:700",0,0,10,16001,0,0,1,"3001,3002,3028"
224,RMR T4红点,命中+<hit>//n暴击概率+<critical_percent><%>$HG//cMG专用,5,1,16,,"10,12",,,,,"13,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_备用瞄具_N,3540,TJC,0,,在RMR红点基础上增加了于战术少女的适配性，能够通过内置微型电脑和战术少女共享目标信息，手枪和机枪均可装备。,0.45,0.15,0.3,0.15,1.0,"hit:700,critical_percent:1000",0,0,10,16001,0,0,1,"3001,3002,3028"
225,信号弹,射速<rate>//n梯队命中+10%$HG//cSMG专用,5,2,6,,,,,"-5,-1",,,,,,,,,,0,150,0,0,0,0,0,0,4,4,0,2,弹匣_信号弹_N,3420,IOP,0,,一款击发原理简单且可靠的信号枪，搭配上12号口径的信号弹，让人形在战场上的信息沟通更加高效，手枪和冲锋枪均可装备。,0.48,0.48,0.08,0.45,1.0,,0,300903,0,6004,0,0,1,"3001,3002,3028"
226,M33狙击弹,伤害+<pow> 穿甲+<armor_piercing>$RF//cMG专用,4,2,5,"1,3",,,,,,,"50,60",,,,,,,0,0,0,0,0,0,0,0,0,3,1,2,弹匣_狙击弹_N,2400,IOP,0,,牺牲了一定的弹头穿透能力以换取长距离上更加稳定的弹道，专为长距离精准射击准备的子弹，狙击枪和机枪均可装备。,0.08,0.5,0.3,0.3,1.0,"pow:700,armor_piercing:500",0,0,10,5003,0,0,1,"3001,3002,3028"
227,M1022狙击弹,伤害+<pow> 穿甲+<armor_piercing>$RF//cMG专用,5,2,5,"6,8",,,,,,,"70,80",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_狙击弹_N,3000,IOP,0,,一种全新的长距离狙击弹，在普通的狙击弹上进一步强化了弹道的稳定性，狙击枪和机枪均可装备。,0.08,0.5,0.3,0.3,1.0,"pow:300,armor_piercing:500",0,0,10,5003,0,0,1,"3001,3002,3028"
228,Mk900SLAP,射速<rate> 穿甲+<armor_piercing>$MG专用,4,2,17,,,,,"-5,-5",,,"190,200",,,,,,,0,0,0,0,0,0,0,0,0,4,0,0,弹匣_脱壳穿甲弹_N,2880,IOP,0,,为了最大限度提升子弹穿甲效果所设计的小型脱壳穿甲弹，机枪可装备。,0.08,0.5,0.08,0.08,1.0,armor_piercing:1000,0,0,10,17001,0,0,1,"3001,3002,3028"
229,Mk1000SLAP,射速<rate> 穿甲+<armor_piercing>$MG专用,5,2,17,,,,,"-5,-5",,,"240,250",,,,,,,0,0,0,0,0,0,0,0,1,5,1,1,弹匣_脱壳穿甲弹_N,3480,IOP,0,,由IOP开发的全新小型脱壳穿甲弹，大幅度强化了穿甲效果，机枪可装备。,0.08,0.5,0.08,0.08,1.0,armor_piercing:1000,0,0,10,17001,0,0,1,"3001,3002,3028"
230,#6鸟弹,目标+2 射速+<rate>//n暴击伤害<critical_harm_rate><%>$SG专用,4,2,7,,,,,"3,4","-30,-15",,,,,,,,,0,0,0,0,0,0,0,0,1,3,1,2,弹匣_霰弹_鸟弹_N,2700,IOP,0,,一种传统的狩猎用霰弹，专为小型目标设计，内部装有大量的小型弹丸以提升杀伤覆盖面，弹丸经过IOP重新设计提升了杀伤能力，霰弹枪可装备。,0.08,0.39,0.08,0.48,1.0,rate:500,300908,300907,10,7003,0,0,1,"3001,3002,3028"
231,#7.5鸟弹,目标+2 射速+<rate>//n暴击伤害<critical_harm_rate><%>$SG专用,5,2,7,,,,,"6,8","-20,-10",,,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,弹匣_霰弹_鸟弹_N,3300,IOP,0,,7.5号鸟弹相比起6号鸟弹装载的弹丸体积更小，提升了弹丸的装载量因此拥有更广的杀伤覆盖面，霰弹枪可装备。,0.08,0.39,0.08,0.48,1.0,rate:500,300908,300907,10,7003,0,0,1,"3001,3002,3028"
232,试制运算芯片,伤害+<pow> 射速+<rate>//n暴击伤害<critical_harm_rate><%>$SMG//cAR专用,3,3,9,"1,3",,,,"3,5","-50,-50",,,,,,,,,0,0,0,0,0,0,0,0,2,1,0,0,人形装备_运算芯片_N,1560,IOP,0,,一种由IOP设计的新型运算芯片，能够小幅度提升人形的战斗能力，冲锋枪和突击步枪均可装备。,0.3,0.23,0.15,0.38,1.0,"pow:700,rate:600",0,0,10,9001,0,0,1,"3001,3002,3028"
233,#1运算芯片,伤害+<pow> 射速+<rate>//n暴击伤害<critical_harm_rate><%>$SMG//cAR专用,4,3,9,"4,6",,,,"8,10","-50,-50",,,,,,,,,0,0,0,0,0,0,0,0,3,2,0,1,人形装备_运算芯片_N,2460,IOP,0,,由IOP设计改进的运算芯片，相比起试制版的芯片对人形能力的提升效果更加明显，冲锋枪和突击步枪均可装备。,0.3,0.23,0.15,0.38,1.0,"pow:700,rate:600",0,0,10,9001,0,0,1,"3001,3002,3028"
234,#2运算芯片,伤害+<pow> 射速+<rate>//n暴击伤害<critical_harm_rate><%>$SMG//cAR专用,5,3,9,"8,10",,,,"12,16","-50,-50",,,,,,,,,0,0,0,0,0,0,0,0,4,3,0,2,人形装备_运算芯片_N,3060,IOP,0,,IOP最新开发的第二代运算芯片，在第一代运算芯片之上提升了与人形的兼容性，冲锋枪和突击步枪均可装备。,0.3,0.23,0.15,0.38,1.0,"pow:500,rate:600",0,0,10,9001,0,0,1,"3001,3002,3028"
235,霰弹用闪光弹,命中+<hit>//n受到的伤害-3$SG专用,5,2,7,,"8,12",,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,弹匣_霰弹_闪光弹_N,3420,IOP,0,,一种可以发射闪光弹的弹壳，虽然没有什么杀伤力，但是能降低敌方的能力使得我方人形受到的伤害降低和提升命中率，霰弹枪可装备。,0.08,0.39,0.08,0.48,1.0,hit:700,0,300902,10,7004,0,0,1,"3001,3002,3028"
236,汤姆森外骨骼,伤害<pow>//n回避+<dodge>$汤姆森专用,5,3,20,"-8,-8",,"20,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_THOMPSON,3120,AO,0,16,配备弹鼓的汤姆森轻机枪有多沉？大概是2把M4捆在一起的重量，不管从哪个角度都不是很“轻机枪”，专用的外骨骼可以有效提升其在战场上的灵活性。,0.3,0.25,0.12,0.38,3.0,dodge:600,116202,116201,10,20036,0,0,1,3007
237,MkV运动骨骼,回避+<dodge>//n移速+<speed>技能增强$灰熊MkⅤ专用,5,3,20,,,"10,20","3,3",,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_灰熊MkV,3120,IOP,0,96,按照灰熊MkV要求开发的新型运动骨骼，外表虽然复古，但是性能十分惊人，是灰熊的爱用品。,0.3,0.25,0.12,0.38,3.0,dodge:500,0,100507,10,20037,0,0,1,3008
238,9x18mm FTX,伤害+<pow>//n梯队命中+10%$马卡洛夫专用,5,2,19,"5,8",,,,,,,,,,,,,,0,150,0,0,0,0,0,0,4,4,0,2,弹匣_子弹_马卡洛夫,3600,HND,0,"8,20008",新型的9x18mm马卡洛夫空尖弹，顶头的红盖能使杀伤破片更加稳定，有效提升了杀伤可靠性，马卡洛夫的爱用子弹。,0.48,0.48,0.08,0.25,3.0,pow:1000,0,300903,10,19029,0,0,1,3016
239,Mk4 SLAP,穿甲+<armor_piercing>//n伤害<pow>技能增加$MG4专用,5,2,19,"-5,-1",,,,,,,"300,300",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_MG4,3300,HST,0,"125,20125",由IOP专为MG4开发的5.56mm口径脱壳穿甲弹，因为做工精细使得单发的造价十分昂贵。,0.08,0.5,0.3,0.3,3.0,armor_piercing:1000,0,803906,10,19030,0,0,1,3016
240,翼型机械盾,护甲+<armor> 移速+<speed>//n$RMB-93专用,5,3,20,,,,"3,3",,,,,"6,8",,,,,,0,0,0,0,0,0,0,0,2,2,3,3,人形装备_插板_RMB93,3060,IOP,0,"159,20159",外形虽然是飞翼造型，但是似乎并没有飞行能力的机械盾，RMB93的专用盾牌。,0.23,0.23,0.33,0.33,3.0,armor:500,0,0,10,20038,0,0,1,3016
241,M118LR,穿甲+<armor_piercing>//n伤害+<pow>命中+<hit>$xm3专用,5,2,19,"2,4","5,5",,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_XM3,3300,IOP,0,"200,20200",XM3爱用的军用狙击弹，在长距离作战上有着惊异的准确度和优秀的杀伤力。,0.08,0.5,0.3,0.3,3.0,"armor_piercing:500,pow:500",0,0,10,19031,0,0,1,3016
242,7N14,穿甲+<armor_piercing>//n伤害+<pow>技能增加$SVD专用,5,2,19,"1,2",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_SVD,3300,IOP,0,43,为德拉古诺夫狙击系统开发的7.62mm口径穿甲弹，增加了对装甲单位的杀伤力。,0.08,0.5,0.3,0.3,3.0,"armor_piercing:500,pow:1000",756005,756004,10,19032,0,0,1,3009
243,专用光学倍镜,伤害+<pow>//n暴击概率+<critical_percent><%>$F2000专用,5,1,18,"2,4",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄具_F2000,3600,FNH,0,107,专为F2000开发的1.6倍光学镜，分划亦可在低光环境下使用，虽然实用性存在不少问题，但是因为外形成了F2000的爱用品。,0.45,0.15,0.3,0.15,3.0,"pow:1000,critical_percent:1000",0,0,10,18070,0,0,1,3003
244,专用战术电筒,伤害+<pow> 命中+<hit>//n回避+<dodge>$PP-2000专用,5,1,18,"4,6","6,10","6,8",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_全息瞄具_PP2000,3600,IOP,0,24,专为PP-2000设计的战术手电，可装于前握把下方，结构简单可靠。,0.45,0.15,0.3,0.15,3.0,"pow:400,hit:400,dodge:500",0,0,10,18071,0,0,1,3003
245,ZEVT扳机组,命中+<hit> 回避+<dodge>//n暴击概率+<critical_percent><%>$格洛克17专用,5,1,18,,"10,12","6,8",,,,"13,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_备用瞄具_Glock17,3540,ZEVT,0,15,ZEVT为格洛克系列设计的扳机组，经过调整后大幅度提升了扳机手感。,0.45,0.15,0.3,0.15,3.0,"hit:700,dodge:500,critical_percent:1000",0,0,10,18072,0,0,1,3003
246,RBL型握把,暴击概率+<critical_percent><%>//n回避+<dodge>技能增加$杰里科专用,5,1,18,,,"7,10",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_枪托_杰里科,2820,IWI,0,248,为紧凑型杰里科（RBL型）准备的聚合物握把，降低了整枪的重量使其更加便于携带了。需要配合RBL型的上身使用。,0.55,0.23,0.23,0.23,3.0,"dodge:1500,critical_percent:350",0,756060,10,18073,0,0,1,3010
247,液压系统后托,暴击概率+<critical_percent><%>//n暴击伤害+<critical_harm_rate><%>$TAC-50专用,5,1,18,,,,,,"8,10","20,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_TAC50,3600,MCM,0,222,专为A1-R2型设计的液压后座缓冲系统，能有效减少.50BMG的后坐力，TAC-50的爱用品之一。,0.45,0.15,0.3,0.15,3.0,"critical_harm_rate:500,critical_percent:1000",0,0,10,18074,0,0,1,3061
