id,reward_gun_pool,equip_s_probability,draw_event_s_id,enemy_leader,if_stay,correction_belong,correction_turn,limit_guns,limit_equips,ai,ai_content,enemy_type_display,use_building,use_building_skill,team_confrontfun_pic,team_confrontfun_des,effect_ext,targettrain_cancollect,fight_type,type_coef
6370005,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,211,39,23",,549,13001,1,,,211,,0,,,,,,,0,1,0,
6370006,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,73,118,85",,549,11016,1,,,73,,0,,,,,,,0,1,0,
6370007,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10004,1,,,0,,0,,,,,,,0,1,0,
6380100,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1027,150,78",,301,13101,0,,,1027,,103,,,,,,,0,1,0,
6380101,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10002,0,,,,,103,,,,,,,0,1,0,
6380102,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1027,0",,301,13103,0,,,1027,,103,,,,,,,0,1,0,
6380103,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10009,0,,,,,103,,,,,,,0,1,0,
6380199,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10022,0,,,,,103,,,,,,,0,1,0,
6380200,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10012,0,,,,,0,,,,,,,0,1,0,
6380201,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,13103,0,,,,,0,,,,,,,0,1,0,
6380202,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1026,88,85,118",,301,10008,0,,,1026,,0,,,,,,,0,1,0,
6380203,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1026,0",,301,13101,0,,,1026,,0,,,,,,,0,1,0,
6380204,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1026,0",,301,10007,0,,,1026,,0,,,,,,,0,1,0,
6380205,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10007,0,,,,,0,,,,,,,0,1,0,
6380206,,,0,900223,1,,,,,102,0,,,,,,0,1,0,
6380300,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10022,0,,,,,102,10,,,,,,0,1,0,
6380301,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10022,0,,,,,101,"60901,60904,60903,60902,60899,60900,60901",,,,,,0,1,0,
6380302,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,207,0",,299,10012,0,,,207,,101,"60901,60904,60903,60902,60899,60900,60901",,,,,,0,1,0,
6380303,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,207,39,23,168",,299,10008,0,,,207,,102,1,,,,,,0,1,0,
6380399,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10022,0,,,,,102,1,,,,,,0,1,0,
6380400,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10008,1,,,,,0,,,,,,,0,1,0,
6380401,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,13103,0,,,,,0,,,,,,,0,1,0,
6380402,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,259,0",,301,10004,0,,,259,,0,,,,,,,0,1,0,
6380403,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,259,26,1,69",,301,13102,0,,,259,,0,,,,,,,0,1,0,
6380404,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10009,0,,,,,0,,,,,,,0,1,0,
6380405,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,259,0",,301,13101,0,,,259,,0,,,,,,,0,1,0,
6380406,,,0,13103,0,,,,,0,,,,,,,0,1,0,
6380407,,,0,10012,0,,,,,0,,,,,,,0,1,0,
6380500,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,234,66,100,75",,301,10008,1,,,234,,0,,1,,,tip_pic,对方很强大，建议不要强攻。,0,1,0,
6380501,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10009,0,,,,,0,,,,,,,0,1,0,
6380502,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,234,0",,301,13101,0,,,234,,0,,,,,,,0,1,0,
6380503,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,234,0",,301,10002,0,,,234,,0,,,,,,,0,1,0,
6380504,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13104,0,,,,,0,,,,,,,0,1,0,
6380505,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10012,0,,,,,0,,,,,,,0,1,0,
6380506,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10009,0,,,,,0,,,,,,,0,1,0,
6380507,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,234,0",,301,13104,0,,,234,,0,,,,,,,0,1,0,
6380508,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,234,0",,301,10004,0,,,234,,0,,,,,,,0,1,0,
6380580,,,0,900220,1,,,,,0,,,,,,,0,1,0,
6380590,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,234,0",,301,10008,1,,,234,,0,,,,,,,0,1,0,
6380598,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10022,0,,,,,101,"60773,60783,60786,60775,60773",,,,,,0,1,0,
6380599,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10022,0,,,,,101,"60774,60784,60785,60777,60774",,,,,,0,1,0,
6380600,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,900221,0,,,,,102,1,,,,,,0,1,0,
6380601,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,13103,0,,,,,0,,,,,,,0,1,0,
6380602,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,207,0",,299,10004,0,,,207,,0,,,,,,,0,1,0,
6380603,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,207,39,23,168",,299,13102,0,,,207,,0,,,,,,,0,1,0,
6380604,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10009,0,,,,,0,,,,,,,0,1,0,
6380605,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,207,0",,299,13101,0,,,207,,0,,,,,,,0,1,0,
6380606,,,0,13103,0,,,,,0,,,,,,,0,1,0,
6380607,,,0,10012,0,,,,,0,,,,,,,0,1,0,
6380700,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,259,26,1,69",,301,10008,0,,,259,,0,,,,,,,0,1,0,
6380701,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,259,0",,301,10007,0,,,259,,0,,,,,,,0,1,0,
6380702,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,259,0",,301,13102,0,,,259,,0,,,,,,,0,1,0,
6380703,,,0,10003,0,,,,,0,,,,,,,0,1,0,
6380704,,,0,10002,0,,,,,0,,,,,,,0,1,0,
6380705,,,0,10007,0,,,,,0,,,,,,,0,1,0,
6380706,,,0,13103,0,,,,,0,,,,,,,0,1,0,
6380707,,,0,10008,0,,,,,0,,,,,,,0,1,0,
6380708,,,0,13102,0,,,,,0,,,,,,,0,1,0,
6400100,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13006,0,,,,,0,,,,,,,0,1,0,
6400101,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,13006,0,,,,,103,,,,,,,0,1,0,
6400102,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,225,0",,568,10026,0,,,225,,103,,,,,,,0,1,0,
6400103,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,225,99,118",,568,10024,0,,,225,,101,"60949,60948,60951,60949",,,,,,0,1,0,
6400104,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13004,0,,,,,103,,,,,,,0,1,0,
6400105,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,13006,0,,,,,101,"60949,60948,60951,60949",,,,,,0,1,0,
6400200,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,119,0",,569,13006,0,,,119,,0,,,,,,,0,1,0,
6400201,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10025,0,,,,,0,,,,,,,0,1,0,
6400202,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10051,0,,,,,0,,,,,,,0,1,0,
6400203,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10025,0,,,,,0,,,,,,,0,1,0,
6400204,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,119,36,26",,569,13004,0,,,119,,0,,,,,,,0,1,0,
6400210,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10026,0,,,,,0,,,,,,,0,1,0,
6400211,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,119,0",,569,13006,0,,,119,,0,,,,,,,0,1,0,
6400212,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10052,0,,,,,0,,,,,,,0,1,0,
6400213,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,119,36,26",,569,13003,0,,,119,,0,,,,,,,0,1,0,
6400214,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10026,0,,,,,0,,,,,,,0,1,0,
6400300,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900219,1,,,,,0,,,,,,,0,1,0,
6400301,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,59,0",,569,13005,1,,,59,,0,,,,,,,0,1,0,
6400302,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,59,0",,569,10072,1,,,59,,0,,,,,,,0,1,0,
6400303,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10052,1,,,,,0,,,,,,,0,1,0,
6400304,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10050,1,,,,,0,,,,,,,0,1,0,
6400305,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,59,0",,569,10026,1,,,59,,0,,,,,,,0,1,0,
6400306,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10025,1,,,,,0,,,,,,,0,1,0,
6400307,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,59,101,60",,569,13003,1,,,59,,0,,,,,,,0,1,0,
6400400,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,251,1,103",,569,900219,0,,,251,,101,"61001,60989,60987,60988,61001",,,,,,0,1,0,
6400401,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,13005,1,,,,,0,,,,,,,0,1,0,
6400402,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,251,0",,569,13005,1,,,251,,0,,,,,,,0,1,0,
6400403,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10050,0,,,,,0,,,,,,,0,1,0,
6400404,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,251,0",,569,13006,0,,,251,,0,,,,,,,0,1,0,
6400405,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,13003,0,,,,,0,,,,,,,0,1,0,
6400410,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10051,0,,,,,0,,,,,,,0,1,0,
6400411,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,13006,0,,,,,0,,,,,,,0,1,0,
6400412,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,251,0",,569,10052,0,,,251,,0,,,,,,,0,1,0,
6400413,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,251,0",,569,13004,0,,,251,,0,,,,,,,0,1,0,
6400414,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,13006,1,,,,,101,"60990,60985,61008,61009",,,,,,0,1,0,
6410100,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10002,1,,,0,,0,,,,,,,0,1,0,
6410101,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10001,0,,,0,,0,,,,,,,0,1,0,
6410102,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,291,298,0",,0,10004,0,,,"291,298",,0,,,,,,,0,1,0,
6410103,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,291,298,101,78",,0,10005,0,,,"291,298",,0,,,,,,,0,1,0,
6410200,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10007,0,,,0,,0,,,,,,,0,1,0,
6410201,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10002,0,,,0,,0,,,,,,,0,1,0,
6410202,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,291,298,0",,0,10017,0,,,"291,298",,0,,,,,,,0,1,0,
6410203,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,291,298,101,78",,0,10009,0,,,"291,298",,0,,,,,,,0,1,0,
6410300,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,0",,0,10055,0,,,"317,299,300",,103,,,,,,,0,1,0,
6410301,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,0",,0,10034,0,,,"317,299,300",,103,,,,,,,0,1,0,
6410302,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10034,0,,,0,,103,,,,,,,0,1,0,
6410303,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10034,0,,,0,,103,,,,,,,0,1,0,
6410304,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10036,0,,,0,,103,,,,,,,0,1,0,
6410400,,,0,10007,0,,,,,102,1,,,,,,0,1,0,
6410401,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10004,0,,,0,,102,1,,,,,,0,1,0,
6410402,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,0",,0,10006,0,,,"317,299,300",,102,1,,,,,,0,1,0,
6410403,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,0",,0,10008,0,,,"317,299,300",,102,1,,,,,,0,1,0,
6410404,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10012,0,,,0,,102,1,,,,,,0,1,0,
6410405,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10002,0,,,0,,102,1,,,,,,0,1,0,
6410406,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10009,0,,,0,,102,1,,,,,,0,1,0,
6410500,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,0",,0,10007,0,,,"317,299,300",,101,"61140,61152,61149,61148,61150,61155,61139,61154,61146,61142,61147,61151,61140",,,,,,0,1,0,
6410501,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,0",,0,10003,0,,,"317,299,300",,101,"61140,61152,61149,61148,61150,61155,61139,61154,61146,61142,61147,61151,61140",,,,,,0,1,0,
6410502,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10009,0,,,0,,101,"61140,61152,61149,61148,61150,61155,61139,61154,61146,61142,61147,61151,61140",,,,,,0,1,0,
6410503,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10006,0,,,0,,101,"61140,61152,61149,61148,61150,61155,61139,61154,61146,61142,61147,61151,61140",,,,,,0,1,0,
6410504,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10012,0,,,0,,101,"61140,61152,61149,61148,61150,61155,61139,61154,61146,61142,61147,61151,61140",,,,,,0,1,0,
6410505,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10005,0,,,0,,101,"61140,61152,61149,61148,61150,61155,61139,61154,61146,61142,61147,61151,61140",,,,,,0,1,0,
6410590,,,0,900217,0,,,,,101,"61140,61152,61149,61148,61150,61155,61139,61154,61146,61142,61147,61151,61140",1,,,,,0,1,0,
6410599,,,0,10022,0,,,,,101,"61140,61152,61149,61148,61150,61155,61139,61154,61146,61142,61147,61151,61140",1,,,,,0,1,0,
6410600,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,0",,0,10038,1,,,"317,299,300",,0,,,,,,,0,1,0,
6410601,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10038,1,,,0,,0,,,,,,,0,1,0,
6410602,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10037,1,,,0,,0,,,,,,,0,1,0,
6410603,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10038,1,,,0,,0,,,,,,,0,1,0,
6410604,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10037,1,,,0,,0,,,,,,,0,1,0,
6410700,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,0",,0,10034,0,,,"317,299,300",,103,,,,,,,0,1,0,
6410701,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10034,0,,,0,,103,,,,,,,0,1,0,
6410702,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,0",,0,10034,0,,,"317,299,300",,103,,,,,,,0,1,0,
6410710,,,0,10035,0,,,,,103,,,,,,,0,1,0,
6410711,,,0,10035,0,,,,,103,,,,,,,0,1,0,
6410712,,,0,10040,0,,,,,103,,,,,,,0,1,0,
6410800,,,0,10008,0,,,,,0,,,,,,,0,1,0,
6410801,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,69,60",,0,10008,0,,,"317,299,300",,0,,,,,,,0,1,0,
6410802,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,69,60",,0,10002,0,,,"317,299,300",,0,,,,,,,0,1,0,
6410803,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,69,60",,0,10009,1,,,"317,299,300",,0,,,,,,,0,1,0,
6410804,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10012,1,,,0,,0,,,,,,,0,1,0,
6410805,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10004,1,,,0,,0,,,,,,,0,1,0,
6410898,,,0,10022,0,,,,,101,"61080,61081,61082,61083,61080",1,,,,,0,1,0,
6410899,,,0,10022,0,,,,,101,"61086,61087,61083,61085,61086",1,,,,,0,1,0,
6410900,,,0,900227,0,,,,,102,5,1,,,,,0,1,0,
6410901,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,69,60",,0,10002,0,,,"317,299,300",,102,5,,,,,,0,1,0,
6410902,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,69,60",,0,10008,0,,,"317,299,300",,102,5,,,,,,0,1,0,
6411000,,,0,900227,1,,,,,102,1,,,,,,0,1,0,
6411001,,,0,10007,1,,,,,102,1,,,,,,0,1,0,
6411002,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10008,0,,,0,,0,,,,,,,0,1,0,
6411003,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10017,1,,,0,,0,,,,,,,0,1,0,
6411004,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10007,0,,,0,,0,,,,,,,0,1,0,
6411005,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10018,0,,,0,,0,,,,,,,0,1,0,
6411006,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10012,0,,,0,,0,,,,,,,0,1,0,
6411099,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,69,60",,319,10046,1,,,"317,299,300",,0,,,,,tip_pic,这个铁血看起来bling-bling的,0,1,0,
6411100,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,69,60",,0,10008,0,,,"317,299,300",,0,,,,,,,0,1,0,
6411101,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10002,0,,,0,,0,,,,,,,0,1,0,
6411102,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10009,0,,,0,,0,,,,,,,0,1,0,
6411103,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,0",,0,10017,0,,,"317,299,300",,0,,,,,,,0,1,0,
6411104,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10001,0,,,0,,0,,,,,,,0,1,0,
6411200,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,0",,0,10003,0,,,"317,299,300",,0,,,,,,,0,1,0,
6411201,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10001,0,,,0,,0,,,,,,,0,1,0,
6411202,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,0",,0,10004,0,,,"317,299,300",,0,,,,,,,0,1,0,
6411203,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10007,0,,,0,,0,,,,,,,0,1,0,
6411204,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,0",,0,10009,0,,,"317,299,300",,0,,,,,,,0,1,0,
6411205,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10012,0,,,0,,0,,,,,,,0,1,0,
6430101,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,13204,0,,,,,102,1,,,,,,0,1,0,
