id,name,en_name,code,introduce,dialogue,extra,en_introduce,character,type,rank,develop_duration,baseammo,basemre,ammo_add_withnumber,mre_add_withnumber,retiremp,retireammo,retiremre,retirepart,ratio_life,ratio_pow,ratio_rate,ratio_speed,ratio_hit,ratio_dodge,ratio_armor,armor_piercing,crit,special,eat_ratio,ratio_range,skill1,skill2,normal_attack,passive_skill,dynamic_passive_skill,effect_grid_center,effect_guntype,effect_grid_pos,effect_grid_effect,max_equip,type_equip1,type_equip2,type_equip3,type_equip4,ai,is_additional,launch_time,obtain_ids,rank_display,prize_id,mindupdate_consume,explore_tag,gun_detail_bg,org_id
11,P08,P08,P08,"类型            半自动手枪
总重            871克
全长            222毫米
枪管长度        98毫米–203毫米
弹药            7.65毫米帕拉贝伦弹
                9毫米鲁格弹
                .45 ACP
枪机种类        枪管短行程后座作用，肘节式起落闭锁
枪口初速        350 - 400米/秒
有效射程        50米
供弹方式        8发弹匣、32发弹鼓
瞄准具型式      机械瞄具","鲁格P08手枪,虽然不是很耀眼,但是今后,承蒙您的关照了。",防弹乳牛//c小泉喬生//c,Type                       Semi-automatic pistol//n//nWeight                     871 grams (1.92 pounds)//n//nLength                     222 mm (8.74 in)//n//nBarrel length              95–200 mm//n//n                           (3.74–7.87 in)//n//nCartridge                  7.65×21mm Parabellum//n//n                           9×19mm Parabellum//n//n                           .45 ACP (very rare)//n//nAction                     Toggle-locked//c short recoil//n//nRate of fire               20 RPM//n//nMuzzle velocity            350–400 m/s (1148–1312 f/s; 9mm//c 100 mm barrel)//n//nEffective firing range     50 m (9mm//c 100 mm barrel; short barrel)//n//nFeed system                8-round detachable box magazine//c //n//n                           32-round detachable drum//n//nSights                     Iron sights,,1,3,1800,10,10,5,5,2,2,2,0,105,105,100,100,85,100,0,15,20,0,130,100,100610,0,300101,999999,,13,0,"12,14,18","1,7;3,35",0,"1;4,13,16",2;6,3;10,,11,0,2016-05-20 00:00:00,"1,3",3,0,,"27,55",nation_German,10303
12,C96,C96,C96,"类型            半自动手枪或全自动手枪
总重            空枪：1.130公斤
全长            843毫米
枪管长度        288 毫米
弹药            7.63×25mm毛瑟弹
                9×19mm鲁格弹
                .45 ACP
                9×25mm毛瑟弹
枪机种类        枪管短行程后座作用/单动
枪口初速        425 米/秒
有效射程        100—200米
供弹方式        6、10、20发弹夹或弹匣；40发弹匣
瞄准具型式      V型照门上刻度最大可调至1000米","这么说来,您就是我的指挥官啦,对吗？",林檎愛す//c板谷彩香//c,Type                       Semi-automatic //n//nWeight                     1//c130 g (40 oz)//n//nLength                     312 mm (12.3 in) (pre-Bolo)//n//n                           271 mm (10.7 in) (post-Bolo)//n//nBarrel length              140 mm (5.5 in) (pre-Bolo)//n//n                           99 mm (3.9 in) (post-Bolo)//n//nCartridge                  7.63×25mm Mauser//n//n                           9×19mm Parabellum//n//n                           .45 ACP (China)//n//n                           9 mm Mauser Export (rare)//n//n                           8.15mm Mauser (experimental)//n//n                           8mm Gasser//n//nAction                     Short recoil//n//nMuzzle velocity            425 m/s (1//c394 ft/s)//n//nEffective firing range     150–200m//n//nFeed system                10-round internal magazine fed by //n//n                           stripper clip or removable magazine//n//nSights                     V-notch rear tangent sight adjustable up//n//n                           to 1000 meters//c inverted V front sight,,1,3,1800,10,10,5,5,2,2,2,0,125,115,120,100,95,95,0,15,20,0,100,135,102502,0,300101,999999,,13,0,"7,9,18","3,32;4,15",0,"1;4,13,16,18",2;6,3;10,,12,0,2016-05-20 00:00:00,"1,3",3,0,"10:15,45:200;10:30,45:800;10:45,45:1600","55,57,67",nation_German,10302
13,92式,Type 92,92type,"类型            半自动手枪
总重            空枪：760克
全长            190毫米
枪管长度        111毫米
弹药            DAP92式9毫米普通弹
                9毫米鲁格弹
枪机种类        后座作用
                闭膛待机
                枪管旋转闭锁
                双动式
枪口初速        350—370 米/秒
有效射程        50米
供弹方式        10／15发弹匣
瞄准具型式      固定准星，缺口式照门","92式,报到！那么,我该去哪里？",莲子//c三森すずこ//c,Type                       Semi-automatic pistol//n//nWeight                     760 g//n//nLength                     190 mm (7.48 in)//n//nBarrel length              111 mm (4.33 in)//n//nWidth                      35 mm//n//nHeight                     135 mm//n//nCartridge                  5.8×21mm DAP92//n//n                           9×19mm Parabellum//n//nAction                     Short recoil//c locked breech//c//n//n                           rotating barrel lock//n//nMuzzle velocity            350 m/s (1//c150 ft/s) (9×19mm Parabellum)//n//nEffective firing range     50 meters (9×19mm Parabellum)//n//nFeed system //n//n                           Detachable box magazine; capacities://n//n                           15 rounds (9×19mm)//n//n                           20 rounds (5.8×21mm)//n//nSights                     Fixed//c 3-dot type,,1,3,2100,10,10,5,5,2,2,2,0,95,115,115,100,100,115,0,15,20,0,110,100,102002,0,300101,"200427,999999,756161",,13,0,"7,8,9,12,14,17,18,19","3,25;4,20",0,"1;4,13,16",2;6,3;10,,13,0,2016-05-20 00:00:00,"1,3",3,0,,"37,38,48,53",nation_China,10704
14,阿斯特拉左轮,357,357,"类型            左轮手枪
总重            1.15 公斤
全长            212 毫米
枪管长度        98 毫米
弹药            9 毫米
枪机种类        单动式、双动式
枪口初速        220米/秒
有效射程        25米
供弹方式        6发转轮式弹巢
瞄准具型式      前后准星","嘻嘻♪今后承蒙您的照顾啦,指挥官！",spirtie//c雨宮天//c,Type                       Revolver//n//nWeight                     1.15kg//n//nLength                     212mm//n//nBarrel length              98mm//n//nCartridge                  9mm//n//nAction                     Double action//n//nMuzzle velocity            220 m/s//n//nEffective firing range     25m //n//nFeed system                6-round cylinder//n//nSights                     Fixed front post and rear notch,,1,3,2400,10,10,5,5,2,2,2,0,120,120,95,100,90,90,0,15,20,0,120,90,100802,0,300115,999999,,13,0,"7,9,17,19","2,10;4,10",0,"1;4,13,16","2;6,19",3;10,,14,0,2016-05-20 00:00:00,"1,3",3,0,,"5,31",,10303
15,格洛克17,Glock 17,Glock17,"类型            半自动手枪
总重            625 克
全长            202毫米
枪管长度        114毫米
弹药            9×19毫米鲁格弹
枪机种类        枪管短行程后座作用
                自由枪机
                安全机动
枪口初速        370 米／秒
有效射程        50 米
供弹方式        10／17／19／31／33发原厂弹匣
                100发C-Mag弹鼓
瞄准具型式      机械瞄具：前方准星及后方缺口式照门（两者皆可更换）",格洛克17式，报到。BOSS，看您的嘴角，明明应该更开心一点吧？,Rain Lan//c徳井青空//c,Type                       Semi-automatic pistol//n//nWeight                     625 g //n//nLength                     202 mm //n//nBarrel length              114 mm //n//nCartridge                  9×19 mm Parabellum//n//nAction                     Short recoil//c locked breech//c tilting barrel//n//nMuzzle velocity            375 m/s (1//c230 ft/s) //n//nEffective firing range     50 m//n//nFeed system                Box magazine//c see Variants for capacities//n//nSights                     Fixed//c adjustable and tritium-illuminated handgun night sights,,1,3,2700,10,10,5,5,2,2,2,0,95,110,115,100,125,125,0,15,20,0,110,100,101302,0,300101,999999,,13,0,"7,9,17,18,19","3,32;4,15",0,"1;4,13,16,18",2;6,3;10,,15,0,2016-05-20 00:00:00,"8,9",3,0,,"29,46",,10802
16,汤姆森,M1928A1,M1928A1,"类型            冲锋枪
总重            空枪：4.9公斤
全长            852毫米
枪管长度        269毫米（10.59英寸）
弹药            .45 ACP（11.43 x 23毫米）、其他
枪机种类        延迟闭锁系统（早期型），气体反冲式
发射速率        600-800发/分钟
供弹方式        20或30发弹匣；
                50或100发弹鼓","你就是新BOSS吗？芝加哥打字机,请多指教了。",NS//c種田梨沙//c,Type                       Submachine gun//n//nWeight                     10.8 lb (4.9 kg) empty//n//nLength                     33.5 in (850 mm) //n//nBarrel length              10.5 in (270 mm)//n//n                           12 in (300 mm) (with cutts compensator)//n//nCartridge                  .45 ACP (11.43×23mm)//n//nAction                     Blowback//c Blish Lock//n//nRate of fire               600–725 rpm //n//nMuzzle velocity            935 ft/s (285 m/s)//n//nEffective firing range     160 feet (50 m),,2,5,9000,25,20,15,10,5,5,2,0,135,120,105,100,100,90,0,15,5,0,110,85,116203,0,300102,200421,,13,4,"7,9","1,12;4,15",0,"3;9,10,20",2;6,"1;1,2,3,4,13",,16,0,2016-05-20 00:00:00,"1,2",5,0,,"19,34,41,50",nation_US,102
17,M3,M3,M3,"类型            冲锋枪
总重            3.63公斤
全长            760毫米枪托伸展
                579.1毫米枪托收缩
枪管长度        203.2毫米
弹药            .45自动手枪子弹（.45 ACP）
                9毫米鲁格弹
枪机种类        提前击发底火式反冲作用及开放式枪机
发射速率        350–450发/分钟
枪口初速        280 米／秒
有效射程        照门和准星设定为100码
供弹方式        30发弹匣
瞄准具型式      固定觇孔式照门和刀片式准星","您、您好,长官,我是……M3冲锋枪……",november//c山根希美//c,Type                       Submachine gun//n//nWeight                     8.15 lb (3.70 kg)//n//nLength                     29.8 in (760 mm) stock extended / //n//n                           22.8 in (579.1 mm) stock collapsed//n//nBarrel length              8 in (203.2 mm)//n//nCartridge                  .45 ACP (11.43x23 mm)//n//n                           9×19mm Parabellum//n//nAction                     Blowback//c open bolt//n//nRate of fire               450 rounds/min cyclic//n//nMuzzle velocity            920 ft/s (280 m/s)//n//nEffective firing range     Sights fixed to 100 yards (91 m)//n//nFeed system                30-round detachable box magazine//n//nSights                     Fixed rear peep sight and blade foresight//c//n//n                           calibrated to 100 yards for caliber//n//n                           .45 M1911 ball ammunition,,2,2,5400,25,20,15,10,5,5,2,0,105,110,85,100,105,105,0,15,5,0,115,105,102101,0,300102,"900156,999999",,13,4,8,"3,40;4,30",0,"3;9,10",2;6,"1;1,2,3,4,13,18",,17,0,2016-05-20 00:00:00,"1,3",2,0,,"9,12",nation_US,10303
18,MAC-10,MAC-10,MAC10,"类型            冲锋枪/冲锋手枪
总重            没有加装消声器：
                  空枪：2.84 公斤
                加装消声器：
                  空枪：3.385 公斤
全长            没有加装消声器：
                  没有枪托：269 毫米
                  枪托缩折：295 毫米
                  枪托伸展：548 毫米
                加装消声器：
                  枪托缩折：545 毫米
                  枪托伸展：798 毫米
枪管长度        146 毫米
弹药            .45 ACP
                9×19毫米鲁格弹
枪机种类        反冲作用
                开放式枪机
                包络式枪机
发射速率        .45 ACP：1,145 发／分钟
                9×19毫米鲁格弹：1,090 发／分钟
枪口初速        .45 ACP：280 米／秒
                9×19毫米鲁格弹：366 米／秒
有效射程        .45 ACP：50 米
                9×19毫米鲁格弹：80 米
供弹方式        .45 ACP：30 发可拆卸式弹匣
                9×19毫米鲁格弹：32 发可拆卸式弹匣
瞄准具型式       机械瞄具：固定觇孔式照门和柱状准星","哼哼♪我的指挥官,您想干掉谁呢？英格拉姆乐意效劳。",SA//c小倉結衣//c,Type                       Machine Pistol//n//nWeight                     2.84 kg (6.26 pounds) empty without suppressor//n//nLength                     269 mm (10.7 inches) with stock removed//n//n                           295 mm (11.6 inches) with stock retracted//n//n                           548 mm (1 foot 9.6 inches) with stock extended//n//n                           545 mm (1 foot 9.45 inches) with stock retracted//n//n                           w/suppressor//n//n                           798 mm (2 feet 7.4 inches) with stock extended with//n//n                           suppressor//n//nBarrel length              146 mm (4.49 inches)//n//nCartridge                  .45 ACP (11.43x23mm)//n//n                           9×19mm Parabellum//n//nAction                     Straight blowback//n//nRate of fire               1//c250 rounds/min. (9mm)//n//n                           1//c090 rounds/min. (.45 ACP)//n//n                           1//c380 rounds/min. (.380 ACP)//n//nMuzzle velocity            366 meters/second (1//c201 feet/second) for 9mm//n//n                           280 meters/second (919 feet/second) for .45 ACP//n//nEffective firing range     50 meters (.45 ACP)//n//n                           70 meters (9×19mm Parabellum)//n//nMaximum firing range       100 meters (for .45 ACP)//n//nFeed system                30-round detachable box magazine (.45 ACP)//n//n                           32-round detachable box magazine (9mm)//n//nSights                     Iron sights,,2,3,7200,25,20,15,10,5,5,2,0,100,105,115,100,90,110,0,15,5,0,110,80,102402,0,300102,"900156,999999",,13,4,"7,8,9","1,12",0,"3;9,10",2;6,"1;1,2,3,4,13,18",,18,0,2016-05-20 00:00:00,"1,3,2",3,0,,"33,52",nation_US,10202
19,FMG-9,FMG-9,FMG9,"类型            冲锋枪
总重            0.5公斤
全长            503毫米（枪身打开时）
                262毫米（枪身折叠时）
枪管长度        168毫米
弹药            9毫米鲁格弹
枪机种类        反冲作用
枪口初速        380 米／秒
供弹方式        32发弹匣",FMG9，申请加入。BOSS，这就是我的真面目没错，握手时请放心吧。,NorthAbyssor//c芹澤優//c,Type                       Submachine gun//n//nWeight                     0.5 kg (1.1 lb)//n//nLength                     503 mm (19.8 in) (extended)//n//n                           262 mm (10.3 in) (folded)//n//nBarrel                     length 168 mm//n//nCartridge                  9×19mm Parabellum//n//nAction                     Blowback//n//nMuzzle                     velocity 380 m/s//n//nFeed system                32-round box magazine or 33 round box magazine,,2,3,7800,25,20,15,10,5,5,2,0,80,95,115,100,105,140,0,15,5,0,115,100,100202,0,300102,999999,,13,4,"7,9","1,10;4,12",0,"3;9,10",2;6,"1;1,2,3,4,13",,19,0,2016-05-20 00:00:00,"10,11",3,0,,29,nation_US,10402
20,维克托,Vector,Vector,"类型            冲锋枪
总重            空枪：2.72公斤
全长            枪托折叠：406.4毫米
                枪托伸展：617.22毫米
枪管长度        139.7毫米
弹药            9×19毫米鲁格弹
                .45 ACP（.45自动手枪子弹）
枪机种类        向量延迟反冲作用/闭锁式枪机
发射速率        1,100—1,200发／分钟
枪口初速        270 米／秒
有效射程        100米
供弹方式        9×19毫米鲁格弹：
                   10、17、19、31、33发原厂弹匣
                   100发C-Mag弹鼓
                .45 ACP：
                   10、13发格洛克21可拆卸式弹匣
                   可选用25发“MagEx 25+”延长型可拆卸式弹匣（需装上加长弹匣附件）
                   28发可选用“MagEx G28”弹匣（需装上加长弹匣附件，已停产）
                   30发可选用“MagEx G30”弹匣（需装上加长弹匣附件，已停产）
瞄准具型式       机匣顶部的MIL-STD-1913战术导轨上安装的机械瞄具、光学瞄准镜、红点镜／反射式瞄准镜、全息瞄准镜、夜视镜和／或热成像仪（可拆卸）","哦？新的长官吗？嗯……总之,好好相处吧。",SA//c早見沙織//c,"Type                       Submachine gun//n//nWeight                     6 lb (2.7 kg) (SMG & SBR/SO)//n//n                           7 lb (3.2 kg) (CRB/SO)//n//nLength                     24.3 in (620 mm) (SMG & SBR/SO)//n//n                           16 in (410 mm) w/stock folded//n//n                           34.8 in (880 mm) (CRB/SO)//n//n                           26.5 in (670 mm) w/stock folded//n//nBarrel length              5.5 in (140 mm) (SMG//c SBR/SO//c SDP)//n//n                           16 in (410 mm) (CRB/SO)//n//n                           18.6 in (470 mm) (CRB/SO @ Canada)//n//nCartridge                  .45 ACP (11.43x23 mm)//n//nAction                     Delayed blowback//c closed bolt//n//nRate of fire               Prototype: 1//c500 rounds per minute//n//n                           Vector SMG: 1//c200 RPM//n//n                           Civilian models: semi-auto only//n//nEffective firing range     55 yards (70 yards with 16 inch barrel)//n//nFeed system                10 & 13-round detachable box magazine//n//n                           25-round w/optional ""MagEx 25+"" extension//n//nSights                     Flip-up iron//n//n                           MIL-STD-1913 rail provided for optics",,2,5,9300,25,20,15,10,5,5,2,0,105,115,130,100,90,120,0,15,5,0,105,100,102304,0,300102,"200486,900156",,13,4,8,"2,25",0,"3;9,10",2;6,"1;1,2,3,4,13",,20,0,2016-05-20 00:00:00,"1,3,2",5,0,,"9,10,18,23,35,69",nation_US,10202
21,PPSh-41,PPSh-41,PPsh41,"类型            冲锋枪
总重            空枪：3.63公斤
全长            843毫米
枪管长度        269毫米
弹药            7.62×25毫米托卡列夫手枪弹
枪机种类        反冲作用/开放式枪机
发射速率        900—1,000发／分钟
枪口初速        488 米／秒
有效射程        150—250米
最大射程        200—250米
供弹方式        35发可拆卸式弹匣,71发可拆卸式弹鼓
瞄准具型式      固定金属缺口式照门和准星","指挥官,初次见面！诶？我的身体？不重啊,一点都不重呢！",和茶//c上坂すみれ//c,Type                       Submachine Gun//n//nWeight                     3.63 kg (8.0 lb) (without magazine)//n//nLength                     843 mm (33.2 in)//n//nBarrel length              269 mm (10.6 in)//n//nCartridge                  7.62×25mm Tokarev//n//nAction                     Blowback//c open bolt//n//nRate of fire               900 to over 1000 rounds/min//n//nMuzzle velocity            488 m/s (1//c600.6 ft/s)//n//nEffective firing range     125 - 150 m//n//nMaximum firing range       200m - 250m //n//nFeed system                35-round box magazine or 71-round drum magazine//n//nSights                     Iron sights,,2,2,6600,25,20,15,10,5,5,2,0,110,100,120,100,85,95,0,15,5,0,105,135,102101,0,300102,"900156,999999",,13,4,"12,14","1,10;2,5",0,"3;9,10","2;6,19","1;1,2,3,4,13,18",,21,0,2016-05-20 00:00:00,"1,3",2,0,"10:10,45:200;10:20,45:600;10:30,45:1200","7,50,54,69",nation_Russia,10303
22,PPS-43,PPS-43,PPS43,"类型            冲锋枪
总重            3.86 公斤
全长            831 毫米（枪托展开）
                616 毫米（枪托折叠）
枪管长度        240 毫米
弹药            7.62×25毫米托卡列夫手枪弹
枪机种类        反冲作用/开放式枪机
发射速率        650 发/分钟
枪口初速        500米/秒
有效射程        100—150米
最大射程        200米
供弹方式        35 发弹匣
瞄准具型式      刀片式瞄具","指挥官,能见到您太好了,更加轻巧的我,为您效劳。",两卡车//c上坂すみれ//c,Type                       Submachine Gun//n//nWeight                     3.04 kg (6.7 lb)//n//nLength                     820 mm (32.3 in) stock extended / 615 mm (24.2 in) stock folded//n//nBarrel length              243 mm (9.6 in)//n//nCartridge                  7.62×25mm Tokarev//n//nAction                     Blowback//c open bolt//n//nRate of fire               500-600 rounds/min (cyclic rate)//n//n                           100 rounds/min (effective rate)//n//nMuzzle velocity            Approx. 500 m/s (1//c640 ft/s)//n//nEffective firing range     100 m - 150 m//n//nMaximum firing range       200 m//n//nFeed system                35-round detachable box magazine//n//nSights                     Flip rear sight//c fixed blade front sight,,2,3,7800,25,20,15,10,5,5,2,0,100,130,95,100,110,110,0,15,5,0,105,100,102102,0,300102,"900156,999999",,13,4,"7,8,9","1,12",0,"3;9,10",2;6,"1;1,2,3,4,13",,22,0,2016-05-20 00:00:00,"1,3,2",3,0,,"30,50,54",nation_Russia,10302
23,PP-90,PP-90,PP90,"类型            冲锋枪
总重            空枪：1.83 公斤
                上弹：2.23公斤
全长            490 毫米（枪托展开）
                270 毫米（枪托折叠）
枪管长度        203 毫米
弹药            9×18毫米马卡洛夫
枪机种类        直接反冲作用/开放式枪机
发射速率        600—800发／分钟
枪口初速        大约320米／秒
有效射程        80—100米
供弹方式        30发可拆卸式双排弹匣
瞄准具型式      机械瞄具：折叠式金属缺口式照门和柱状准星
                LP-92激光瞄准器（横贯式安装在照门座和准星座的中空凹槽）",PP-90，为您效劳。指挥官，期待您给我的第一个命令哦。,NIXOO//c青木志貴//c,Type                       Submachine Gun//n//nWeight                     1.83 kg (4.03 lb) (empty)//n//n                           2.23 kg (4.9 lb) (loaded)//n//nLength                     490 mm (19.3 in) (unfolded)//n//nBarrel length              200 mm//n//nCartridge                  9×18mm Makarov//n//nAction                     Blowback//n//nRate of fire               600–700 rounds/min//n//nMuzzle velocity            Approx. 320 m/s (1//c050 ft/s)//n//nEffective firing range     100 meters//n//nFeed system                30-round detachable box magazine//n//nSights                     Rear notch//c post front sight,,2,4,8400,25,20,15,10,5,5,2,0,90,90,120,100,100,130,0,15,5,0,120,100,100207,0,300102,200486,,13,4,"7,9","1,8;4,20",0,"3;9,10",2;6,"1;1,2,3,4,13",,23,0,2016-12-15 00:00:00,"1,2",4,0,,18,nation_Russia,10303
24,PP-2000,PP-2000,PP2000,"类型            冲锋枪
                个人防卫武器
总重            空枪：1.4 公斤
全长            枪托缩折：340 毫米
                枪托伸展：555 毫米
枪管长度        182毫米
弹药            9×19毫米鲁格弹
                9×19毫米7N21高压子弹（+P+）
                9×19毫米7N31高压子弹（+P+）
枪机种类        直接反冲作用/闭锁式枪机
发射速率        600—800 发／分钟
枪口初速        9×19毫米7N31高压子弹（+P+）：460—600 米／秒
有效射程        9×19毫米鲁格弹：100 米
                9×19毫米7N31高压子弹（+P+）：200 米
供弹方式        20、44 发可拆卸式弹匣
瞄准具型式      机械瞄具：固定缺口式照门和准星
               机匣顶部的MIL-STD-1913战术导轨上安装光学瞄准镜、红点镜／反射式瞄准镜、全息瞄准镜、夜视镜或热成像仪（可拆卸）","PP-2000冲锋枪,今后请让我紧随您的脚步。",NoriZC//cひなたたまり//c,Type                       Submachine gun//n//n                           automatique//n//nWeight                     1.4 kg (3.09 lb)//n//nLength                     555 mm (21.9 in) stock extended//n//n                           340 mm (13.4 in) stock folded//n//nBarrel length              182 mm (7.2 in)//n//nWidth                      34 mm (1.3 in)//n//nCartridge                  9×19mm Parabellum//n//n                           9×19mm 7N21 +P+//n//n                           9×19mm 7N31 +P+//n//nAction                     Straight blowback//n//nRate of fire               600–800 rounds/min//n//nEffective firing range     100 m (9×19mm Parabellum)，200 m (9×19mm 7N31 +P+)//n//nFeed system                20 or 44-round detachable box magazine//n//nSights                     Front post//c rear notch; //n//n                           MIL-STD-1913 rail provided for optics,,2,2,4200,25,20,15,10,5,5,2,0,90,120,105,100,100,130,0,15,5,0,100,100,102101,0,300102,"900156,999999",,13,4,"7,9","1,10;3,25",0,"3;9,10",2;6,"1;1,2,3,4,13,18",,24,0,2016-05-20 00:00:00,"1,3",2,0,,12,nation_Russia,10303
25,MP40,MP40,MP40,"类型            冲锋枪
总重            4公斤
全长            收起枪托：630毫米
                展开枪托：833毫米
枪管长度        251毫米
弹药            9×19毫米鲁格弹
枪机种类        提前击发底火式反冲作用及开放式枪机
发射速率        500发／分钟
枪口初速        约380米／秒
有效射程        约100米
供弹方式        32发弹匣
瞄准具型式      机械瞄具","您好,指挥官,为了您的事业,我会努力的！",废人//c松井恵理子//c,Type                       Submachine gun//n//nWeight                     3.97 kg (8.75 lb)//n//nLength                     833 mm (32.8 in) stock extended / //n//n                           630 mm (24.8 in) stock folded//n//nBarrel                     length 251 mm (9.9 in)//n//nCartridge                  9×19mm Parabellum//n//nAction                     Straight blowback//c open bolt//n//nRate of fire               500–550 rounds/min//n//nMuzzle velocity            400 m/s (1//c312 ft/s)//n//nEffective firing range     100 – 200 m//n//nMaximum firing range       200 m//n//nFeed system                32-round detachable box magazine //n//n                           64-round with dual magazines//n//nSights                     Hooded front blade,,2,2,5400,25,20,15,10,5,5,2,0,105,105,95,100,100,90,0,15,5,0,115,120,102301,0,300102,"900156,999999",,13,4,"7,9","3,25;4,20",0,"3;9,10",2;6,"1;1,2,3,4,13",,25,0,2016-05-20 00:00:00,"1,3",2,0,,"7,27,55",nation_German,10302
26,MP5,MP5,MP5,"类型            冲锋枪
总重            2公斤
全长            325毫米
枪管长度        225毫米
弹药            9×19毫米鲁格弹、
                10毫米Auto、
                .40 S&W
枪机种类        滚轮延迟反冲式、闭锁式枪机
发射速率        800 发/分钟
枪口初速        400 米/秒
供弹方式        15、30 发可卸式弹匣，100 发Beta C-Mag 弹鼓
瞄准具型式      机械瞄具
               可旋转式调节的旋转屈光式鼓状照门和冠顶状准星
               专用连接装置和适配器以加装光学瞄准镜","MP5,报到。虽然个头有点小,可我会帮上忙的。",Saru//c向山直美//c,Type                       Submachine gun//n//nWeight                     2.7 kg (6.0 lb) fixed stock ///n//n                           2.85 kg (6.3 lb) retractable stock //n//nLength                     660 mm (26.0 in) stock extended ///n//n                           490 mm (19.3 in) stock collapsed //n//nBarrel length              225 mm (8.9 in) //n//nWidth                      50 mm (2.0 in) //n//nHeight                     260 mm (10.2 in) //n//nCartridge                  9×19mm Parabellum//n//n                           10mm Auto (MP5/10)//n//n                           .40 S&W (MP5/40)//n//nAction                     Roller-delayed blowback//c closed bolt//n//nMuzzle velocity            425 m/s (1//c394 ft/s) (MP5/10)//n//n                           315 m/s (1//c033 ft/s) (MP5/40)//n//nEffective firing range     125 m (410 ft) (MP5/10)//n//n                           100 m (328 ft) (MP5/40)//n//nFeed system                15- or 30- round detachable box magazine//c //n//n                           100-round Beta C-Mag drum magazine//n//nSights                     Iron sights. Rear: rotary drum; front: hooded post ,,2,4,8400,25,20,15,10,5,5,2,0,95,115,115,100,115,115,0,15,5,0,105,120,103105,0,300102,710802,,13,4,"7,9","3,40;5,20",0,"3;9,10,20",2;6,"1;1,2,3,4,13,18",,26,0,2016-05-20 00:00:00,"1,3,2",4,0,"10:20,45:200;10:40,45:1000;10:60,45:2000","6,18,58,70",nation_German,10203
27,蝎式,Vz. 61,VZ61,"类型            冲锋枪
总重            空枪：2.77公斤
全长            枪托缩折：410毫米
                枪托伸展：660／670毫米
枪管长度        196毫米
弹药            9×19毫米鲁格弹
枪机种类        反冲作用/闭锁式枪机
发射速率        1,100—1,150发／分钟
枪口初速        370米／秒
有效射程        50米
供弹方式        20、30发透明聚合物制双排双进可拆卸式弹匣
瞄准具型式      机械瞄具：觇孔式照门和柱状准星
               夜间瞄准具型：氚光夜间用瞄准具
               瞄准基线：240毫米（9.45英寸）
               机匣顶部的MIL-STD-1913战术导轨上安装日间／夜间光学瞄准镜、红点镜／反射式瞄准镜、全息瞄准镜、夜视镜、热成像仪（可拆卸）","蝎式冲锋枪来了！隆重地欢迎我吧！……别怕,我可是无毒无害的。",SA//c松井恵理子//c,Type                       Submachine gun//n//nWeight                     1.30 kg (2.87 lb) (vz. 61)//n//nLength                     517 mm (20.4 in) stock extended//n//n                           270 mm (10.6 in) stock folded//n//nWidth                      43 mm (1.7 in) (vz. 61//c vz. 61 E)//n//n                           49 mm (1.9 in) (vz. 82//c vz. 83)//n//nCartridge                  .32 ACP (7.65×17mm Browning SR) (vz. 61//c vz. 61 E)//n//nAction                     Blowback//c closed bolt//n//nRate of fire               850 rounds/min (vz. 61//c vz. 61 E)//n//nMuzzle velocity            320 m/s (1//c050 ft/s) (vz. 61//c vz. 61 E//c vz. 82)//n//nEffective firing range     50–150 m(vz. 61//c .32 ACP)//n//nFeed system                10 or 20-round curved magazine//c //n//n                           straight box magazine in 9 mm variants//n//nSights                     Adjustable front post//c flip-up rear sight//n//n                           148 mm (5.8 in) sight radius,,2,3,7200,25,20,15,10,5,5,2,0,90,85,120,100,100,130,0,15,5,0,115,95,102302,0,300102,"900156,999999,756175,756160",,13,4,8,"2,15;3,50",0,"3;9,10","2;6,19","1;1,2,3,4,13",,27,0,2016-05-20 00:00:00,"1,3,2",3,0,,"30,52",,10302
