mission_id,team_effect,month_team_count,team_count,mp,ammo,mre,part,duration,experience,expect_gun_level,get_gun_num,gun_n_pool,gun_1_pool,limit_guns,get_equip_num,equip_n_pool,equip_1_pool,limit_equips,draw_event_id
10124,18000,1,2,720,720,720,240,8100,600,97,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,210,218,99,101,88,226","226,210,218",0,,,,0
10125,18000,1,2,570,570,570,190,5700,450,97,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,209,220,39,72,78","209,220",0,,,,0
10126,18000,1,2,930,930,930,310,9900,750,97,8,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,201,217,100,103,69,229","229,201,217",0,,,,0
10127,18000,1,2,450,450,450,150,4500,350,98,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,210,218,23,60,36","210,218",0,,,,0
10128,20000,1,2,1080,1080,1080,360,11700,900,103,9,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,209,220,26,118,88,4","4,209,220",0,,,,0
10129,20000,1,2,1080,1080,1080,360,11700,900,103,9,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,201,217,168,42,85","201,217",0,,,,0
10130,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10131,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10132,21000,1,2,720,720,720,240,8100,600,110,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,201,217,99,150,42","201,217",0,,,,0
10133,22000,1,2,570,570,570,190,5700,459,115,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,210,218,26,39,85","210,218",0,,,,0
10134,22000,1,2,570,570,570,190,5700,459,115,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,209,220,168,66,75","209,220",0,,,,0
10135,23000,1,2,690,690,690,230,7500,572,120,6,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,201,217,99,101,118,226","226,201,217",0,,,,0
10136,24000,1,2,600,600,600,200,6900,530,120,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,201,217,99,101,118,227","227,201,217",0,,,,0
10137,25000,1,2,600,600,600,200,6900,540,120,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,209,220,1,36,78","209,220",0,,,,0
10138,26000,1,2,930,930,930,310,9900,825,120,8,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,201,217,99,103,75","201,217",0,,,,0
10139,27000,1,2,480,480,480,160,5100,448,120,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,210,218,26,72,88","210,218",0,,,,0
10140,28000,1,2,360,360,360,120,3900,342,120,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,209,220,1,69,39","209,220",0,,,,0
10141,29000,1,2,330,330,330,110,3300,290,120,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,201,209,218,100,60,42,4","4,201,209,218",0,,,,0
10142,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10143,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10144,30000,1,2,720,720,720,240,8100,720,120,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,210,217,220,99,42,75,229","229,210,217,220",0,,,,0
10145,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10146,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10147,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10148,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10149,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10150,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10151,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10154,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10155,30000,1,2,1000,1000,1000,1000,10000,50,120,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,42,118,99,101,75,201,210,209,217,218,220,226,227,4,229","229,4,227,226,201,210,209,217,218,220",0,,,,0
10156,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10157,1000,1,2,30,30,30,10,300,10,0,0,,,,0,,,,0
10158,40000,1,2,1000,1000,1000,1000,10000,50,120,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,101,69,39,75",,0,,,,0
10159,40000,1,2,1000,1000,1000,1000,10000,50,120,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1,23,60,75,175",175,0,,,,0
10160,40000,1,2,1000,1000,1000,1000,10000,50,120,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,101,36,88,142",142,0,,,,0
10161,40000,1,2,1000,1000,1000,1000,10000,50,120,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,66,26,42,85,1001,208","1001,208",0,,,,0
10162,40000,1,2,1000,1000,1000,1000,10000,50,120,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,118,36,78,1001,224","1001,224",0,,,,0
10194,1000,1,1,120,120,120,40,2700,80,20,2,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89",,0,,,,0
10195,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10196,2200,1,2,570,570,570,190,5700,225,30,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,118",,0,,,,0
10197,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10198,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10199,2200,1,2,330,330,330,110,3300,150,40,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,223,230,101,60","223,230",0,,,,0
10200,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10201,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10202,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10203,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10204,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10205,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10206,2500,1,2,330,330,330,110,3300,125,30,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,232,239,26,36","232,239",0,,,,0
10207,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10208,3500,1,2,360,360,360,120,3900,180,40,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,241,249,1,103,69","241,249",0,,,,0
10209,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10210,3400,1,2,600,600,600,200,6900,350,50,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,223,230,254,150,66,78","254,223,230",0,,,,0
10211,4500,1,2,930,930,930,310,9900,600,70,8,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,232,239,100,39,75","232,239",0,,,,0
10212,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10213,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10214,3500,1,2,600,600,600,200,6900,400,60,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,241,249,1,23,42","241,249",0,,,,0
10215,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10216,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10217,5000,1,2,570,570,570,190,5700,405,75,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,223,230,242,168,72,88","242,223,230",0,,,,0
10218,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10219,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10220,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10221,4600,1,2,480,480,480,160,5100,320,60,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,232,239,99,26,36","232,239",0,,,,0
10222,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10223,5500,1,2,210,210,210,70,2100,126,70,2,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,241,249,251,101,69,78","251,241,249",0,,,,0
10224,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10225,8000,1,2,810,810,810,270,8700,572,80,7,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,223,230,103,60,85","223,230",0,,,,0
10226,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10227,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10228,18000,1,2,600,600,600,200,6900,460,90,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,232,239,100,150,39","232,239",0,,,,0
10229,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10230,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10231,15000,1,2,720,720,720,240,8100,564,90,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,241,249,72,42,88","241,249",0,,,,0
10232,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10233,18000,1,2,450,450,450,150,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,223,230,99,66,75","223,230",0,,,,0
10234,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10235,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10236,14000,1,2,690,690,690,230,7500,506,90,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,232,239,254,1,23,42","254,232,239",0,,,,0
10237,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10238,15000,1,2,930,930,930,310,9900,750,100,8,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,241,249,168,118,36","241,249",0,,,,0
10239,21500,1,2,600,600,600,200,6900,500,105,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,223,230,100,69,85","223,230",0,,,,0
10240,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10241,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10242,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10243,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10244,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10245,22500,1,2,720,720,720,240,8100,600,105,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,232,239,242,101,72,39","242,232,239",0,,,,0
10246,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10247,1000,1,2,30,30,30,10,300,10,10,0,,,,0,,,,0
10248,1000,1,2,30,30,30,10,300,10,10,0,,,,0,,,,0
10249,23500,1,2,720,720,720,240,8100,600,110,6,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,241,249,251,103,66,75","251,241,249",0,,,,0
10250,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10251,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10252,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10253,30000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10254,23500,1,2,810,810,810,270,8700,650,110,7,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,118",,0,,,,0
10255,24000,1,2,360,360,360,120,3900,306,118,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,223,230,101,60","223,230",0,,,,0
10256,22500,1,2,720,720,720,240,8100,612,115,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,232,239,26,36","232,239",0,,,,0
10257,26000,1,2,330,330,330,110,3300,260,120,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,241,249,1,103,69","241,249",0,,,,0
10258,27500,1,2,600,600,600,200,6900,520,120,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,223,230,254,150,66,78","254,223,230",0,,,,0
10259,28500,1,2,960,960,960,320,10500,848,120,8,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,232,239,100,39,75","232,239",0,,,,0
10260,25000,1,2,600,600,600,200,6900,530,120,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,232,249,1,23,42","232,249",0,,,,0
10261,28500,1,2,720,720,720,240,8100,648,120,6,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,223,230,242,168,72,88","242,223,230",0,,,,0
10262,27500,1,2,600,600,600,200,6900,540,120,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,232,239,99,26,36","232,239",0,,,,0
10263,28000,1,2,450,450,450,150,4500,385,120,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,241,249,251,101,69,78","251,241,249",0,,,,0
10264,28000,1,2,930,930,930,310,9900,825,120,8,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,223,230,103,60,85","223,230",0,,,,0
10265,27500,1,2,600,600,600,200,6900,560,120,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,232,239,100,150,39","232,239",0,,,,0
10266,29000,1,2,930,930,930,310,9900,840,120,8,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,241,249,72,42,88","241,249",0,,,,0
10267,29000,1,2,480,480,480,160,5100,456,120,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,223,230,99,66,75","223,230",0,,,,0
10268,29000,1,2,600,600,600,200,6900,570,120,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,232,239,254,1,23,42","254,232,239",0,,,,0
10269,29500,1,2,930,930,930,310,9900,870,120,8,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,241,249,168,118,36","241,249",0,,,,0
10270,30000,1,2,600,600,600,200,6900,580,120,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,223,230,100,69,85","223,230",0,,,,0
10271,30000,1,2,720,720,720,240,8100,708,120,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,232,239,242,101,72,39","242,232,239",0,,,,0
10272,31000,1,2,720,720,720,240,8100,720,120,6,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,241,249,251,103,66,75","251,241,249",0,,,,0
10273,30000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10274,30000,1,2,1000,1000,1000,1000,10000,50,120,5,,,,0,,,,0
10275,1000,1,2,30,30,30,10,300,10,10,0,,,,0,,,,0
10276,1000,1,2,30,30,30,10,300,10,10,0,,,,0,,,,0
10285,30000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,5,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,0","1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",,0
10286,30000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,5,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,0","1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",,0
10287,30000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,202,150,66",202,0,,,,0
10288,30000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,39,226,75",226,0,,,,0
10289,30000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,85,103,60,1018",1018,0,,,,0
10290,30000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,60,69,253,72",253,0,,,,0
10291,30000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1,23,42,4",4,0,,,,0
10292,30000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,168,118,36,1020",1020,0,,,,0
10293,30000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,101,78,26",,0,,,,0
10295,1000,1,1,120,120,120,40,2700,84,15,2,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89",,0,,,,0
10299,1500,1,2,360,360,360,120,3900,138,20,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,118",,0,,,,0
10301,2000,1,2,330,330,330,110,3300,125,25,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,244,255,101,60","244,255",0,,,,0
