id,name,extra,fit_gun,ai,voice,is_hidden,substitute_voice,dialog,note,explore_tag,gift_position,illustrator_cv,order,class_id
5301,VSK-94-圣夜警探,0,312,0,19,0,,我是来送礼物的，请配合行动，不要紧张……这么说更让人紧张了？抱歉，Boss，这是职业病。,,,,,62,54
5302,R5-终幕双人舞,0,289,0,19,0,,落在火中的一刻，真心就会显露。开枪的时刻，生死也像这样决定……所以艺术和生死是以什么为纽带相通的吗，指挥官？,,,,二花//c朝日奈丸佳//c,62,54
5303,S-ACR-甜蜜许愿,0,313,0,19,0,,圣诞节这么开心，如果能每天都是圣诞节的话就好了！不过那样快乐就少了？那，那本小姐就勉为其难地妥协吧……,,,,,62,54
5304,HS2000-燃心铁皮人,0,250,0,19,0,,能让指挥官的心率一直保持在开心状态的机会到底在哪里呢……我要找找看。,,,"-67.7,68.8",,62,54
5305,四式-朝暮仙子,0,270,0,19,0,,第四号叮叮仙子向您问安。即使这样的装扮只能维持一天，吾辈也会为您发光发热！,,,,,62,54
5306,K5-拾愿者K德瑞拉,0,212,0,19,0,,在榛树的枝条下许愿，仙女就会降临……现在，您可以说出愿望了。,,,"-84.61,-120.2",,62,54
5307,PM1910-女王的高塔派对,0,319,0,19,0,,这种大小的圣诞树，我用头发也能搬！,,,"22.3,51",,62,54
5308,汉阳造88式-女仆团的狂飙午夜,0,95,0,19,0,,欢迎回来，主人！您似乎对这新装备有所疑问呢！如果陪小爱度过一段夜空下的旅程，小爱就告诉您答案哦~,,,,,62,54
5309,纳甘左轮-胭雪公主,0,5,0,19,0,,小个子也有小个子的好处，礼物盒的大小刚刚好！您的礼物送到了哦，指挥官！,,,,,62,54
5401,ACR-蓝黎软香,0,274,0,15,0,,指挥官，你来啦？今天要去拜访大家呢。咦，已经拜访完了吗？,,,"-123.0,124.5",,63,55
5402,塞伽12型-繁花访客,0,160,0,15,0,,今天穿着漂亮衣服出门的美少女一定很多，//n我已经迫不及待了！,,,,,63,55
5403,M950A-傲雪隽茶,0,97,0,15,0,,还在磨蹭什么？事情可多着呢。//n到我身边来，我们一起去。,,,,八号地球//c古賀葵//c,63,55
5404,希普卡-新诗谱写时,0,150,0,15,0,,看来今天时间正好，走吧，指挥官。传统可不是简单就能做到的，我带你去练习。,,,"-99,-106",,63,55
5405,UMP45-侘寂旅人,0,103,0,15,0,,想不到指挥官您也在这里。这是巧合，对吧？//n完全的巧合。所以别紧张，享受寂静。,,,,K箱//c嶺内ともみ//c,63,55
5406,UKM-2000-冬原宅急便,0,254,0,15,0,,不好了，指挥官！你快看，这就是它们的一员！在最后，我还有话想对你……诶，只是普通的猫而已？,,,"-108,-116",,63,55
5407,OBR-春报信使,0,230,0,15,0,,这身衣服是租的吧，所以不用花很多钱……只是穿一天的话，这样比较省钱嘛。什么，是买下来的？指挥官买给我？谢谢您！,,,,,63,55
5408,EVO 3-红花头筹,0,131,0,15,0,,这是许愿的好时候呢，能和您一起做这件事真让人开心。,,,,,63,55
5501,刘易斯-迎寒客,0,253,0,15,0,,寻常窗前月，有梅便不同。指挥官，新年的第一天，来装点一下指挥室吧！,,,,,64,56
5502,QBU-88-舞凌霄,0,261,0,15,0,,祝指挥官新年快乐，喜气洋洋！红包请放在这边，谢谢啦！,,,,,64,56
5503,AUG SMG-聚瑶芳,0,315,0,15,0,,前辈，小心——鞭炮要炸了哦！,,,"-1.6,-144.7",,64,56
5504,KSVK-挽玉环,0,252,0,15,0,,新年会有新的挑战，指挥官，你又考虑到了多远的未来呢？,,,,,64,56
5505,防卫者-梦倒仙,0,302,0,15,0,,啊，指挥官……抱歉，我只是想偷偷喝一杯……,,,,,64,56
5506,SVD-待月丹,0,43,0,15,0,,新年第一天，打起精神来啊。来，拿好你的红包。,,,"-97,14.86",柱柱//c田中美海//c,64,56
5507,92式-吻琼苞,0,13,0,15,0,,一年一次的春节，就让我们稍微奢侈一点吧。长官，我这样穿好看吗？,,,,,64,56
5508,56式半-扶绛梨,0,49,0,15,0,,新年开运，洪福齐天！长官，新年快乐！,,,,,64,56
5601,韦伯利-日落黄昏时,0,294,45601,16,0,,很多年前，希波吕托斯在香桃树下面临了人生的重大考验，他最终无惧死亡选择了崇敬之人，换做是我的话，亦会作此抉择。,,,"-237.8,61.9",Firewood//c種﨑敦美//c,65,57
5602,OTs-14-天意佳人,0,119,45602,16,0,,还在等什么呢，指挥官？过来吧，别浪费只属于我们两个人的时间。,,,,,65,57
5603,ZB-26-第1000只纸鹤,0,307,45603,16,0,,有人告诉我，用心折下一千只纸鹤就能为心爱的人带来幸福好运。等我折下这最后一只，指挥官就能得到幸福了。,,,,,65,57
5604,95式-洋桔梗与她的季节,0,129,45604,16,0,,这种花的花型与玫瑰十分相近，但却不带刺，这样即便我们紧紧拥抱，也不会不小心扎伤你了。,,,"-46.7,-140.8",鳩山井鶴//c大門香実//c,65,57
5605,M37-和伊萨卡的漫长假日,0,153,45605,16,0,,假日的第一天就不知道该做些什么了吗？那……不如与完美无缺、富有魅力的我一起虚度时光吧，指挥官。,,,,哈奈鲁//c加藤英美里//c,65,57
5606,XM8-玫瑰棋手的告白,0,216,45606,16,0,,……哼，难得赢了一次就迫不及待高兴起来了吗？坦白告诉你，刚刚那一局是我让你的，不过能换来你的笑容也还算值当吧。,,,,,65,57
5607,八一式马-鹿韭旅伴,0,174,45607,16,0,,指挥官，迄今为止，我已经陪伴您出发了无数次……我知道，我们距离胜利的终点还很久远，但我会一直陪伴在您身边。,,,,,65,57
5608,64式-雀闻弦歌,0,94,45608,16,0,,听闻孔雀只要听见弦歌，就会情不自禁张开尾羽，展现自己最美的一面……就像我听见长官的声音一样。,,,,,65,57
5701,P90-她来自比利时,0,245,0,4,0,,Bonjour//c Mon ami~你觉得我是法国人吗？指挥官？ 动动你小小的灰色细胞好好想想吧，是时候做点真正的工作了。,,,,,67,58
5702,64式自-一份不适合她的工作,0,243,0,4,0,,所有的漂亮女人都很坚强……要不然我们要怎么生存下去？,,,,,67,58
5703,汤姆森-无间般若,0,16,0,4,0,,赎罪？谁稀罕？犯了错就该付出代价，没有别的选择，这就是爱（正义）啊。,,,,小枪//c種田梨沙//c,67,58
5704,蒙德拉贡M1908-宿命的修护者,0,317,0,4,0,,难道我真的怀疑错了吗……不，证据是不会撒谎的。请允许我再做一次调查，指挥官。,,,"-22.11,-167.2",,67,58
5706,EM-2-银色子弹,0,262,0,4,0,,侦探齐聚于此，真是不得了的奇迹——您期待我们分出高下吗？哈哈，推理可没有什么输赢，因为真相，只有一个。,,,,,67,58
5707,马盖尔-马盖尔小姐,0,258,0,4,0,,我太了解人类了，指挥官，你总是很轻易就相信别人，但我可不会。,,,,,67,58
5801,C-93-如蝶翩跹,0,285,0,4,0,,锵锵锵——周年限定版的C93华丽登场！让全场的闪光灯为我闪耀得更猛烈些吧！,,,,,69,61
5802,PA-15-香槟怪盗,0,260,0,4,0,,指挥官，敢不敢和我赌一把？就赌，在你喝完这瓶香槟之前，我能不能偷走你的心……,,,,,69,61
5803,M82A1-来自闇冥,0,231,0,4,0,,就像从花叶上滑落的血滴消失在黑暗中一样，无法释怀的仇怨，由我为您消解。,,,"-183,101.6",,69,61
5804,VSK-94-银湾流转夜,0,312,0,4,0,,听说星光要走很远的路才能抵达地球，并被我们所看见。 所以，今晚这样璀璨的星河，更值得被我们铭记。,,,"-100.7,-115.2",,69,61
5805,97式霰-花下踟躇醉,0,161,0,4,0,,嘘——长官，这酒不得劲，还是老白干爽利。我们趁现在一起偷偷溜进仓库，喝个痛快怎么样？,,,,豆芽//c大坪由佳//c,69,61
5806,FX-05-她从雨中来,0,330,0,4,0,,听说在雨天共撑一把伞走过这条小巷的话，两个灵魂就会永不分离……啊呀，骗你的啦。,,,,,69,61
5807,CZ-805-金色回忆,0,108,0,4,0,,能和我跳一支舞吗，指挥官？难得盛装出席，我希望能留下一些只属于我和你的记忆……,,,,,69,61
5808,PPSh-41-气球的彼端,0,21,0,4,0,,气球之所以能够无所畏惧地肆意飞舞，一定是因为另一端掌握在信任之人的手中吧。这种安全感，我也很清楚。,,,,,69,61
5901,RPK-203-小小志愿者,0,339,45901,4,0,RPK203_0,请各位小朋友乖乖排队，有序领取气球！啊，我也是小朋友……,,,,,70,62
5902,卢萨-后卫新星,0,311,45902,4,0,Lusa_0,见习队员卢萨，报到！最后的阵线就交给我吧！,,,"-122.55,-129.8",,70,62
5903,S-ACR-追风魔女,0,313,45903,4,0,SACR_0,太慢了！竟敢让本小姐等到自己来找你，真是好大的胆子！,,,,,70,62
5904,PKP-雨后冲锋队,0,173,45904,4,0,PKP_0,今天的出行会顺利的，因为有我在。,,,,,70,62
5905,CF05-火锅国国王,0,295,45905,4,0,06TypeSMG_0,哼哼，闪亮的美食家登场了！辣椒们跟我冲啊，打败所有三鲜锅！,,,,,70,62
5906,Ak 5-接引彩虹的花仙子,0,187,45906,4,0,Ak5_0,只要照顾好这些花，愿望就都会实现……指挥官，花会开出打折券的。,,,"-73.69,-61.4",,70,62
5907,M82-猫咪的合奏,0,297,45907,4,0,M82_0,猫猫们到底想说什么呢，要是不能赶快理解的话，回家就要晚了……,,,,,70,62
5908,wz.29-甜蜜幻梦使,0,182,45908,4,0,wz29_0,这是哪里？为什么我刚出家门就到这儿了……你需要帮助吗？,,,"-5.1,-57.61",,70,62
6101,LTLX7000-夜潮的邀约,0,323,46101,4,0,,能不能牵手……不，没什么，我只是在想你为什么没跟上来。,,,,,71,63
6102,DP-12-熙光寓言,0,282,46102,4,0,,在海边总会想到一些童话呢……我们边走边说吧。,,,,,71,63
6103,Px4 风暴-临海准则,0,233,46103,4,0,,海边让人难以放松啊……不过对常人而言，这里应该是休假的地方吧。,,,,,71,63
6105,PPD-40-樱桃色珊瑚,0,336,46105,4,0,,不是只有花里胡哨才能体现品味，简洁一样是美。,,,"-67.9,-88.74",,71,63
6106,UKM-2000-酸甜水物语,0,254,46106,4,0,,我的母星上有很多居民怕水，如果不是这样，我恐怕没法逃到地球来……海边真是安全的地方。,,,,,71,63
6107,V-PM5-飞翔海星,0,325,46107,4,0,,这、这样下水会会会……会不会有问题啊……真的没问题吗？我不会进水吗？……呜哇！,,,"-17.5,38.8",,71,63
6108,QSB-91-浮水薄荷茶,0,322,46108,4,0,,老板！这里的饮料好喝，我给你拿了一杯薄荷茶，尝尝看！不够劲的话还有酒，免费的，我们喝够本再走！,,,"-298.8,-79",,71,63
6109,PPK-恋如树影,0,10,46109,4,0,,还在等什么呢，指挥官？要我教你怎么做吗？你现在应该像宠物一样跑着靠近我哦。,,,,柱柱//c伊藤あすか//c,71,63
6201,PM-9-不败的金色龙卷,0,259,0,4,0,,哟！指挥官，要来地下拳馆过两招吗？我的爪子今天可是状态绝佳啊！放心吧，就算你住院了我也会好好照顾你到出院的！,,,,八号地球//c大地葉//c,74,65
6202,德利尔-郊狼蓝调,0,337,0,4,0,,唔？指挥官你刚刚有叫我？正好，帮我拿一下袋子，作为回报我可以借你一边耳机，不用花钱就能听我的CD，这可是稳赚不赔的好事。,,,,,74,65
6203,Mk 12-食劫者的正义,0,226,0,4,0,,指挥官，加快脚步！贫民窟的孩子们可都等着吃饭——什么？！你说袋子漏了？这种事情你怎么不早说啊！,,,,豆芽//c市ノ瀬加那//c,74,65
6204,9A-91-忠友同游,0,118,0,4,0,,虽然这里充满了不安分的要素，但我会一直在您身旁的，所以，指挥官，请好好地看着我，不要离开我的身边哦。,,,,,74,65
6205,托卡列夫-深巷的落雪,0,6,0,4,0,,指挥官，乱摸淑女的尾巴可不是绅士所为。唔，你是专程来这里见我的吗？没办法，就让你再多摸一分钟吧，下不为例哦。,,,,,74,65
6206,塔布克-三只小猪来租房,0,305,0,4,0,,终于租到布局完全对称的房间啦！指挥官，帮我放一下行李吧，在把新家布置成完美的对称空间之前，我可得好好睡一觉。,,,"-93.5,-33.3",,74,65
6207,OTs-44-深郊遇白兔,0,145,0,4,0,,指挥官，今天天气不错哦，要和我一起去树林里野餐吗？虽然只有胡萝卜就是啦。,,,,,74,65
6301,AUG SMG-溯溪踏秋时,0,315,0,4,0,,看这边，前辈，您也笑一笑啊！秋天可是最好的季节，鱼儿和螃蟹都肥美得让人开心！,,,,,75,66
6302,SL8-在世界的一角等你,0,296,0,4,0,,终于来了，指挥官！不，等你也没关系哦，因为在这段等待的时间里，我的心情可是充满了欢欣和期待。,,,,,75,66
6303,SP9-星河中沉睡的梦,0,341,0,4,0,,平常总是有太多的声音涌入耳朵：警报声、刹车声、按铃声……能像现在这样静静感受星空呼吸的时刻太少了。,,,,,75,66
6304,蒙德拉贡M1908-残雨暝烟,0,317,0,4,0,,我穿的太过严肃了吗，长官？毕竟就算是约会，我也需要保证您的安全。走吧，定好的餐厅快要迟到了。,,,"-118.4,-133.4",,75,66
6305,Rex-0-1-怦动三部曲,0,310,0,4,0,,脸庞、嘴唇、气味……都要仔细确认无误才可以出击。没错哦，长官，只有完美的准备才能开启完美的约会。,,,,,75,66
6306,Model L-向着碧空漾去,0,223,0,4,0,,坐在秋千上荡入空中时，就好像即将逃离重力一样……指挥官，要来感受一下吗？,,,,,75,66
6401,95式-素白濯清涟,0,129,0,18,0,,传说有一位白娘子，行走人间，却能不染上分毫的污浊，就像这荷花一样。不知我是否也可做到这般的清白无邪……,,,,鳩山井鶴//c大門香実//c,76,67
6402,SVCh-猩红夜猎手,0,329,0,18,0,,狩猎游戏将从今夜开始，直到黎明到来为止。而在这之前，我绝不会倒下。,,,"41.5,-158.6",,76,67
6403,C-MS-献给乔安娜,0,213,0,18,0,,想要做我的部下，就乖乖把心尖的第一滴血和美味食物的第一口全部献给我吧……,,,,,76,67
6404,KAC-PDW-偷心魔不眠,0,286,0,18,0,,Honey——我可以用这颗糖换走你的心吗？不行的话，我就要强来了喔……,,,,,76,67
6405,MP-443-迷途引渡人,0,220,0,18,0,,迷途的羔羊或许不该就这样被送回拥挤的羊圈，来到我温暖的收藏柜里才是更好的选择。,,,,,76,67
6406,LWMMG-拼凑者的独白,0,81,0,18,0,,请别害怕，我只是想感受下那位科学怪人的心情，被整个世界仇恨背叛究竟是什么样的体验……,,,,,76,67
6501,沙漠之鹰-苍穹的迦楼罗,0,272,0,4,0,,在这寻求未来的舞台上，我将倾尽全力扮演好自己的角色，而您……一定能够终结一切战争，对吧？指挥官。,,,"0.5,-38.9",,77,69
6502,SIG MCX-真红陨星,0,338,0,4,0,,哟，指挥官，要来我的专属机体上坐坐吗？不管是飞行速度还是在上面打牌的舒适度，都是普通的机体的三倍哟~,,,,,77,69
6503,汉阳造88式-纯白流星负愿而行,0,95,0,4,0,,贵安，主人，HY-088驾驶员“纯白流星”小爱前来报到，我愿背负怪物的污名，只为带大家走上您所承诺那条结束所有战争的路。,,,,,77,69
6504,MG36-苍龙屹立09区之上,0,263,0,4,0,,人机同步率已达百分之九十，苍龙号驾驶员MG36随时可以接受命令，鉴于这次行动难度较高，下班后的电影票就由长官您来买单了。,,,,,77,69
6505,HK416-子夜福音,0,65,0,4,0,,如果你有实现那个单纯幼稚的愿望的可行方案，指挥官，我倒是不介意为你献出……子夜！我话还没说完呢！别去乱蹭那个家伙啊！,,,,,77,69
6507,F1-荒漠的龙与诗,0,178,0,4,0,,“黄沙飞扬，钢铁的龙奔行于荒漠之上。”指挥官，要和我一起骑着咬咬兜风吗？,,,,,77,69
6601,89式自-麋鹿宣言,0,290,0,19,0,,分发礼物一定要跟圣诞老人一起吗？我觉得用上我新发明的礼物喷射机器，效率完全没问题啊！,,,,,79,70
6603,蟒蛇-狩猎时刻,0,4,0,19,0,,在这里坐了一晚上，终于看见了一个不错的‘猎物’……一起喝杯酒吗，指挥官？,,,,八号地球//cたかはし智秋//c,79,70
6604,VP1915-与帕罗莎同座,0,333,0,19,0,,这样的温度下冬泳果然非常消耗体力，你也累了吧，指挥官，我身边的位置是留给你的。,,,"-298.7,89.7",,79,70
6605,CR-21-浪巅决骤,0,288,0,19,0,,指挥官，来一起冲浪吧！很简单的，这样抓浪、顺势乘上去就行，就像海上漫步一样哦……,,,,,79,70
6606,Cx4 风暴-泳池边的圣诞奇遇,0,225,0,19,0,,圣诞快乐，指挥官，我和这届的冬泳冠军一起来给您送礼物啦！诶，企鹅不可以参赛吗……,,,,,79,70
6607,SAF-暖冬速递员,0,304,0,19,0,,有你的快递，指挥官！不是那边啦，你的礼物是我的拥抱！,,,,,79,70
6608,FNC-圣夜精灵高高挂,0,70,0,19,0,,救命啊，指挥官！因为偷吃光了仓库的巧克力，我被挂起来当圣诞吉祥物了！你、你怎么笑得这么大声……,,,"-215.8,-3.3",,79,70
6701,维克托-携枝踏玉尘,0,20,0,15,0,,指挥官，大雪天出游怎么没有带伞？算了，我这把给你用……哦？你说一起用？那就这样好了。,,,,RIRE//c早見沙織//c,80,71
6702,LTLX7000-巫姬翩舞起,0,323,0,15,0,,指挥官，请不要一直盯着我，这是为了今年的神乐舞而准备的着装……你说想看一看？真拿你没办法啊，就一小段哦。,,,,,80,71
6703,卢萨-竹剑扫落雪,0,311,0,15,0,,指挥官，新年伊始，要不要试试足球之外的新运动？比如……剑道？,,,,,80,71
6704,UMP9-幽玄旅人,0,101,0,15,0,,指挥官！快来看看，明明是冬天，这里居然能长出这么高的草！这应该就是45姐说的幽玄之美吧！,,,"-11,79",GINGALA//c能登麻美子//c,80,71
6705,AR-57-三友伴岁寒,0,328,0,15,0,,竹子的位置要不要再——啊，是指挥官啊，来的正好，你觉得这个“岁寒三友”还有什么要调整的？哈？才不是随便摆摆就行，插花和侍弄枪械一样，可是有大学问的！,,,,,80,71
6706,V-PM5-初梦见飞羽,0,325,0,15,0,,哈唔——指挥官，今，今年的初梦有没有梦到富士山呀？诶，我，我吗？我只梦到了板羽球……,,,,,80,71
6707,M14-幼虎祈丰年,0,37,0,15,0,,指挥官，听说把绘马绑在树上，愿望实现的可能性会更高呢！我们可以帮你把它射到那棵松树上哦！,,,,哈奈鲁//c大西沙織//c,80,71
6801,SP9-寒兰傲,0,341,0,4,0,,除夕朔望，寒兰映雪。指挥官，新春之夜虽无月色，但格里芬的大家于此共享佳节的团圆之刻，已是更胜满月的美景了。,,,,,82,72
6802,蜂鸟-夕颜展,0,331,0,4,0,,新年快乐！您似乎看起来没什么精神啊，那就来一口蜂鸟珍藏了一年的红色可乐葫芦限量版吧！香浓醇厚又提神哦！,,,,,82,72
6803,A-545-醉茗咲,0,356,0,4,0,,来，指挥官，我们一起干了这瓶二锅头！看看新的一年里，你的酒量是否和你的实力一样长进飞快！,,,,,82,72
6804,TKB-408-朱砂舞,0,340,0,4,0,,哈哈！新年的创作氛围就是自由啊！来，指挥官，让我给你在办公室墙上来一幅国画风涂鸦！,,,"-139.9,-71.1",,82,72
6805,HS.50-矶松叹,0,348,0,4,0,,长官，新的一年也请多多指教……您问身上的打扮？经过我的观察，这种服装肯定是一种格里芬的新年习俗，我也要快速融入才好！,,,,,82,72
6806,MP7-天星落,0,28,0,4,0,,哟！“饲养员”，我正想去找你呢！谢谢你这一年对本“天才”的照顾啦，在这些红包里选一个吧，说不定会有意想不到的大奖哦。,,,"-234.3,-83.2",,82,72
6807,G36-玉瓯立,0,64,0,4,0,,落日桐阴转，微风栀子香。长官，希望您会喜欢我的新年礼物——这风中轻唱的玉瓯之歌。,,,,,82,72
6808,斯捷奇金-桃夭灼,0,7,0,4,0,,恭喜发财，红包拿来~嘻嘻，今天倒是很爽快嘛，我亲爱的长官。,,,"-65.8,53.95",_椿日_//c喜多村英梨//c,82,72
6809,FN-49-蜀锦羞,0,51,0,4,0,,指、指挥官，今晚的年夜饭是我亲手准备的哦，如果您能喜欢就好了……,,,,,82,72
6901,刘易斯-紫鸢醉蝶,0,253,46901,16,0,,指挥官，真的不考虑和美少女喝一杯吗？这可是我精心挑选的高颜值葡萄酒哦……放心放心，就算醉了，我也不会对您做什么的啦~哼♪,,,,,83,73
6902,97式-风中祝祷,0,130,46902,16,0,,唔……好大的风，我的愿望说到哪儿了……咦？长，长官？！您都听见了？！……是很普通的心愿吧？你会笑话我吗？,,,"-272.7,21.5",Nagu//c佐倉綾音//c,83,73
6903,P22-幻想圆舞曲,0,242,46903,16,0,,这西装看起来真不坏……彼此彼此，礼服也很美……失陪一下！指挥官，请赏光和我跳一支——不，两支舞吧！男士和女士的舞步都不可以懈怠哦。,,,,二花//c田所あずさ//c,83,73
6904,79式-于尘埃间仰望,0,127,46904,16,0,,抱歉，打扰您了。我只是想告诉长官，无论您同意与否，我都会追随您的脚步，直到尽头。,,,,,83,73
6905,K5-维纳斯之阵,0,212,46905,16,0,,命运之轮预示我们在此等待，巨网撒下之时，相爱的恋人注定难解难分……指挥官，您知道这句占卜词的含义吗？,,,"-116.9,-87.9",,83,73
6906,T77-彼岸星光,0,218,46906,16,0,,就算不看我的眼神，您也能从动作中读出我现在的想法吧？那么……您意下如何呢……,,,,,83,73
6907,M1加兰德-冬柏来信,0,34,46907,16,0,,在抵达这一刻之前，我已经准备了一整个冬天。现在，这是只属于我和您，两个人的时间。,,,,Alize//c種田梨沙//c,83,73
6908,隼-晨露之歌,0,256,46908,16,0,,小羊羔，为什么喜欢的感觉总是伴随着忧愁和苦恼呢……你也和我有着同样的忧愁吗？,,,"-160.2,56.9",,83,73
6909,LWMMG-骑士与守护者,0,81,46909,16,0,,我没有什么可以赠与您的——除却一颗真心。从今以后，请让我牵起您的手，保护您，为您献出全部的生命。,,,"-131.9,-87",,83,73
7001,CZ75-CZ75不加班,0,166,0,4,0,,喏，巧克力……吃了就拿出干劲！三点前我要看到需求反馈！还有这堆文件明天我要见到在我桌上——做不完就给我自愿加班，干活！,,,,--//c古城門志帆//c,85,74
7002,FX-05-飞向云端,0,330,0,4,0,,嗯，好的老板，已经列入待办事项了老板，保证最优先处理……机场信号不好，回头再跟您联系——好！假装出差的休假日，最赞了！,,,,,85,74
7003,Rex-0-1-深夜暖茶,0,310,0,4,0,,我爱工作，我爱公司……只要做完这些就可以休息了，一起努力吧，前辈，我泡了姜茶……前辈？前辈！？请不要丢下我一个人下班啊！,,,,,85,74
7004,C14-新入职员,0,308,0,4,0,,终于拿到offer啦，第一天上班一定要给公司的前辈们留下一个好印象……嗯？楼里刚才是不是有人在惨叫，是我的错觉吗……？,,,,,85,74
7101,ZB-26-暗蔷摇曳,0,307,0,4,0,,您在找我吗？我不打算中途离席哦，别担心，只是有些热，用酒降降温……您不会怪我把地毯弄脏吧？,,,,,86,75
7102,樱花-蝶影绮谭,0,228,0,4,0,,红蝴蝶……现在很少见了吧。我家乡有个说法，红蝴蝶会在梦里幻化成心上人的模样……唔，我当然是真实的呀？,,,,,86,75
7103,芮诺-孤月之冠,0,357,0,4,0,,我听说您约我在这见面……被忽悠了吗？可是，您真的来了……等等，这两杯酒放了一夜，还是重新倒吧。,,,"-110.9,-2",,86,75
7104,防卫者-星尘帷幕,0,302,0,4,0,,帷幕一旦拉开，失控的情感就将倾泻而出……即便如此，您还是想靠近我吗？,,,,,86,75
7105,MP-443-碎金花信,0,220,0,4,0,,看您都挪不开眼了，我的庭院很美吧？这条用石头刻成的银河……足够让您心甘情愿地沉溺吗？,,,,,86,75
7106,汉阳造88式-爱神降临夜,0,95,0,4,0,,向我祈祷吧，命运指引我来此实现你的愿望……我在为演出排练啦，主人！不过，您许的愿望……不是哄小爱的吧？,,,,,86,75
7107,纳甘左轮-星云忌廉,0,5,0,4,0,,今晚的云朵厚厚软软的，超像一个巨大的奶油蛋糕！……诶，以我的个子也尝不到？不要戳破嘛！,,,,,86,75
7108,64式-啜风吟,0,94,0,4,0,,长官，到我这儿来躲酒了吗？……小心哦，虽然看起来只有龙井，但这儿的夜风也会醉人的。,,,,,86,75
7201,VSK-94-骄阳般起舞,0,312,0,4,0,VSK_0,加油！加油！Fight ON！呼……这是我为孩子们设计的拉拉队舞，您觉得怎么样？有燃烧起来的感觉吗！？,,,"-144.2,-5.6",,87,76
7202,95式-春杪梦鸢人,0,129,0,4,0,95type_0,长官长官，昨晚我梦见自己变成纸鸢飞起来了哦！……嘿嘿，没什么好怕的，因为您会握紧线的另一端嘛。,,,,鳩山井鶴//c大門香実//c,87,76
7203,Px4 风暴-冬眠守梦者,0,233,0,4,0,Px4Storm_0,喂喂，这里是我的地盘，我的几个小弟正在冬眠，闲人禁止进入……唔，看你一副超想进来玩的样子，那勉为其难——交个入场费就放你进来。,,,,,87,76
7204,塔布克-训宠员日常,0,305,0,4,0,Tabuk_0,等、等一下，不可以咬绳子，快点还给我……啊，你们不要跑到同一边，这样会破坏对称的！呜呜，指挥官，救救我……！,,,,,87,76
7205,MG3-未来构想家,0,88,0,4,0,MG3_0,指挥官，这是我设计的多功能万向车，有了它，以后您就能把随身的东西放在上面，解放双手了，我来给您演示一下……咦？怎、怎么冒烟了！？,,,,,87,76
7206,56式半-熊耳剪裁师,0,49,0,4,0,56typeR_0,像这样剪好熊猫的耳朵，再戴到头上，就能成为熊猫的朋友了！指挥官，我也给你做了一个……,,,,,87,76
