id,item_id,type,start_time,end_time,drop_ids,title_res,amount_coordinate,bg_res,is_mail,mail_type,is_show,clear_cycle,clear_time,prize_skip,mission_show_prize,use_animation,goto_to_mall,can_ten_draws,can_get_rewards,goto_page,extra_bonus,bonus_percent
539,0,1,2022-01-12 00:00:00,2022-02-17 10:00:00,1000:837,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
540,0,1,2022-01-12 00:00:00,2022-02-17 10:00:00,1000:838,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
541,0,1,2022-01-12 00:00:00,2022-02-17 10:00:00,1000:839,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
542,100126,1,2022-01-12 00:00:00,2022-02-23 23:59:59,"249:840,250:841,499:840,500:842,749:840,750:843,776:840,777:844,999:840,1000:845,3000:840",40d76071206bc734_draw_220117005.png,"320.7,-185.2",0f14712ea7115028_draw_220117004.jpg,0,0,1,0,0,,0,0,0,1,0,0,,0
543,0,1,2022-01-12 00:00:00,2022-02-17 10:00:00,"1:846,2:847",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
544,0,1,2022-02-21 00:00:00,2022-03-10 10:00:00,"6:848,7:850",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
545,0,1,2022-02-21 00:00:00,2022-03-10 10:00:00,"4:849,5:851",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
546,0,1,2022-02-21 00:00:00,2022-03-10 10:00:00,"6:852,7:854",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
547,0,1,2022-02-21 00:00:00,2022-03-10 10:00:00,"4:853,5:854",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
548,0,1,2022-02-21 00:00:00,2022-03-10 10:00:00,1000:850,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
549,0,1,2022-02-21 00:00:00,2022-03-10 10:00:00,1000:851,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
550,0,1,2022-03-07 00:00:00,2022-03-31 10:00:00,"6:855,7:858",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
551,0,1,2022-03-07 00:00:00,2022-03-31 10:00:00,"4:856,5:859",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
552,0,1,2022-03-07 00:00:00,2022-03-31 10:00:00,"4:857,5:863",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
553,0,1,2022-03-07 00:00:00,2022-03-31 10:00:00,"6:860,7:862",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
554,0,1,2022-03-07 00:00:00,2022-03-31 10:00:00,"4:861,5:862",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
555,0,1,2022-03-07 00:00:00,2022-03-31 10:00:00,1000:858,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
556,0,1,2022-03-07 00:00:00,2022-03-31 10:00:00,1000:859,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
557,0,1,2022-04-30 00:00:00,2022-05-08 23:59:59,"150:864,200:865,250:866,300:867,1000:868,1001:864",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1440:1001,1440,0,0,0,0,0,,0
558,0,1,2022-04-30 00:00:00,2022-05-08 23:59:59,"150:869,200:870,250:871,300:872,1000:873,1001:869",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1441:1001,1441,0,0,0,0,0,,0
559,0,1,2022-04-30 00:00:00,2022-05-08 23:59:59,"150:874,200:875,250:876,300:877,1000:878,1001:874",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1442:1001,1442,0,0,0,0,0,,0
560,0,1,2022-04-30 00:00:00,2022-05-08 23:59:59,"150:879,200:880,250:881,300:882,1000:883,1001:879",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1443:1001,1443,0,0,0,0,0,,0
561,0,1,2022-04-30 00:00:00,2022-05-08 23:59:59,"150:884,200:885,250:886,300:887,1000:888,1001:884",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1444:1001,1444,0,0,0,0,0,,0
562,0,1,2022-04-30 00:00:00,2022-05-08 23:59:59,"150:889,200:890,250:891,300:892,1000:893,1001:889",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1445:1001,1445,0,0,0,0,0,,0
563,100139,1,2022-05-20 00:00:00,2022-06-02 23:59:59,"69:894,70:895,71:896",6a33838dafc83dd6_draw_220517001.png,"397,-195",f588caa6586077f3_draw_220517004.png,0,0,1,0,0,"1460:71,1461:71,1462:71,1463:71",0,0,0,1,0,0,,0
564,100140,2,2022-05-16 10:00:00,2022-06-13 23:59:59,100:897,417a41a917705726_draw_220517003.png,"-568,-120",4044bc13d9ba1852_draw_220517002.jpg,0,0,1,0,0,,0,1,1,0,0,0,,0
565,0,1,2022-06-20 00:00:00,2022-07-07 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
566,0,1,2022-06-20 00:00:00,2022-07-07 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
567,0,1,2022-06-20 00:00:00,2022-07-07 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
568,0,1,2022-06-20 00:00:00,2022-07-07 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
569,0,1,2022-06-20 00:00:00,2022-07-07 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
570,0,1,2022-06-20 00:00:00,2022-07-07 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
571,0,1,2022-06-20 00:00:00,2022-07-07 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
6001,0,1,2019-03-30 00:00:00,2019-04-07 13:00:00,"100:121,150:122,200:123,1000:124,1001:121",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,90:1001,90,0,0,0,0,0,,0
6002,0,1,2019-03-30 00:00:00,2019-04-07 13:00:00,"100:54,150:55,200:56,1000:57,1001:54",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,601:1001,601,0,0,0,0,0,,0
6003,0,1,2019-03-30 00:00:00,2019-04-07 13:00:00,"100:315,150:316,200:317,1000:318,1001:315",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,40076:1001,40076,0,0,0,0,0,,0
6004,0,1,2019-03-30 00:00:00,2019-04-07 13:00:00,"150:205,200:206,250:207,300:208,1000:209,1001:205",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,512:1001,512,0,0,0,0,0,,0
6005,0,1,2019-03-30 00:00:00,2019-04-07 13:00:00,"150:138,200:139,250:140,300:141,1000:142,1001:138",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,94:1001,94,0,0,0,0,0,,0
6006,0,1,2019-03-30 00:00:00,2019-04-07 13:00:00,"150:67,200:68,250:69,300:70,1000:71,1001:67",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,604:1001,604,0,0,0,0,0,,0
