id,name,action_order,action_delay,action_playspeed,creation_order,creation_delay,sound_order,sound_delay,effect_order,effect_delay,effect_duration,stop_time_speed,stop_time_delay,stop_time_duration,move_order,move_delay,summon_order,summon_delay,voice_order,voice_delay,scene_order,scene_play_speed,scene_delay,scene_transition,avg_order,avg_delay,bgm_order,bgm_delay,camera_order,camera_delay,camera_duration
8231,机枪普攻,1,0,100,"5,21,139,139,8336,8337,9,8336,9,8336,21,8337,21,8337","0,0,0,5,1,1,2,4,6,8,2,4,6,8",,,,,,,,,,,,,,,,,,,,,,,,,
8232,爆裂射击,1,0,100,"8338,30","0,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
8233,X-竖-前排,,,,8339,0,,,,,,,,,,,,,,,,,,,,,,,,,
8234,X-竖-二排,,,,8340,0,,,,,,,,,,,,,,,,,,,,,,,,,
8235,X-竖-后排,,,,8341,0,,,,,,,,,,,,,,,,,,,,,,,,,
8236,X-横-上排,,,,8342,0,,,,,,,,,,,,,,,,,,,,,,,,,
8237,X-横-中排,,,,8343,0,,,,,,,,,,,,,,,,,,,,,,,,,
8238,X-横-下排,,,,8344,0,,,,,,,,,,,,,,,,,,,,,,,,,
8239,O-竖-前排,,,,8345,0,,,,,,,,,,,,,,,,,,,,,,,,,
8240,O-竖-二排,,,,8346,0,,,,,,,,,,,,,,,,,,,,,,,,,
8241,O-竖-后排,,,,8347,0,,,,,,,,,,,,,,,,,,,,,,,,,
8242,O-横-上排,,,,8348,0,,,,,,,,,,,,,,,,,,,,,,,,,
8243,O-横-中排,,,,8349,0,,,,,,,,,,,,,,,,,,,,,,,,,
8244,O-横-下排,,,,8350,0,,,,,,,,,,,,,,,,,,,,,,,,,
8245,OXX,,,,"8352,8351,8351","0,150,300",,,,,,,,,,,,,,,,,,,,,,,,,
8246,XOX,,,,"8351,8352,8351","0,150,300",,,,,,,,,,,,,,,,,,,,,,,,,
8247,XXO,,,,"8351,8351,8352","0,150,300",,,,,,,,,,,,,,,,,,,,,,,,,
8248,PX4开场计分板召唤物,,,,,,,,,,,,,,,,4128,0,,,,,,,-y-PX4boss,4,,,,,
8249,px4触发计分板减分X,,,,8382,0,,,,,,,,,,,,,,,,,,,,,,,,,
8250,px4触发计分板加分O,,,,8383,0,,,,,,,,,,,,,,,,,,,,,,,,,
8251,px4手枪普攻,1,0,100,"8384,35","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
8252,px4标记伤害,,,,8385,0,,,,,,,,,,,,,,,,,,,,,,,,,
8253,px4召唤蓝红雪人,,,,"8386,8389","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
8254,蓝雪人普攻,1,0,100,8387,0,,,,,,,,,,,,,,,,,,,,,,,,,
8255,红雪人普攻,1,0,100,8388,0,,,,,,,,,,,,,,,,,,,,,,,,,
8256,雪人标记伤害,,,,8390,0,,,,,,,,,,,,,,,,,,,,,,,,,
8257,PX4大招,,,,"8399,8400,8401,8402,8403,8404,8405,8406","0,150,300,450,600,750,900,1050",,,,,,,,,,,,,,,,,,,,,,,,,
8258,监视辅助,,,,8409,0,,,,,,,,,,,,,,,,,,,,,,,,,
8259,CAWS竖盾,,,,8410,0,,,,,,,,,,,,,,,,,,,,,,,,,
8260,敌霰弹枪普攻,1,0,100,"8411,8411,8411,8412","0,0,0,0",BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
8261,FP6降低所受伤害,,,,8413,0,,,,,,,,,,,,,,,,,,,,,,,,,
8262,敌手枪普攻,1,0,100,"8414,35","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
8263,敌步枪普攻,1,0,100,"8415,35","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
8264,VSK偷取,,,,8416,0,,,,,,,,,,,,,,,,,,,,,,,,,
8265,冲锋枪普攻,1,0,100,"8417,35,8,8,8","0,0,10,4,7 ",,,,,,,,,,,,,,,,,,,,,,,,,
8266,PX4开场辅助召唤物,,,,,,,,,,,,,,,,4131,0,,,,,,,,,,,,,
8267,小游戏熔断触发,,,,8418,0,,,,,,,,,,,,,,,,,,,,,,,,,
8268,召唤方胜利烟花和退出,,,,"8419,8420,2187,2188,2189,2191,2192,2193","0,0,30,60,15,45,45",,,,,,,,,,,,,,,,,,,,,,,,,
8269,敌方胜利烟花和退出,,,,"8419,8421,2185,2186,2190,2191,2192,2193","0,0,30,60,15,45,45",,,,,,,,,,,,,,,,,,,,,,,,,
8270,A545突击步枪普攻,1,0,100,"8426,7,7,21,140,140","0,2,4,0,0,2","BT_AK,BT_AK,BT_AK","0,3,6",,,0,,,,,,,,,,,,,,,,,,,,
8271,A545烈酒普攻,1,0,100,"8427,7,7,21,140,140","0,2,4,0,0,2","BT_AK,BT_AK,BT_AK","0,3,6",,,0,,,,,,,,,,,,,,,,,,,,
8272,队长反馈,,,,8428,0,,,,,,,,,,,,,,,,,,,,,,,,,
8273,A545召唤物敌,,,,,,,,,,,,,,,,4132,0,,,,,,,,,,,,,
8274,维捏龙一技能1,,,,,,,,1,0,1,,,,,,4153,0,,,,,,,,,,,,,
8275,维捏龙一技能2,,,,,,,,1,0,1,,,,,,4154,0,,,,,,,,,,,,,
8276,维捏龙一技能3,,,,,,,,1,0,1,,,,,,4155,0,,,,,,,,,,,,,
8277,维捏龙一技能4,,,,,,,,1,0,1,,,,,,4156,0,,,,,,,,,,,,,
8278,维捏龙一技能5,,,,,,,,1,0,1,,,,,,4157,0,,,,,,,,,,,,,
8279,维捏龙一技能6,,,,,,,,1,0,1,,,,,,4158,0,,,,,,,,,,,,,
8280,维捏龙一技能7,,,,,,,,1,0,1,,,,,,4159,0,,,,,,,,,,,,,
8281,维捏龙一技能8,,,,,,,,1,0,1,,,,,,4160,0,,,,,,,,,,,,,
8282,维捏龙一技能9,,,,,,,,1,0,1,,,,,,4161,0,,,,,,,,,,,,,
8283,维捏龙一技能10,,,,,,,,1,0,1,,,,,,4162,0,,,,,,,,,,,,,
8284,维捏龙替身一技能1,,,,8429,60,,,,,,,,,,,,,,,,,,,,,,,,,
8285,维捏龙替身一技能2,,,,8430,60,,,,,,,,,,,,,,,,,,,,,,,,,
8286,维捏龙替身一技能3,,,,8431,60,,,,,,,,,,,,,,,,,,,,,,,,,
8287,维捏龙替身一技能4,,,,8432,60,,,,,,,,,,,,,,,,,,,,,,,,,
8288,维捏龙替身一技能5,,,,8433,60,,,,,,,,,,,,,,,,,,,,,,,,,
8289,维捏龙替身一技能6,,,,8434,60,,,,,,,,,,,,,,,,,,,,,,,,,
8290,维捏龙替身一技能7,,,,8435,60,,,,,,,,,,,,,,,,,,,,,,,,,
8291,维捏龙替身一技能8,,,,8436,60,,,,,,,,,,,,,,,,,,,,,,,,,
8292,维捏龙替身一技能9,,,,8437,60,,,,,,,,,,,,,,,,,,,,,,,,,
8293,维捏龙替身一技能10,,,,8438,60,,,,,,,,,,,,,,,,,,,,,,,,,
8294,芮诺普攻I,1,0,100,"21,138,8490","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
8295,芮诺普攻II,1,0,100,"21,138,8491","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
8296,芮诺普攻III,1,0,100,"21,138,8492","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
8297,芮诺普攻IV,1,0,100,"21,138,8493","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
8298,芮诺普攻V,1,0,100,"21,138,8494","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
8299,芮诺普攻VI,1,0,100,"21,138,8495","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
8300,LS26一技能1,,,,"8496,8506","0,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
8301,LS26一技能2,,,,"8497,8507","0,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
8302,LS26一技能3,,,,"8498,8508","0,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
8303,LS26一技能4,,,,"8499,8509","0,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
8304,LS26一技能5,,,,"8500,8510","0,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
8305,LS26一技能6,,,,"8501,8511","0,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
8306,LS26一技能7,,,,"8502,8512","0,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
8307,LS26一技能8,,,,"8503,8513","0,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
8308,LS26一技能9,,,,"8504,8514","0,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
8309,LS26一技能10,,,,"8505,8515","0,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
8310,TFQ步枪普攻,1,0,100,"8516,21,139","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
8311,PPQ主动,,,,8517,0,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8312,圣破抛射,spattack,41,100,"8518,8532,8533,8532,8533,8532,8533,8532,8533,8532,8533,8519,8520,8519,8520,8519,8520,8519,8520,8520","42,82,89,95,101,107,113,119,125,131,137,93,99,105,111,117,123,129,135,141",,,"3(Destroyer_Christmas;凛冬三重奏;Winter Trio;Destroyer-Xmas),10(Destroyer_Christmas;0;0)","1,41","1,90",0,0,40,,,,,,,,,,,,,,,,,
8313,圣破冲击,s1,41,100,"8523,8527,8527,8524,8525,8526","73,67,72,75,75,75",,,"3(Destroyer_Christmas;凛冬三重奏;Winter Trio;Destroyer-Xmas),10(Destroyer_Christmas;0;0)","1,41","1,90",0,0,40,,,,,,,,,,,,,,,,,
8314,圣破精准,s2,41,100,"8529,8530,8529,8531,8529,8530,8529,8531,8529,8530,8529,8531,8529,8530,8529,8531,8529,8530","76,76,81,81,86,86,91,91,96,96,101,101,106,106,111,111,116,116",,,"3(Destroyer_Christmas;凛冬三重奏;Winter Trio;Destroyer-Xmas),10(Destroyer_Christmas;0;0)","1,41","1,90",0,0,40,,,,,,,,,,,,,,,,,
8315,圣破切换,c1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
8316,换场景工具人,,,,,,,,,,,,,,,,4163,0,,,,,,,,,,,,,
8317,雪地场景,,,,,,,,,,,0,0,60,,,,,,,snowland,300,0,2,,,,,,,
8318,姜饼一护盾,,,,8535,0,,,,,,,,,,,,,,,,,,,,,,,,,
8319,姜饼二buff,,,,"8538,8536,8537","0,5,0",,,,,,,,,,,,,,,,,,,,,,,,,
8320,圣诞破坏者普攻,1,0,100,"8542,8543","0,9",,,,,,,,,,,,,,,,,,,,,,,,,
8321,圣诞破坏者换弹,reload,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
8322,爆破榴弹,s,0,100,"8565,8550,8551","31,40,43",BT_fire_grenade,35,1,0,1,,,,,,,,,,,,,,,,,,,,
8323,干扰伤害,,,,8552,0,,,,,,,,,,,,,,,,,,,,,,,,,
8324,AN94激活,1,0,200,"8554,8554,2018,140,140,2018","0,3,0,0,3,3","BT_AK,BT_AK","0,3",,,,,,,,,,,,,,,,,,,,,,,
8325,AN94突击步枪普攻,1,0,100,"8553,7,7,21,140,140","0,2,4,0,0,2","BT_AK,BT_AK,BT_AK","0,3,6",,,0,,,,,,,,,,,,,,,,,,,,
8326,an94额外暴击子弹,,,,8555,0,,,,,,,,,,,,,,,,,,,,,,,,,
8327,手榴弹改,s,0,100,8556,40,BT_grenade_woosh,35,1,0,1,,,,,,,,,,,,,,,,,,,,
8328,勋章特效1,,,,8558,0,,,,,,,,,,,,,,,,,,,,,,,,,
8329,勋章特效2,,,,8559,0,,,,,,,,,,,,,,,,,,,,,,,,,
8330,勋章特效3,,,,8560,0,,,,,,,,,,,,,,,,,,,,,,,,,
8331,ak15监视人数,,,,8561,0,,,,,,,,,,,,,,,,,,,,,,,,,
8332,ak15复仇子弹,,,,8562,0,,,,,,,,,,,,,,,,,,,,,,,,,
8333,爆破榴弹原一,s,0,100,8565,31,BT_fire_grenade,35,1,0,1,,,,,,,,,,,,,,,,,,,,
8334,LS机枪普攻,1,0,100,"8598,8599,8601,8601,8600,8600,8600,8600,8599,8599,8599,8599,8599","0,0,0,5,2,4,6,8,2,4,6,8",,,,,,,,,,,,,,,,,,,,,,,,,
8335,LS换弹,3,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
8336,LS延迟换弹,3,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
8337,AK12突击步枪普攻,1,0,100,"8602,7,7,21,140,140","0,2,4,0,0,2","BT_AK,BT_AK,BT_AK","0,3,6",,,0,,,,,,,,,,,,,,,,,,,,
8338,AK12普攻ex,attack2,0,100,"8602,7,7,21,140,140","0,2,4,0,0,2","BT_AK,BT_AK,BT_AK","0,3,6",,,,,,,,,,,,,,,,,,,,,,,
8339,ak15普攻ex,1,0,100,"8604,2018,140,8605,2018,140","0,0,0,3,3,3","BT_AK,BT_AK","0,3",,,0,,,,,,,,,,,,,,,,,,,,
8340,rpk步枪普攻,s,0,100,"8606,7,7,21,140,140","0,2,4,0,0,2","BT_AK,BT_AK,BT_AK","0,3,6",,,0,,,,,,,,,,,,,,,,,,,,
8341,rpk机枪普攻,1,0,100,"8603,21,140,140,9,9,9,9,21,21,21,21,21","0,0,0,5,2,4,6,8,2,4,6,8",,,,,,,,,,,,,,,,,,,,,,,,,
8342,AK15突击步枪普攻,1,0,100,"8607,7,7,21,140,140","0,2,4,0,0,2","BT_AK,BT_AK,BT_AK","0,3,6",,,0,,,,,,,,,,,,,,,,,,,,
8343,观测者直击,2,1,100,"8610,8613,8614","59,20,59",BT_boss10_skill_luodi,20,1,1,1,,,,,,,,,,,,,,,,,,,,
8344,布局型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8345,白猎技能三场景工具人,,,,8641,0,,,,,,,,,,,4171,0,,,,,,,,,,,,,
8346,白猎技能一演出,s1,0,100,"8637,8641","42,0",,,"3(Hunter_WhiteDay;血弹循香;Fragrance Bullet;Morpho Hunter),10(Hunter_WhiteDay;0;0)","1,41","1,90",0,0,40,,,,,,,,,,,,,,,,,
8347,白猎技能一解析,s1,0,100,"8637,8641","42,0",,,"3(Hunter_WhiteDay;血弹循香;Fragrance Bullet;Morpho Hunter),10(Hunter_WhiteDay;0;0)","1,41","1,90",0,0,40,,,,,,,,,,,,,,,,,
8348,白猎技能二蔷薇伤害,,,,8633,0,,,,,,,,,,,,,,,,,,,,,,,,,
8349,蔷薇标记,,,,8634,0,,,,,,,,,,,,,,,,,,,,,,,,,
8350,白情猎手射击,1,0,100,"8625,8626,8629,8630","4,6,4,6",,,,,,,,,,,,,,,,,,,,,,,,,
8351,白情猎手EX射击,1,0,100,"8627,8628,8631,8632","4,6,4,6",,,,,,,,,,,,,,,,,,,,,,,,,
8352,白猎技能二演出,sp1,0,100,"8642,8644","0,13",,,,,,,,,,,,,,,,,,,,,,,,,
8353,白情场景,,,,,,,,,,,0,0,60,,,,,,,wv_bgls,300,0,2,,,,,,,
8354,僵尸新娘,,,,8635,0,,,,,,,,,,,,,,,,,,,,,,,,,
8355,僵尸新娘普攻,1,0,100,"8645,8646","1,5",,,,,,,,,,,,,,,,,,,,,,,,,
8356,P90主动装备,,,,"8647,8648","15,10",,,,,,,,,,,,,,,,,,,,,,,,,
8357,P90召唤物残影,,,,8649,0,,,,,,,,,,,,,,,,,,,,,,,,,
8358,scr二号普攻,a1,0,100,"8657,7,7,21,140,140","0,2,4,0,0,2","BT_AK,BT_AK,BT_AK","0,3,6",,,0,,,,,,,,,,,,,,,,,,,,
8359,scr一号普攻,attack,0,100,"3,7,7,21,140,140","0,2,4,0,0,2","BT_AK,BT_AK,BT_AK","0,3,6",,,0,,,,,,,,,,,,,,,,,,,,
8360,一换二,s,0,100,0,0,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8361,二换一,s2,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
8362,,,,,,,,,,,,,,,,,4173,0,,,,,,,,,,,,,
8363,,,,,,,,,,,,,,,,,4174,0,,,,,,,,,,,,,
8364,,,,,,,,,,,,,,,,,4175,0,,,,,,,,,,,,,
8365,魔犬二技能,s1,0,150,"8658,8659,8661,8662,8663,8664,8665,8666,8665,8666,8665,8666,8665,8666,8665,8666,8665,8666,8665,8666,8665,8666,8665,8666","50,50,50,50,50,50,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",,,,,,,,,,,,,,,,,,,,,,,,,
8366,魔犬普攻,1,0,200,"8673,8674","0,2",,,,,,,,,,,,,,,,,,,,,,,,,
8367,魔犬一技能,103,0,100,"8668,8669,8671,8675,8676,8677,8678,8679,8680,8681,8682,8683,8684,8685,8686","42,71,70,71,0,42,74,78,82,86,100,104,108,112,116",,,"3(BossCerberus;灭绝死光;HYPERBEAM;Cerberus),10(BossCerberus;0;0)","1,41","1,90",0,0,40,,,,,,,,,,,,,,,,,
8368,魔犬一技能解析,103,0,100,"8668,8669,8670,8671,8675,8676,8677,8678,8679,8680,8681,8682,8683,8684,8685,8686","42,71,71,70,71,0,42,74,78,82,86,100,104,108,112,116",,,"3(BossCerberus;灭绝死光;HYPERBEAM;Cerberus),10(BossCerberus;0;0)","1,41","1,90",0,0,40,,,,,,,,,,,,,,,,,
8369,机枪普攻spMG3,1,0,100,"8687,21,139,139,9,9,9,9,21,21,21,21,21","0,0,0,5,2,4,6,8,2,4,6,8",,,,,,,,,,,,,,,,,,,,,,,,,
8370,步枪普攻obr,1,0,100,"8688,21,139,8694","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
8371,obr匕首伤害,,,,"8689,8690","0,3",,,,,,,,,,,,,,,,,,,,,,,,,
8381,水白一技能,skill2,0,100,8717,75,BT_Whiteboss_Skill,75,"3(Nyto_White_Summer;潮音斩;Wave Chop;Alina),10(Nyto_White_Summer;0;0)","1,41","1,90",0,0,40,,,,,,,,,,,,,,,,,
8382,水白一技能解析,skill2,0,100,8718,75,BT_Whiteboss_Skill,75,"3(Nyto_White_Summer;潮音斩;Wave Chop;Alina),10(Nyto_White_Summer;0;0)","1,41","1,90",0,0,40,,,,,,,,,,,,,,,,,
8383,水白二技能拉取,skill1,0,100,"8764,8765","0,10",bb_myu12_daozhen,10,,,,,,,,,,,,,,,,,,,,,,,
8384,水白三技能咸鱼1,,,,8719,0,,,,,,,,,,,,,,,,,,,,,,,,,
8385,水白三技能咸鱼2,,,,8720,0,,,,,,,,,,,,,,,,,,,,,,,,,
8386,水白三技能咸鱼3,,,,8721,0,,,,,,,,,,,,,,,,,,,,,,,,,
8387,水白三技能咸鱼4,,,,8722,0,,,,,,,,,,,,,,,,,,,,,,,,,
8388,水白三技能咸鱼5,,,,8723,0,,,,,,,,,,,,,,,,,,,,,,,,,
8389,水白普攻,skill4,0,150,"8726,8728","5,6",BT_Whiteboss_Atk,5,,,,,,,,,,,,,,,,,,,,,,,
8390,水白一段,attack,0,200,"8727,8760","5,4",BT_SeeleSickle,5,,,,,,,,,,,,,,,,,,,,,,,
8391,水白二段,attack2,0,200,"8727,8761","5,4",BT_SeeleSickle,5,,,,,,,,,,,,,,,,,,,,,,,
8392,水白三段,skill4,0,150,"8727,8762","5,4",BT_Whiteboss_Atk,5,,,,,,,,,,,,,,,,,,,,,,,
8393,水白斩杀,skill3,0,100,"8729,8730","26,25",BT_TheresaSpearDash,25,,,,,,,,,,,,,,,,,,,,,,,
8394,位移-水白拉取,,,,,,,,,,,,,,1018,0,,,,,,,,,,,,,,,
8395,水白特殊普攻子弹,,,,"8731,8728","5,6",,,,,,,,,,,,,,,,,,,,,,,,,
8396,GLY增援1,1,0,100,8735,24,,,,,,,,,,,,,,,,,,,,,,,,,
8397,GLY增援2,1,0,100,8736,24,,,,,,,,,,,,,,,,,,,,,,,,,
8398,GLY增援3,1,0,100,8737,24,,,,,,,,,,,,,,,,,,,,,,,,,
8399,GLY增援4,1,0,100,8738,24,,,,,,,,,,,,,,,,,,,,,,,,,
8400,GLY增援5,1,0,100,8739,24,,,,,,,,,,,,,,,,,,,,,,,,,
8401,铁血自爆,attack,0,100,"8732,8733,8734","18,18,18",,,,,,,,,,,,,,,,,,,,,,,,,
8402,蓝排1,1,0,100,8740,24,,,,,,,,,,,,,,,,,,,,,,,,,
8403,蓝排2,1,0,100,8741,24,,,,,,,,,,,,,,,,,,,,,,,,,
8404,蓝排3,1,0,100,8742,24,,,,,,,,,,,,,,,,,,,,,,,,,
8405,蓝排4,1,0,100,8743,24,,,,,,,,,,,,,,,,,,,,,,,,,
8406,蓝排5,1,0,100,8744,24,,,,,,,,,,,,,,,,,,,,,,,,,
8407,黄排1,1,0,100,8745,24,,,,,,,,,,,,,,,,,,,,,,,,,
8408,黄排2,1,0,100,8746,24,,,,,,,,,,,,,,,,,,,,,,,,,
8409,黄排3,1,0,100,8747,24,,,,,,,,,,,,,,,,,,,,,,,,,
8410,黄排4,1,0,100,8748,24,,,,,,,,,,,,,,,,,,,,,,,,,
8411,黄排5,1,0,100,8749,24,,,,,,,,,,,,,,,,,,,,,,,,,
8412,蓝排效果,"move,move,move,attack","0,20,40,60","100,100,100,100","8750,8752","65,75",BT_grenade_explode,70,,,,,,,"1019,1021","0,70",,,,,,,,,,,,,,,
8413,黄排效果,"move,move,move,attack","0,20,40,60","100,100,100,100","8751,8752","65,75",BT_grenade_explode,70,,,,,,,"1020,1021","0,70",,,,,,,,,,,,,,,
8414,铁血自爆1,attack,0,100,"8754,8733,8734,8732","17,18,18,18",BT_grenade_explode,17,,,,,,,,,,,,,,,,,,,,,,,
8415,铁血自爆2,attack,0,100,"8755,8733,8734,8732","17,18,18,18",BT_grenade_explode,17,,,,,,,,,,,,,,,,,,,,,,,
8416,铁血自爆3,attack,0,100,"8756,8733,8734,8732","17,18,18,18",BT_grenade_explode,17,,,,,,,,,,,,,,,,,,,,,,,
8417,铁血自爆4,attack,0,100,"8757,8733,8734,8732","17,18,18,18",BT_grenade_explode,17,,,,,,,,,,,,,,,,,,,,,,,
8418,铁血自爆5,attack,0,100,"8758,8733,8734,8732","17,18,18,18",BT_grenade_explode,17,,,,,,,,,,,,,,,,,,,,,,,
8419,易伤,,,,8759,0,,,,,,,,,,,,,,,,,,,,,,,,,
8420,自毁,,,,238,0,,,,,,,,,,,,,,,,,,,,,,,,,
8421,咸鱼进场,,,,"5553,5553","0,20",,,,,,,,,1022,0,,,,,,,,,,,,,,,
9001,狙击妖精,,,,"901,951","300,0",BT_Sniper_skill_0,280,,,,,,,,,,,,,,,,,,,,,,,
9002,嘲讽妖精,,,,, ,,,,,,,,,,,1,1,,,,,,,,,,,,,
9003,嘲讽靶机触发用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9004,迫击妖精,,,,"902,953","150,0",,,,,,,,,,,,,,,,,,,,,,,,,
9005,空袭妖精,,,,"905,906,907,908,909,910,911,912,913,914,915,916,917","90,93,96,99,102,105,108,111,114,117,120,30,100",,,,,,,,,,,,,,,,,,,,,,,,,
9006,嘲讽妖精1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
9007,嘲讽妖精2,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,
9008,嘲讽妖精3,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,
9009,嘲讽妖精4,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,
9010,嘲讽妖精5,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,
9011,嘲讽妖精6,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,
9012,嘲讽妖精7,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,
9013,嘲讽妖精8,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,
9014,嘲讽妖精9,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,
9015,嘲讽妖精10,,,,,,,,,,,,,,,,10,1,,,,,,,,,,,,,
9016,火柱妖精,,,,"954,955,956,957,958,959,960,961,962,963,964","90,93,96,99,102,105,108,111,114,117,120,123,126,129,132,135,138,141,144,147,150,153,156,159,162,165,168,171,174,177,180","BT_YaeSakuraSplash,BT_YaeSakuraSplash,BT_YaeSakuraSplash,BT_YaeSakuraSplash,BT_YaeSakuraSplash,BT_YaeSakuraSplash,BT_YaeSakuraSplash","116,132,138,144,150,156,162",,,,,,,,,,,,,,,,,,,,,,,
9017,人形妖精1,,,,,,,,,,,,,,,,"11,21","1,1,1",,,,,,,,,,,,,
9018,人形妖精2,,,,,,,,,,,,,,,,"12,22","1,1,1",,,,,,,,,,,,,
9019,人形妖精3,,,,,,,,,,,,,,,,"13,23","1,1,1",,,,,,,,,,,,,
9020,人形妖精4,,,,,,,,,,,,,,,,"14,24","1,1,1",,,,,,,,,,,,,
9021,人形妖精5,,,,,,,,,,,,,,,,"15,25","1,1,1",,,,,,,,,,,,,
9022,人形妖精6,,,,,,,,,,,,,,,,"16,26","1,1,1",,,,,,,,,,,,,
9023,人形妖精7,,,,,,,,,,,,,,,,"17,27","1,1,1",,,,,,,,,,,,,
9024,人形妖精8,,,,,,,,,,,,,,,,"18,28","1,1,1",,,,,,,,,,,,,
9025,人形妖精9,,,,,,,,,,,,,,,,"19,29","1,1,1",,,,,,,,,,,,,
9026,人形妖精10,,,,,,,,,,,,,,,,"20,30","1,1,1",,,,,,,,,,,,,
9027,人形妖精AOE,,,,"166,167","1,5",,,,,,,,,,,,,,,,,,,,,,,,,
9028,人形妖精AOE,,,,"169,167","6,10",,,,,,,,,,,,,,,,,,,,,,,,,
9029,人形妖精AOE,,,,"170,167","11,15",,,,,,,,,,,,,,,,,,,,,,,,,
9030,悲恸人形1,,,,,,,,,,,,,,,,"41,51","1,1",,,,,,,,,,,,,
9031,悲恸人形2,,,,,,,,,,,,,,,,"42,52","1,1",,,,,,,,,,,,,
9032,悲恸人形3,,,,,,,,,,,,,,,,"43,53","1,1",,,,,,,,,,,,,
9033,悲恸人形4,,,,,,,,,,,,,,,,"44,54","1,1",,,,,,,,,,,,,
9034,悲恸人形5,,,,,,,,,,,,,,,,"45,55","1,1",,,,,,,,,,,,,
9035,悲恸人形6,,,,,,,,,,,,,,,,"46,56","1,1",,,,,,,,,,,,,
9036,悲恸人形7,,,,,,,,,,,,,,,,"47,57","1,1",,,,,,,,,,,,,
9037,悲恸人形8,,,,,,,,,,,,,,,,"48,58","1,1",,,,,,,,,,,,,
9038,悲恸人形9,,,,,,,,,,,,,,,,"49,59","1,1",,,,,,,,,,,,,
9039,悲恸人形10,,,,,,,,,,,,,,,,"50,60","1,1",,,,,,,,,,,,,
9040,人偶AOE开关,,,,966,0,,,,,,,,,,,,,,,,,,,,,,,,,
9041,人形妖精AOE,,,,967,0,,,,,,,,,,,,,,,,,,,,,,,,,
9042,炼金工房,,,,968,0,,,,,,,,,,,,,,,,,,,,,,,,,
9043,炼金工房9,,,,977,0,,,,,,,,,,,,,,,,,,,,,,,,,
9044,LadyMadeStar,,,,"1100,1101,1112,1113","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
9045,OblivioN,,,,"1102,1103","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
9046,年兽妖精,,,,1713,45,,,,,,,,,,,,,,,,,,,,,,,,,
9047,贺岁型爆竹,,,,"1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
9048,清凉型,,,,,,,,,,,0,0,60,,,,,,,beach,300,0,2,,,,,,,
